Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2018-05-28;2,5274;2,5735;2,5109;2,5476;;
2018-05-25;2,5328;2,5554;2,5154;2,5362;;
2018-05-24;2,5242;2,5503;2,4966;2,5302;;
2018-05-23;2,4758;2,5406;2,4634;2,538;;
2018-05-22;2,383;2,4781;2,3683;2,4649;;
2018-05-18;2,4097;2,4353;2,394;2,423;;
2018-05-17;2,388;2,4218;2,3473;2,4181;;
2018-05-16;2,3896;2,405;2,3593;2,3789;;
2018-05-15;2,3836;2,4047;2,3653;2,4047;;
2018-05-14;2,3409;2,3801;2,326;2,3801;;
2018-05-11;2,3512;2,3667;2,3288;2,359;;
2018-05-10;2,2833;2,3787;2,2697;2,3692;;
2018-05-09;2,305;2,3169;2,2846;2,3079;;
2018-05-08;2,3017;2,3264;2,2721;2,3024;;
2018-05-07;2,2835;2,3253;2,2527;2,2989;;
2018-05-04;2,2833;2,2897;2,247;2,2594;;
2018-05-03;2,2953;2,3042;2,24;2,2685;;
2018-05-02;2,3237;2,3389;2,2725;2,2987;;
2018-04-30;2,2858;2,2986;2,2465;2,2784;;
2018-04-27;2,3306;2,3441;2,2811;2,2971;;
2018-04-26;2,3029;2,3356;2,2909;2,3279;;
2018-04-25;2,2972;2,3131;2,2757;2,2991;;
2018-04-24;2,2529;2,3273;2,2448;2,30;;
2018-04-23;2,2473;2,2627;2,2222;2,2573;;
2018-04-20;2,1814;2,2429;2,168;2,2281;;
2018-04-19;2,2193;2,2324;2,143;2,1517;;
2018-04-18;2,2034;2,2582;2,1937;2,2188;;
2018-04-17;2,1992;2,2428;2,1867;2,2155;;
2018-04-16;2,2148;2,2516;2,1995;2,229;;
2018-04-13;2,1842;2,2415;2,1646;2,2181;;
2018-04-12;2,1515;2,1939;2,1413;2,1786;;
2018-04-11;2,1523;2,1769;2,1202;2,1513;;
2018-04-10;2,1828;2,2061;2,1319;2,1563;;
2018-04-09;2,1769;2,2072;2,152;2,1978;;
2018-04-06;2,1967;2,2381;2,1824;2,2182;;
2018-04-05;2,1838;2,2226;2,1666;2,1963;;
2018-04-04;2,1987;2,2518;2,1845;2,2047;;
2018-04-03;2,1741;2,2149;2,1628;2,207;;
2018-03-29;2,2316;2,254;2,2088;2,2199;;
2018-03-28;2,1804;2,2173;2,1635;2,1888;;
2018-03-27;2,1679;2,2145;2,1563;2,1759;;
