"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"18.01.2018 02:30 - 18.01.2018 02:45","n/e","n/e","n/e","n/e","3563","n/e","n/e","25063","n/e"
"18.01.2018 02:45 - 18.01.2018 03:00","n/e","n/e","n/e","n/e","3550","n/e","n/e","24924","n/e"
"18.01.2018 03:00 - 18.01.2018 03:15","n/e","n/e","n/e","n/e","3534","n/e","n/e","24852","n/e"
"18.01.2018 03:15 - 18.01.2018 03:30","n/e","n/e","n/e","n/e","3494","n/e","n/e","24690","n/e"
"18.01.2018 03:30 - 18.01.2018 03:45","n/e","n/e","n/e","n/e","3392","n/e","n/e","24042","n/e"
"18.01.2018 03:45 - 18.01.2018 04:00","n/e","n/e","n/e","n/e","3206","n/e","n/e","23890","n/e"
"18.01.2018 04:00 - 18.01.2018 04:15","n/e","n/e","n/e","n/e","3175","n/e","n/e","23692","n/e"
"18.01.2018 04:15 - 18.01.2018 04:30","n/e","n/e","n/e","n/e","3091","n/e","n/e","23612","n/e"
"18.01.2018 04:30 - 18.01.2018 04:45","n/e","n/e","n/e","n/e","3029","n/e","n/e","23572","n/e"
"18.01.2018 04:45 - 18.01.2018 05:00","n/e","n/e","n/e","n/e","2900","n/e","n/e","23505","n/e"
"18.01.2018 05:00 - 18.01.2018 05:15","n/e","n/e","n/e","n/e","2854","n/e","n/e","23461","n/e"
"18.01.2018 05:15 - 18.01.2018 05:30","n/e","n/e","n/e","n/e","2832","n/e","n/e","23482","n/e"
"18.01.2018 05:30 - 18.01.2018 05:45","n/e","n/e","n/e","n/e","2748","n/e","n/e","23512","n/e"
"18.01.2018 05:45 - 18.01.2018 06:00","n/e","n/e","n/e","n/e","2687","n/e","n/e","23525","n/e"
"18.01.2018 06:00 - 18.01.2018 06:15","n/e","n/e","n/e","n/e","2605","n/e","n/e","23684","n/e"
"18.01.2018 06:15 - 18.01.2018 06:30","n/e","n/e","n/e","n/e","2718","n/e","n/e","23841","n/e"
"18.01.2018 06:30 - 18.01.2018 06:45","n/e","n/e","n/e","n/e","2678","n/e","n/e","23968","n/e"
"18.01.2018 06:45 - 18.01.2018 07:00","n/e","n/e","n/e","n/e","2674","n/e","n/e","24080","n/e"
"18.01.2018 07:00 - 18.01.2018 07:15","n/e","n/e","n/e","n/e","2637","n/e","n/e","24289","n/e"
"18.01.2018 07:15 - 18.01.2018 07:30","n/e","n/e","n/e","n/e","2748","n/e","n/e","24585","n/e"
"18.01.2018 07:30 - 18.01.2018 07:45","n/e","n/e","n/e","n/e","2816","n/e","n/e","24859","n/e"
"18.01.2018 07:45 - 18.01.2018 08:00","n/e","n/e","n/e","n/e","2820","n/e","n/e","25144","n/e"
"18.01.2018 08:00 - 18.01.2018 08:15","n/e","n/e","n/e","n/e","2988","n/e","n/e","25460","n/e"
"18.01.2018 08:15 - 18.01.2018 08:30","n/e","n/e","n/e","n/e","3140","n/e","n/e","25889","n/e"
"18.01.2018 08:30 - 18.01.2018 08:45","n/e","n/e","n/e","n/e","3087","n/e","n/e","26395","n/e"
"18.01.2018 08:45 - 18.01.2018 09:00","n/e","n/e","n/e","n/e","3179","n/e","n/e","26837","n/e"
"18.01.2018 09:00 - 18.01.2018 09:15","n/e","n/e","n/e","n/e","3224","n/e","n/e","27397","n/e"
"18.01.2018 09:15 - 18.01.2018 09:30","n/e","n/e","n/e","n/e","3187","n/e","n/e","27874","n/e"
"18.01.2018 09:30 - 18.01.2018 09:45","n/e","n/e","n/e","n/e","3211","n/e","n/e","28370","n/e"
"18.01.2018 09:45 - 18.01.2018 10:00","n/e","n/e","n/e","n/e","3237","n/e","n/e","28885","n/e"
"18.01.2018 10:00 - 18.01.2018 10:15","n/e","n/e","n/e","n/e","3276","n/e","n/e","30496","n/e"
"18.01.2018 10:15 - 18.01.2018 10:30","n/e","n/e","n/e","n/e","3221","n/e","n/e","30744","n/e"
"18.01.2018 10:30 - 18.01.2018 10:45","n/e","n/e","n/e","n/e","3202","n/e","n/e","30984","n/e"
"18.01.2018 10:45 - 18.01.2018 11:00","n/e","n/e","n/e","n/e","3290","n/e","n/e","31212","n/e"
"18.01.2018 11:00 - 18.01.2018 11:15","n/e","n/e","n/e","n/e","3355","n/e","n/e","31470","n/e"
"18.01.2018 11:15 - 18.01.2018 11:30","n/e","n/e","n/e","n/e","3420","n/e","n/e","31929","n/e"
"18.01.2018 11:30 - 18.01.2018 11:45","n/e","n/e","n/e","n/e","3445","n/e","n/e","32410","n/e"
"18.01.2018 11:45 - 18.01.2018 12:00","n/e","n/e","n/e","n/e","3417","n/e","n/e","32875","n/e"
"18.01.2018 12:00 - 18.01.2018 12:15","n/e","n/e","n/e","n/e","3360","n/e","n/e","33258","n/e"
"18.01.2018 12:15 - 18.01.2018 12:30","n/e","n/e","n/e","n/e","2994","n/e","n/e","33476","n/e"
"18.01.2018 12:30 - 18.01.2018 12:45","n/e","n/e","n/e","n/e","3078","n/e","n/e","33684","n/e"
"18.01.2018 12:45 - 18.01.2018 13:00","n/e","n/e","n/e","n/e","3063","n/e","n/e","33878","n/e"
"18.01.2018 13:00 - 18.01.2018 13:15","n/e","n/e","n/e","n/e","3055","n/e","n/e","34071","n/e"
"18.01.2018 13:15 - 18.01.2018 13:30","n/e","n/e","n/e","n/e","2736","n/e","n/e","34058","n/e"
"18.01.2018 13:30 - 18.01.2018 13:45","n/e","n/e","n/e","n/e","2685","n/e","n/e","34036","n/e"
"18.01.2018 13:45 - 18.01.2018 14:00","n/e","n/e","n/e","n/e","2643","n/e","n/e","33999","n/e"
"18.01.2018 14:00 - 18.01.2018 14:15","n/e","n/e","n/e","n/e","2634","n/e","n/e","33955","n/e"
"18.01.2018 14:15 - 18.01.2018 14:30","n/e","n/e","n/e","n/e","2418","n/e","n/e","33893","n/e"
"18.01.2018 14:30 - 18.01.2018 14:45","n/e","n/e","n/e","n/e","2339","n/e","n/e","33818","n/e"
"18.01.2018 14:45 - 18.01.2018 15:00","n/e","n/e","n/e","n/e","2334","n/e","n/e","33737","n/e"
"18.01.2018 15:00 - 18.01.2018 15:15","n/e","n/e","n/e","n/e","2306","n/e","n/e","33590","n/e"
"18.01.2018 15:15 - 18.01.2018 15:30","n/e","n/e","n/e","n/e","1710","n/e","n/e","33295","n/e"
"18.01.2018 15:30 - 18.01.2018 15:45","n/e","n/e","n/e","n/e","1593","n/e","n/e","33006","n/e"
"18.01.2018 15:45 - 18.01.2018 16:00","n/e","n/e","n/e","n/e","1708","n/e","n/e","32700","n/e"
"18.01.2018 16:00 - 18.01.2018 16:15","n/e","n/e","n/e","n/e","1768","n/e","n/e","32266","n/e"
"18.01.2018 16:15 - 18.01.2018 16:30","n/e","n/e","n/e","n/e","1950","n/e","n/e","31722","n/e"
"18.01.2018 16:30 - 18.01.2018 16:45","n/e","n/e","n/e","n/e","2083","n/e","n/e","31176","n/e"
"18.01.2018 16:45 - 18.01.2018 17:00","n/e","n/e","n/e","n/e","2055","n/e","n/e","30634","n/e"
"18.01.2018 17:00 - 18.01.2018 17:15","n/e","n/e","n/e","n/e","1763","n/e","n/e","30031","n/e"
"18.01.2018 17:15 - 18.01.2018 17:30","n/e","n/e","n/e","n/e","1690","n/e","n/e","29480","n/e"
"18.01.2018 17:30 - 18.01.2018 17:45","n/e","n/e","n/e","n/e","1753","n/e","n/e","28935","n/e"
"18.01.2018 17:45 - 18.01.2018 18:00","n/e","n/e","n/e","n/e","1772","n/e","n/e","28359","n/e"
"18.01.2018 18:00 - 18.01.2018 18:15","n/e","n/e","n/e","n/e","1643","n/e","n/e","27814","n/e"
"18.01.2018 18:15 - 18.01.2018 18:30","n/e","n/e","n/e","n/e","1650","n/e","n/e","27417","n/e"
"18.01.2018 18:30 - 18.01.2018 18:45","n/e","n/e","n/e","n/e","1483","n/e","n/e","26979","n/e"
"18.01.2018 18:45 - 18.01.2018 19:00","n/e","n/e","n/e","n/e","1671","n/e","n/e","26547","n/e"
"18.01.2018 19:00 - 18.01.2018 19:15","n/e","n/e","n/e","n/e","1556","n/e","n/e","26189","n/e"
"18.01.2018 19:15 - 18.01.2018 19:30","n/e","n/e","n/e","n/e","1320","n/e","n/e","25825","n/e"
"18.01.2018 19:30 - 18.01.2018 19:45","n/e","n/e","n/e","n/e","1396","n/e","n/e","25454","n/e"
"18.01.2018 19:45 - 18.01.2018 20:00","n/e","n/e","n/e","n/e","1447","n/e","n/e","25062","n/e"
"18.01.2018 20:00 - 18.01.2018 20:15","n/e","n/e","n/e","n/e","1548","n/e","n/e","24690","n/e"
"18.01.2018 20:15 - 18.01.2018 20:30","n/e","n/e","n/e","n/e","1437","n/e","n/e","24258","n/e"
"18.01.2018 20:30 - 18.01.2018 20:45","n/e","n/e","n/e","n/e","1565","n/e","n/e","23830","n/e"
"18.01.2018 20:45 - 18.01.2018 21:00","n/e","n/e","n/e","n/e","1726","n/e","n/e","23395","n/e"
"18.01.2018 21:00 - 18.01.2018 21:15","n/e","n/e","n/e","n/e","1618","n/e","n/e","22982","n/e"
"18.01.2018 21:15 - 18.01.2018 21:30","n/e","n/e","n/e","n/e","1740","n/e","n/e","22487","n/e"
"18.01.2018 21:30 - 18.01.2018 21:45","n/e","n/e","n/e","n/e","1813","n/e","n/e","21978","n/e"
"18.01.2018 21:45 - 18.01.2018 22:00","n/e","n/e","n/e","n/e","1688","n/e","n/e","21465","n/e"
"18.01.2018 22:00 - 18.01.2018 22:15","n/e","n/e","n/e","n/e","1642","n/e","n/e","21022","n/e"
"18.01.2018 22:15 - 18.01.2018 22:30","n/e","n/e","n/e","n/e","1634","n/e","n/e","20621","n/e"
"18.01.2018 22:30 - 18.01.2018 22:45","n/e","n/e","n/e","n/e","1620","n/e","n/e","20185","n/e"
"18.01.2018 22:45 - 18.01.2018 23:00","n/e","n/e","n/e","n/e","1605","n/e","n/e","19707","n/e"
"18.01.2018 23:00 - 18.01.2018 23:15","n/e","n/e","n/e","n/e","1588","n/e","n/e","19172","n/e"
"18.01.2018 23:15 - 18.01.2018 23:30","n/e","n/e","n/e","n/e","1522","n/e","n/e","18663","n/e"
"18.01.2018 23:30 - 18.01.2018 23:45","n/e","n/e","n/e","n/e","1458","n/e","n/e","18142","n/e"
"18.01.2018 23:45 - 19.01.2018 00:00","n/e","n/e","n/e","n/e","1393","n/e","n/e","17608","n/e"
"19.01.2018 00:00 - 19.01.2018 00:15","n/e","n/e","n/e","n/e","1511","n/e","n/e","16487","n/e"
"19.01.2018 00:15 - 19.01.2018 00:30","n/e","n/e","n/e","n/e","1289","n/e","n/e","16131","n/e"
"19.01.2018 00:30 - 19.01.2018 00:45","n/e","n/e","n/e","n/e","1215","n/e","n/e","15615","n/e"
"19.01.2018 00:45 - 19.01.2018 01:00","n/e","n/e","n/e","n/e","1202","n/e","n/e","15113","n/e"
"19.01.2018 01:00 - 19.01.2018 01:15","n/e","n/e","n/e","n/e","1248","n/e","n/e","13103","n/e"
"19.01.2018 01:15 - 19.01.2018 01:30","n/e","n/e","n/e","n/e","1298","n/e","n/e","13328","n/e"
"19.01.2018 01:30 - 19.01.2018 01:45","n/e","n/e","n/e","n/e","1258","n/e","n/e","12757","n/e"
"19.01.2018 01:45 - 19.01.2018 02:00","n/e","n/e","n/e","n/e","1193","n/e","n/e","11714","n/e"
"19.01.2018 02:00 - 19.01.2018 02:15","n/e","n/e","n/e","n/e","1007","n/e","n/e","11694","n/e"
"19.01.2018 02:15 - 19.01.2018 02:30","n/e","n/e","n/e","n/e","961","n/e","n/e","11680","n/e"
"19.01.2018 02:30 - 19.01.2018 02:45","n/e","n/e","n/e","n/e","930","n/e","n/e","11570","n/e"
"19.01.2018 02:45 - 19.01.2018 03:00","n/e","n/e","n/e","n/e","913","n/e","n/e","11258","n/e"
"19.01.2018 03:00 - 19.01.2018 03:15","n/e","n/e","n/e","n/e","885","n/e","n/e","11240","n/e"
"19.01.2018 03:15 - 19.01.2018 03:30","n/e","n/e","n/e","n/e","832","n/e","n/e","11235","n/e"
"19.01.2018 03:30 - 19.01.2018 03:45","n/e","n/e","n/e","n/e","849","n/e","n/e","11101","n/e"
"19.01.2018 03:45 - 19.01.2018 04:00","n/e","n/e","n/e","n/e","827","n/e","n/e","11024","n/e"
"19.01.2018 04:00 - 19.01.2018 04:15","n/e","n/e","n/e","n/e","776","n/e","n/e","10968","n/e"
"19.01.2018 04:15 - 19.01.2018 04:30","n/e","n/e","n/e","n/e","858","n/e","n/e","10933","n/e"
"19.01.2018 04:30 - 19.01.2018 04:45","n/e","n/e","n/e","n/e","907","n/e","n/e","10906","n/e"
"19.01.2018 04:45 - 19.01.2018 05:00","n/e","n/e","n/e","n/e","940","n/e","n/e","10883","n/e"
"19.01.2018 05:00 - 19.01.2018 05:15","n/e","n/e","n/e","n/e","924","n/e","n/e","10866","n/e"
"19.01.2018 05:15 - 19.01.2018 05:30","n/e","n/e","n/e","n/e","978","n/e","n/e","10908","n/e"
"19.01.2018 05:30 - 19.01.2018 05:45","n/e","n/e","n/e","n/e","949","n/e","n/e","10956","n/e"
"19.01.2018 05:45 - 19.01.2018 06:00","n/e","n/e","n/e","n/e","900","n/e","n/e","11017","n/e"
"19.01.2018 06:00 - 19.01.2018 06:15","n/e","n/e","n/e","n/e","877","n/e","n/e","11059","n/e"
"19.01.2018 06:15 - 19.01.2018 06:30","n/e","n/e","n/e","n/e","875","n/e","n/e","11078","n/e"
"19.01.2018 06:30 - 19.01.2018 06:45","n/e","n/e","n/e","n/e","853","n/e","n/e","10879","n/e"
"19.01.2018 06:45 - 19.01.2018 07:00","n/e","n/e","n/e","n/e","849","n/e","n/e","10866","n/e"
"19.01.2018 07:00 - 19.01.2018 07:15","n/e","n/e","n/e","n/e","849","n/e","n/e","10865","n/e"
"19.01.2018 07:15 - 19.01.2018 07:30","n/e","n/e","n/e","n/e","795","n/e","n/e","10845","n/e"
"19.01.2018 07:30 - 19.01.2018 07:45","n/e","n/e","n/e","n/e","810","n/e","n/e","10788","n/e"
"19.01.2018 07:45 - 19.01.2018 08:00","n/e","n/e","n/e","n/e","817","n/e","n/e","10770","n/e"
"19.01.2018 08:00 - 19.01.2018 08:15","n/e","n/e","n/e","n/e","851","n/e","n/e","10774","n/e"
"19.01.2018 08:15 - 19.01.2018 08:30","n/e","n/e","n/e","n/e","872","n/e","n/e","10741","n/e"
"19.01.2018 08:30 - 19.01.2018 08:45","n/e","n/e","n/e","n/e","846","n/e","n/e","10785","n/e"
"19.01.2018 08:45 - 19.01.2018 09:00","n/e","n/e","n/e","n/e","860","n/e","n/e","10759","n/e"
"19.01.2018 09:00 - 19.01.2018 09:15","n/e","n/e","n/e","n/e","1057","n/e","n/e","10761","n/e"
"19.01.2018 09:15 - 19.01.2018 09:30","n/e","n/e","n/e","n/e","1057","n/e","n/e","10787","n/e"
"19.01.2018 09:30 - 19.01.2018 09:45","n/e","n/e","n/e","n/e","968","n/e","n/e","10841","n/e"
"19.01.2018 09:45 - 19.01.2018 10:00","n/e","n/e","n/e","n/e","1059","n/e","n/e","10893","n/e"
"19.01.2018 10:00 - 19.01.2018 10:15","n/e","n/e","n/e","n/e","1090","n/e","n/e","10916","n/e"
"19.01.2018 10:15 - 19.01.2018 10:30","n/e","n/e","n/e","n/e","1109","n/e","n/e","11036","n/e"
"19.01.2018 10:30 - 19.01.2018 10:45","n/e","n/e","n/e","n/e","1185","n/e","n/e","11156","n/e"
"19.01.2018 10:45 - 19.01.2018 11:00","n/e","n/e","n/e","n/e","1219","n/e","n/e","11275","n/e"
"19.01.2018 11:00 - 19.01.2018 11:15","n/e","n/e","n/e","n/e","1279","n/e","n/e","11404","n/e"
"19.01.2018 11:15 - 19.01.2018 11:30","n/e","n/e","n/e","n/e","1350","n/e","n/e","11508","n/e"
"19.01.2018 11:30 - 19.01.2018 11:45","n/e","n/e","n/e","n/e","1423","n/e","n/e","11622","n/e"
"19.01.2018 11:45 - 19.01.2018 12:00","n/e","n/e","n/e","n/e","1355","n/e","n/e","11731","n/e"
"19.01.2018 12:00 - 19.01.2018 12:15","n/e","n/e","n/e","n/e","1385","n/e","n/e","11793","n/e"
"19.01.2018 12:15 - 19.01.2018 12:30","n/e","n/e","n/e","n/e","1390","n/e","n/e","11814","n/e"
"19.01.2018 12:30 - 19.01.2018 12:45","n/e","n/e","n/e","n/e","1452","n/e","n/e","11827","n/e"
"19.01.2018 12:45 - 19.01.2018 13:00","n/e","n/e","n/e","n/e","1527","n/e","n/e","11845","n/e"
"19.01.2018 13:00 - 19.01.2018 13:15","n/e","n/e","n/e","n/e","1505","n/e","n/e","11837","n/e"
"19.01.2018 13:15 - 19.01.2018 13:30","n/e","n/e","n/e","n/e","1768","n/e","n/e","11717","n/e"
"19.01.2018 13:30 - 19.01.2018 13:45","n/e","n/e","n/e","n/e","1619","n/e","n/e","11583","n/e"
"19.01.2018 13:45 - 19.01.2018 14:00","n/e","n/e","n/e","n/e","1551","n/e","n/e","11441","n/e"
"19.01.2018 14:00 - 19.01.2018 14:15","n/e","n/e","n/e","n/e","1651","n/e","n/e","11283","n/e"
"19.01.2018 14:15 - 19.01.2018 14:30","n/e","n/e","n/e","n/e","1633","n/e","n/e","11065","n/e"
"19.01.2018 14:30 - 19.01.2018 14:45","n/e","n/e","n/e","n/e","1674","n/e","n/e","10854","n/e"
"19.01.2018 14:45 - 19.01.2018 15:00","n/e","n/e","n/e","n/e","1636","n/e","n/e","10646","n/e"
"19.01.2018 15:00 - 19.01.2018 15:15","n/e","n/e","n/e","n/e","1814","n/e","n/e","10467","n/e"
"19.01.2018 15:15 - 19.01.2018 15:30","n/e","n/e","n/e","n/e","1709","n/e","n/e","10349","n/e"
"19.01.2018 15:30 - 19.01.2018 15:45","n/e","n/e","n/e","n/e","1692","n/e","n/e","10215","n/e"
"19.01.2018 15:45 - 19.01.2018 16:00","n/e","n/e","n/e","n/e","1707","n/e","n/e","10086","n/e"
"19.01.2018 16:00 - 19.01.2018 16:15","n/e","n/e","n/e","n/e","1799","n/e","n/e","9977","n/e"
"19.01.2018 16:15 - 19.01.2018 16:30","n/e","n/e","n/e","n/e","1764","n/e","n/e","9982","n/e"
"19.01.2018 16:30 - 19.01.2018 16:45","n/e","n/e","n/e","n/e","1764","n/e","n/e","9993","n/e"
"19.01.2018 16:45 - 19.01.2018 17:00","n/e","n/e","n/e","n/e","1919","n/e","n/e","10000","n/e"
"19.01.2018 17:00 - 19.01.2018 17:15","n/e","n/e","n/e","n/e","1981","n/e","n/e","10061","n/e"
"19.01.2018 17:15 - 19.01.2018 17:30","n/e","n/e","n/e","n/e","2120","n/e","n/e","10199","n/e"
"19.01.2018 17:30 - 19.01.2018 17:45","n/e","n/e","n/e","n/e","2091","n/e","n/e","10343","n/e"
"19.01.2018 17:45 - 19.01.2018 18:00","n/e","n/e","n/e","n/e","2029","n/e","n/e","10493","n/e"
"19.01.2018 18:00 - 19.01.2018 18:15","n/e","n/e","n/e","n/e","2042","n/e","n/e","10634","n/e"
"19.01.2018 18:15 - 19.01.2018 18:30","n/e","n/e","n/e","n/e","2280","n/e","n/e","10748","n/e"
"19.01.2018 18:30 - 19.01.2018 18:45","n/e","n/e","n/e","n/e","2365","n/e","n/e","10871","n/e"
"19.01.2018 18:45 - 19.01.2018 19:00","n/e","n/e","n/e","n/e","2374","n/e","n/e","10997","n/e"
"19.01.2018 19:00 - 19.01.2018 19:15","n/e","n/e","n/e","n/e","2279","n/e","n/e","11206","n/e"
"19.01.2018 19:15 - 19.01.2018 19:30","n/e","n/e","n/e","n/e","2205","n/e","n/e","11426","n/e"
"19.01.2018 19:30 - 19.01.2018 19:45","n/e","n/e","n/e","n/e","2130","n/e","n/e","11658","n/e"
"19.01.2018 19:45 - 19.01.2018 20:00","n/e","n/e","n/e","n/e","2131","n/e","n/e","11890","n/e"
"19.01.2018 20:00 - 19.01.2018 20:15","n/e","n/e","n/e","n/e","2014","n/e","n/e","12044","n/e"
"19.01.2018 20:15 - 19.01.2018 20:30","n/e","n/e","n/e","n/e","2087","n/e","n/e","12135","n/e"
"19.01.2018 20:30 - 19.01.2018 20:45","n/e","n/e","n/e","n/e","2138","n/e","n/e","12236","n/e"
"19.01.2018 20:45 - 19.01.2018 21:00","n/e","n/e","n/e","n/e","2095","n/e","n/e","12332","n/e"
"19.01.2018 21:00 - 19.01.2018 21:15","n/e","n/e","n/e","n/e","1978","n/e","n/e","12431","n/e"
"19.01.2018 21:15 - 19.01.2018 21:30","n/e","n/e","n/e","n/e","2011","n/e","n/e","12541","n/e"
"19.01.2018 21:30 - 19.01.2018 21:45","n/e","n/e","n/e","n/e","2071","n/e","n/e","12649","n/e"
"19.01.2018 21:45 - 19.01.2018 22:00","n/e","n/e","n/e","n/e","1948","n/e","n/e","12757","n/e"
"19.01.2018 22:00 - 19.01.2018 22:15","n/e","n/e","n/e","n/e","1903","n/e","n/e","12858","n/e"
"19.01.2018 22:15 - 19.01.2018 22:30","n/e","n/e","n/e","n/e","1859","n/e","n/e","12926","n/e"
"19.01.2018 22:30 - 19.01.2018 22:45","n/e","n/e","n/e","n/e","1812","n/e","n/e","12990","n/e"
"19.01.2018 22:45 - 19.01.2018 23:00","n/e","n/e","n/e","n/e","1765","n/e","n/e","13054","n/e"
"19.01.2018 23:00 - 19.01.2018 23:15","n/e","n/e","n/e","n/e","1739","n/e","n/e","13118","n/e"
"19.01.2018 23:15 - 19.01.2018 23:30","n/e","n/e","n/e","n/e","1763","n/e","n/e","13216","n/e"
"19.01.2018 23:30 - 19.01.2018 23:45","n/e","n/e","n/e","n/e","1794","n/e","n/e","13327","n/e"
"19.01.2018 23:45 - 20.01.2018 00:00","n/e","n/e","n/e","n/e","1823","n/e","n/e","13443","n/e"
"20.01.2018 00:00 - 20.01.2018 00:15","n/e","n/e","n/e","n/e","2034","n/e","n/e","13066","n/e"
"20.01.2018 00:15 - 20.01.2018 00:30","n/e","n/e","n/e","n/e","1980","n/e","n/e","13210","n/e"
"20.01.2018 00:30 - 20.01.2018 00:45","n/e","n/e","n/e","n/e","2025","n/e","n/e","13217","n/e"
"20.01.2018 00:45 - 20.01.2018 01:00","n/e","n/e","n/e","n/e","1892","n/e","n/e","13304","n/e"
"20.01.2018 01:00 - 20.01.2018 01:15","n/e","n/e","n/e","n/e","1947","n/e","n/e","12576","n/e"
"20.01.2018 01:15 - 20.01.2018 01:30","n/e","n/e","n/e","n/e","1976","n/e","n/e","12511","n/e"
"20.01.2018 01:30 - 20.01.2018 01:45","n/e","n/e","n/e","n/e","1883","n/e","n/e","12516","n/e"
"20.01.2018 01:45 - 20.01.2018 02:00","n/e","n/e","n/e","n/e","1872","n/e","n/e","12383","n/e"
"20.01.2018 02:00 - 20.01.2018 02:15","n/e","n/e","n/e","n/e","1791","n/e","n/e","12576","n/e"
"20.01.2018 02:15 - 20.01.2018 02:30","n/e","n/e","n/e","n/e","1689","n/e","n/e","12862","n/e"
"20.01.2018 02:30 - 20.01.2018 02:45","n/e","n/e","n/e","n/e","1693","n/e","n/e","12861","n/e"
"20.01.2018 02:45 - 20.01.2018 03:00","n/e","n/e","n/e","n/e","1746","n/e","n/e","12718","n/e"
"20.01.2018 03:00 - 20.01.2018 03:15","n/e","n/e","n/e","n/e","1712","n/e","n/e","12827","n/e"
"20.01.2018 03:15 - 20.01.2018 03:30","n/e","n/e","n/e","n/e","1937","n/e","n/e","12540","n/e"
"20.01.2018 03:30 - 20.01.2018 03:45","n/e","n/e","n/e","n/e","1879","n/e","n/e","12418","n/e"
"20.01.2018 03:45 - 20.01.2018 04:00","n/e","n/e","n/e","n/e","1739","n/e","n/e","12443","n/e"
"20.01.2018 04:00 - 20.01.2018 04:15","n/e","n/e","n/e","n/e","1776","n/e","n/e","12452","n/e"
"20.01.2018 04:15 - 20.01.2018 04:30","n/e","n/e","n/e","n/e","1692","n/e","n/e","12377","n/e"
"20.01.2018 04:30 - 20.01.2018 04:45","n/e","n/e","n/e","n/e","1827","n/e","n/e","12317","n/e"
"20.01.2018 04:45 - 20.01.2018 05:00","n/e","n/e","n/e","n/e","1653","n/e","n/e","12252","n/e"
"20.01.2018 05:00 - 20.01.2018 05:15","n/e","n/e","n/e","n/e","1765","n/e","n/e","12186","n/e"
"20.01.2018 05:15 - 20.01.2018 05:30","n/e","n/e","n/e","n/e","1977","n/e","n/e","12132","n/e"
"20.01.2018 05:30 - 20.01.2018 05:45","n/e","n/e","n/e","n/e","2065","n/e","n/e","12056","n/e"
"20.01.2018 05:45 - 20.01.2018 06:00","n/e","n/e","n/e","n/e","2204","n/e","n/e","11976","n/e"
"20.01.2018 06:00 - 20.01.2018 06:15","n/e","n/e","n/e","n/e","2250","n/e","n/e","11914","n/e"
"20.01.2018 06:15 - 20.01.2018 06:30","n/e","n/e","n/e","n/e","2323","n/e","n/e","11847","n/e"
"20.01.2018 06:30 - 20.01.2018 06:45","n/e","n/e","n/e","n/e","2368","n/e","n/e","11673","n/e"
"20.01.2018 06:45 - 20.01.2018 07:00","n/e","n/e","n/e","n/e","2301","n/e","n/e","11601","n/e"
"20.01.2018 07:00 - 20.01.2018 07:15","n/e","n/e","n/e","n/e","2245","n/e","n/e","11516","n/e"
"20.01.2018 07:15 - 20.01.2018 07:30","n/e","n/e","n/e","n/e","2420","n/e","n/e","11365","n/e"
"20.01.2018 07:30 - 20.01.2018 07:45","n/e","n/e","n/e","n/e","2364","n/e","n/e","11170","n/e"
"20.01.2018 07:45 - 20.01.2018 08:00","n/e","n/e","n/e","n/e","2351","n/e","n/e","10991","n/e"
"20.01.2018 08:00 - 20.01.2018 08:15","n/e","n/e","n/e","n/e","2340","n/e","n/e","10843","n/e"
"20.01.2018 08:15 - 20.01.2018 08:30","n/e","n/e","n/e","n/e","2405","n/e","n/e","10713","n/e"
"20.01.2018 08:30 - 20.01.2018 08:45","n/e","n/e","n/e","n/e","2343","n/e","n/e","10561","n/e"
"20.01.2018 08:45 - 20.01.2018 09:00","n/e","n/e","n/e","n/e","2289","n/e","n/e","10394","n/e"
"20.01.2018 09:00 - 20.01.2018 09:15","n/e","n/e","n/e","n/e","2264","n/e","n/e","10234","n/e"
"20.01.2018 09:15 - 20.01.2018 09:30","n/e","n/e","n/e","n/e","2236","n/e","n/e","10112","n/e"
"20.01.2018 09:30 - 20.01.2018 09:45","n/e","n/e","n/e","n/e","2242","n/e","n/e","9955","n/e"
"20.01.2018 09:45 - 20.01.2018 10:00","n/e","n/e","n/e","n/e","2219","n/e","n/e","9795","n/e"
"20.01.2018 10:00 - 20.01.2018 10:15","n/e","n/e","n/e","n/e","2245","n/e","n/e","9896","n/e"
"20.01.2018 10:15 - 20.01.2018 10:30","n/e","n/e","n/e","n/e","2095","n/e","n/e","9737","n/e"
"20.01.2018 10:30 - 20.01.2018 10:45","n/e","n/e","n/e","n/e","1978","n/e","n/e","9589","n/e"
"20.01.2018 10:45 - 20.01.2018 11:00","n/e","n/e","n/e","n/e","1916","n/e","n/e","9443","n/e"
"20.01.2018 11:00 - 20.01.2018 11:15","n/e","n/e","n/e","n/e","1861","n/e","n/e","9274","n/e"
"20.01.2018 11:15 - 20.01.2018 11:30","n/e","n/e","n/e","n/e","1851","n/e","n/e","9068","n/e"
"20.01.2018 11:30 - 20.01.2018 11:45","n/e","n/e","n/e","n/e","1725","n/e","n/e","8851","n/e"
