"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar [MW] Intraday / BZN|DE-AT-LU","Generation - Solar [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Current / BZN|DE-AT-LU"
"28.06.2018 19:15 - 28.06.2018 19:30","2797","2784","1906","1065","897","696","11601","10785","7132"
"28.06.2018 19:30 - 28.06.2018 19:45","2205","2188","1523","1094","948","728","11550","10713","6971"
"28.06.2018 19:45 - 28.06.2018 20:00","1677","1672","1204","1127","997","758","11470","10615","6943"
"28.06.2018 20:00 - 28.06.2018 20:15","1259","1240","929","1153","1044","752","11388","10518","6908"
"28.06.2018 20:15 - 28.06.2018 20:30","910","890","688","1162","1051","728","11343","10544","6891"
"28.06.2018 20:30 - 28.06.2018 20:45","627","598","474","1175","1060","796","11299","10572","6852"
"28.06.2018 20:45 - 28.06.2018 21:00","357","348","285","1184","1071","794","11351","10666","6750"
"28.06.2018 21:00 - 28.06.2018 21:15","187","178","152","1195","1071","828","11408","10646","6658"
"28.06.2018 21:15 - 28.06.2018 21:30","86","79","66","1203","1070","758","11527","10789","6693"
"28.06.2018 21:30 - 28.06.2018 21:45","27","26","20","1215","1070","723","11634","10933","6749"
"28.06.2018 21:45 - 28.06.2018 22:00","5","4","1","1223","1068","700","11712","11033","6855"
"28.06.2018 22:00 - 28.06.2018 22:15","0","0","0","1230","1063","693","11763","11098","6935"
"28.06.2018 22:15 - 28.06.2018 22:30","0","0","0","1227","1071","661","11850","11211","7145"
"28.06.2018 22:30 - 28.06.2018 22:45","0","0","0","1220","1071","661","11941","11331","7257"
"28.06.2018 22:45 - 28.06.2018 23:00","0","0","0","1216","1071","642","11968","11402","7279"
"28.06.2018 23:00 - 28.06.2018 23:15","0","0","0","1212","1075","627","11961","11446","7282"
"28.06.2018 23:15 - 28.06.2018 23:30","0","0","0","1228","1066","646","11851","11330","7172"
"28.06.2018 23:30 - 28.06.2018 23:45","0","0","0","1247","1058","627","11736","11210","7055"
"28.06.2018 23:45 - 29.06.2018 00:00","0","0","0","1259","1052","607","11603","11080","6969"
"29.06.2018 00:00 - 29.06.2018 00:15","0","0","0","896","745","587","11302","10977","7081"
"29.06.2018 00:15 - 29.06.2018 00:30","0","0","0","908","722","553","11179","10971","7124"
"29.06.2018 00:30 - 29.06.2018 00:45","0","0","0","923","735","557","11053","10933","7086"
"29.06.2018 00:45 - 29.06.2018 01:00","0","0","0","935","730","556","10945","10923","7049"
"29.06.2018 01:00 - 29.06.2018 01:15","0","0","0","953","789","607","10831","10635","6921"
"29.06.2018 01:15 - 29.06.2018 01:30","0","0","0","991","796","603","10692","10344","6778"
"29.06.2018 01:30 - 29.06.2018 01:45","0","0","0","1024","810","620","10552","10120","6670"
"29.06.2018 01:45 - 29.06.2018 02:00","0","0","0","1054","840","648","10358","9791","6496"
"29.06.2018 02:00 - 29.06.2018 02:15","0","0","0","1096","862","665","10178","9584","6357"
"29.06.2018 02:15 - 29.06.2018 02:30","0","0","0","1154","870","668","10041","9622","6358"
"29.06.2018 02:30 - 29.06.2018 02:45","0","0","0","1212","928","720","9898","9565","6393"
"29.06.2018 02:45 - 29.06.2018 03:00","0","0","0","1271","984","771","9767","9428","6313"
"29.06.2018 03:00 - 29.06.2018 03:15","0","0","0","1338","1041","823","9567","9317","6219"
"29.06.2018 03:15 - 29.06.2018 03:30","0","0","0","1406","1096","876","9466","9223","6159"
"29.06.2018 03:30 - 29.06.2018 03:45","0","0","0","1473","1164","941","9364","9241","6212"
"29.06.2018 03:45 - 29.06.2018 04:00","0","0","0","1543","1226","1001","9274","9200","6187"
"29.06.2018 04:00 - 29.06.2018 04:15","0","0","0","1603","1296","1069","9185","9161","6163"
"29.06.2018 04:15 - 29.06.2018 04:30","0","0","0","1653","1230","1002","9084","9095","6131"
"29.06.2018 04:30 - 29.06.2018 04:45","0","0","0","1699","1272","1044","8987","8981","6049"
"29.06.2018 04:45 - 29.06.2018 05:00","8","1","1","1744","1312","1083","8889","8757","5845"
"29.06.2018 05:00 - 29.06.2018 05:15","59","38","7","1776","1318","1089","8762","8533","5641"
"29.06.2018 05:15 - 29.06.2018 05:30","150","123","38","1755","1208","989","8462","8336","5548"
"29.06.2018 05:30 - 29.06.2018 05:45","280","252","107","1737","1212","1003","8169","8019","5336"
"29.06.2018 05:45 - 29.06.2018 06:00","465","446","226","1719","1211","1012","7894","7799","5193"
"29.06.2018 06:00 - 29.06.2018 06:15","743","748","397","1693","1213","1024","7645","7540","5022"
"29.06.2018 06:15 - 29.06.2018 06:30","1161","1159","578","1663","1140","957","7290","7228","4856"
"29.06.2018 06:30 - 29.06.2018 06:45","1748","1708","877","1630","1158","980","6945","6964","4732"
"29.06.2018 06:45 - 29.06.2018 07:00","2438","2390","1279","1598","1139","967","6598","6754","4659"
"29.06.2018 07:00 - 29.06.2018 07:15","3277","3227","1735","1562","1106","940","6289","6445","4485"
"29.06.2018 07:15 - 29.06.2018 07:30","4212","4162","2229","1516","1086","932","5849","5973","4238"
"29.06.2018 07:30 - 29.06.2018 07:45","5246","5249","2797","1471","1078","936","5446","5467","3940"
"29.06.2018 07:45 - 29.06.2018 08:00","6362","6382","3434","1422","1068","957","5171","5115","3718"
"29.06.2018 08:00 - 29.06.2018 08:15","7540","7656","4094","1375","1054","967","4894","4753","3549"
"29.06.2018 08:15 - 29.06.2018 08:30","8760","8830","4704","1342","1043","947","4773","4545","3397"
"29.06.2018 08:30 - 29.06.2018 08:45","10015","10102","5415","1311","1035","949","4655","4339","3349"
"29.06.2018 08:45 - 29.06.2018 09:00","11289","11385","6043","1280","1026","959","4596","4249","3289"
"29.06.2018 09:00 - 29.06.2018 09:15","12541","12639","6744","1252","1010","923","4514","4192","3171"
"29.06.2018 09:15 - 29.06.2018 09:30","13750","13869","7473","1216","1018","907","4529","4208","3082"
"29.06.2018 09:30 - 29.06.2018 09:45","14919","15069","8189","1180","1023","846","4549","4241","3073"
"29.06.2018 09:45 - 29.06.2018 10:00","16052","16228","9000","1143","1029","846","4589","4291","3061"
"29.06.2018 10:00 - 29.06.2018 10:15","17214","17328","9798","1110","1037","836","4628","4330","3142"
"29.06.2018 10:15 - 29.06.2018 10:30","18223","18328","10609","1099","1046","831","4710","4412","3215"
"29.06.2018 10:30 - 29.06.2018 10:45","19172","19263","11338","1093","1057","796","4784","4483","3328"
"29.06.2018 10:45 - 29.06.2018 11:00","20059","20165","11952","1081","1061","811","4857","4542","3421"
"29.06.2018 11:00 - 29.06.2018 11:15","20868","20994","12368","1077","1076","805","4934","4593","3528"
"29.06.2018 11:15 - 29.06.2018 11:30","21595","21740","12993","1053","1049","795","5096","4743","3560"
"29.06.2018 11:30 - 29.06.2018 11:45","22250","22416","13387","1033","1023","749","5260","4901","3614"
"29.06.2018 11:45 - 29.06.2018 12:00","22826","23025","13796","1011","996","726","5425","5057","3662"
"29.06.2018 12:00 - 29.06.2018 12:15","23295","23544","14037","998","966","698","5612","5221","3726"
"29.06.2018 12:15 - 29.06.2018 12:30","23692","23928","14544","991","926","626","5818","5376","3908"
"29.06.2018 12:30 - 29.06.2018 12:45","23998","24210","14702","985","891","627","6017","5528","4083"
"29.06.2018 12:45 - 29.06.2018 13:00","24220","24420","14929","983","853","596","6192","5669","4249"
"29.06.2018 13:00 - 29.06.2018 13:15","24364","24541","15097","984","822","598","6383","5805","4312"
"29.06.2018 13:15 - 29.06.2018 13:30","24421","24576","15177","992","797","653","6605","5977","4293"
"29.06.2018 13:30 - 29.06.2018 13:45","24402","24521","15042","1002","772","634","6868","6153","4306"
"29.06.2018 13:45 - 29.06.2018 14:00","24330","24420","15180","1009","747","627","7138","6329","4472"
"29.06.2018 14:00 - 29.06.2018 14:15","24149","24223","15175","1032","712","623","7405","6619","4633"
"29.06.2018 14:15 - 29.06.2018 14:30","23884","23943","14982","1095","741","669","7578","6720","4772"
"29.06.2018 14:30 - 29.06.2018 14:45","23569","23569","14809","1145","769","708","7757","6832","4910"
"29.06.2018 14:45 - 29.06.2018 15:00","23192","23126","14644","1201","803","742","7941","6956","4943"
"29.06.2018 15:00 - 29.06.2018 15:15","22720","22598","14353","1267","839","780","8123","7171","5033"
"29.06.2018 15:15 - 29.06.2018 15:30","22145","22020","13964","1358","899","776","8306","7351","5098"
"29.06.2018 15:30 - 29.06.2018 15:45","21484","21368","13471","1443","946","817","8482","7527","5133"
"29.06.2018 15:45 - 29.06.2018 16:00","20746","20619","12839","1523","994","837","8598","7646","5196"
"29.06.2018 16:00 - 29.06.2018 16:15","19936","19784","12644","1607","1055","889","8722","7760","5247"
"29.06.2018 16:15 - 29.06.2018 16:30","19054","18888","12009","1680","1133","913","8928","7916","5285"
"29.06.2018 16:30 - 29.06.2018 16:45","18102","17944","11376","1757","1209","978","9115","8074","5193"
"29.06.2018 16:45 - 29.06.2018 17:00","17076","16919","10650","1834","1281","1062","9272","8216","5158"
"29.06.2018 17:00 - 29.06.2018 17:15","15937","15778","9943","1910","1358","1176","9400","8360","5123"
"29.06.2018 17:15 - 29.06.2018 17:30","14690","14549","9195","1985","1453","1237","9504","8517","5002"
"29.06.2018 17:30 - 29.06.2018 17:45","13384","13261","8496","2056","1550","1369","9609","8675","4912"
"29.06.2018 17:45 - 29.06.2018 18:00","12147","12036","7773","2125","1653","1468","9653","8759","4806"
"29.06.2018 18:00 - 29.06.2018 18:15","10785","10684","6917","2188","1751","1568","9702","8826","4790"
"29.06.2018 18:15 - 29.06.2018 18:30","9464","9377","6147","2249","1861","1536","9840","8946","4861"
"29.06.2018 18:30 - 29.06.2018 18:45","8106","8041","5350","2309","1966","1625","9970","9059","4873"
"29.06.2018 18:45 - 29.06.2018 19:00","6766","6717","4584","2369","2070","1741","10095","9164","4830"
"29.06.2018 19:00 - 29.06.2018 19:15","5484","5442","3797","2428","2169","1862","10214","9284","4708"
"29.06.2018 19:15 - 29.06.2018 19:30","4362","4318","3031","2460","2245","1907","10300","9410","4720"
"29.06.2018 19:30 - 29.06.2018 19:45","3395","3359","2394","2496","2319","2040","10378","9537","4656"
"29.06.2018 19:45 - 29.06.2018 20:00","2551","2528","1867","2526","2392","2112","10459","9675","4728"
"29.06.2018 20:00 - 29.06.2018 20:15","1892","1866","1464","2554","2453","2211","10529","9790","4801"
"29.06.2018 20:15 - 29.06.2018 20:30","1346","1318","1041","2556","2449","2236","10556","9928","4897"
"29.06.2018 20:30 - 29.06.2018 20:45","901","874","673","2566","2448","2283","10572","10063","4903"
"29.06.2018 20:45 - 29.06.2018 21:00","523","510","389","2567","2445","2371","10610","10217","4992"
"29.06.2018 21:00 - 29.06.2018 21:15","258","253","196","2560","2428","2400","10672","10334","5106"
"29.06.2018 21:15 - 29.06.2018 21:30","104","101","75","2522","2394","2411","10839","10564","5185"
"29.06.2018 21:30 - 29.06.2018 21:45","30","31","20","2480","2357","2440","11005","10796","5342"
"29.06.2018 21:45 - 29.06.2018 22:00","5","6","1","2441","2319","2468","11188","11072","5688"
"29.06.2018 22:00 - 29.06.2018 22:15","0","0","0","2396","2275","2527","11262","11325","6092"
"29.06.2018 22:15 - 29.06.2018 22:30","0","0","0","2335","2239","2603","11431","11578","6298"
"29.06.2018 22:30 - 29.06.2018 22:45","0","0","0","2275","2199","2554","11596","11839","6569"
"29.06.2018 22:45 - 29.06.2018 23:00","0","0","0","2209","2163","2480","11719","12041","6719"
"29.06.2018 23:00 - 29.06.2018 23:15","0","0","0","2147","2123","2382","11775","12182","6889"
"29.06.2018 23:15 - 29.06.2018 23:30","0","0","0","2070","2070","2403","11621","12037","6980"
"29.06.2018 23:30 - 29.06.2018 23:45","0","0","0","1991","2017","2358","11471","11886","7141"
"29.06.2018 23:45 - 30.06.2018 00:00","0","0","0","1921","1964","2315","11293","11703","7239"
"30.06.2018 00:00 - 30.06.2018 00:15","0","0","0","1710","2200","2175","11574","11916","7416"
"30.06.2018 00:15 - 30.06.2018 00:30","0","0","0","1653","2129","2106","11383","11852","7257"
"30.06.2018 00:30 - 30.06.2018 00:45","0","0","0","1593","1988","1966","11191","11715","7201"
"30.06.2018 00:45 - 30.06.2018 01:00","0","0","0","1535","1888","1866","10993","11552","7192"
"30.06.2018 01:00 - 30.06.2018 01:15","0","0","0","1472","1780","1759","10821","11390","7140"
"30.06.2018 01:15 - 30.06.2018 01:30","0","0","0","1423","1628","1609","10646","11085","7014"
"30.06.2018 01:30 - 30.06.2018 01:45","0","0","0","1362","1503","1486","10480","10962","6976"
"30.06.2018 01:45 - 30.06.2018 02:00","0","0","0","1302","1433","1414","10315","10854","6934"
"30.06.2018 02:00 - 30.06.2018 02:15","0","0","0","1241","1342","1326","10130","10723","6895"
"30.06.2018 02:15 - 30.06.2018 02:30","0","0","0","1174","1221","1206","9935","10755","6918"
"30.06.2018 02:30 - 30.06.2018 02:45","0","0","0","1104","1184","1171","9740","10694","6908"
"30.06.2018 02:45 - 30.06.2018 03:00","0","0","0","1035","1120","1109","9573","10725","6933"
"30.06.2018 03:00 - 30.06.2018 03:15","0","0","0","973","1048","1039","9370","10633","6928"
"30.06.2018 03:15 - 30.06.2018 03:30","0","0","0","926","921","913","9209","10574","6954"
"30.06.2018 03:30 - 30.06.2018 03:45","0","0","0","877","892","885","9045","10481","6943"
"30.06.2018 03:45 - 30.06.2018 04:00","0","0","0","831","875","869","8905","10440","6971"
"30.06.2018 04:00 - 30.06.2018 04:15","0","0","0","790","878","873","8761","10366","6965"
"30.06.2018 04:15 - 30.06.2018 04:30","0","0","0","775","830","826","8618","10273","6936"
"30.06.2018 04:30 - 30.06.2018 04:45","0","0","0","760","813","810","8477","10153","6876"
"30.06.2018 04:45 - 30.06.2018 05:00","7","1","1","745","775","772","8335","9979","6761"
"30.06.2018 05:00 - 30.06.2018 05:15","66","42","6","737","760","758","8176","9773","6612"
"30.06.2018 05:15 - 30.06.2018 05:30","170","145","47","747","797","795","7971","9543","6458"
"30.06.2018 05:30 - 30.06.2018 05:45","331","309","146","755","805","803","7770","9275","6266"
"30.06.2018 05:45 - 30.06.2018 06:00","547","562","312","764","837","834","7479","8972","6085"
"30.06.2018 06:00 - 30.06.2018 06:15","890","949","538","775","870","867","7195","8711","5949"
"30.06.2018 06:15 - 30.06.2018 06:30","1382","1486","807","783","880","876","6837","8264","5670"
"30.06.2018 06:30 - 30.06.2018 06:45","2063","2172","1199","791","904","899","6479","7864","5435"
"30.06.2018 06:45 - 30.06.2018 07:00","2950","3073","1773","795","949","943","6120","7585","5326"
"30.06.2018 07:00 - 30.06.2018 07:15","4086","4224","2531","801","959","952","5808","7232","5134"
"30.06.2018 07:15 - 30.06.2018 07:30","5391","5540","3279","807","940","932","5510","6816","4876"
"30.06.2018 07:30 - 30.06.2018 07:45","6828","6987","4130","810","937","928","5233","6396","4682"
"30.06.2018 07:45 - 30.06.2018 08:00","8356","8536","5084","814","946","922","5045","6111","4490"
"30.06.2018 08:00 - 30.06.2018 08:15","9960","10166","6038","809","942","912","4902","5853","4204"
"30.06.2018 08:15 - 30.06.2018 08:30","11614","11807","7106","795","924","860","4867","5792","4080"
"30.06.2018 08:30 - 30.06.2018 08:45","13274","13419","7985","777","906","821","4839","5741","3996"
"30.06.2018 08:45 - 30.06.2018 09:00","14888","15042","8892","760","886","818","4988","5918","3986"
"30.06.2018 09:00 - 30.06.2018 09:15","16425","16589","9820","738","858","790","5127","6101","4032"
"30.06.2018 09:15 - 30.06.2018 09:30","17870","18048","10784","707","827","721","5355","6371","4193"
"30.06.2018 09:30 - 30.06.2018 09:45","19231","19423","11625","675","790","674","5597","6661","4368"
"30.06.2018 09:45 - 30.06.2018 10:00","20513","20718","12384","645","755","639","5839","6937","4517"
"30.06.2018 10:00 - 30.06.2018 10:15","21672","21906","13222","614","721","600","6098","7214","4690"
"30.06.2018 10:15 - 30.06.2018 10:30","22723","22955","14032","584","685","580","6308","7457","4804"
"30.06.2018 10:30 - 30.06.2018 10:45","23685","23906","14668","557","651","545","6516","7693","4917"
"30.06.2018 10:45 - 30.06.2018 11:00","24594","24787","15289","527","613","519","6678","7868","5037"
"30.06.2018 11:00 - 30.06.2018 11:15","25351","25512","15825","501","582","500","6830","8046","5178"
"30.06.2018 11:15 - 30.06.2018 11:30","25979","26111","16275","481","562","477","6968","8181","5254"
"30.06.2018 11:30 - 30.06.2018 11:45","26527","26627","16681","467","545","475","7103","8301","5379"
"30.06.2018 11:45 - 30.06.2018 12:00","26994","27034","16966","446","528","466","7223","8385","5490"
"30.06.2018 12:00 - 30.06.2018 12:15","27359","27355","17045","433","512","456","7334","8468","5604"
"30.06.2018 12:15 - 30.06.2018 12:30","27638","27598","17454","423","514","404","7384","8481","5622"
"30.06.2018 12:30 - 30.06.2018 12:45","27854","27773","17561","418","509","393","7427","8512","5633"
"30.06.2018 12:45 - 30.06.2018 13:00","27988","27899","17715","409","509","395","7437","8519","5619"
"30.06.2018 13:00 - 30.06.2018 13:15","28005","27901","17817","409","511","402","7432","8525","5572"
"30.06.2018 13:15 - 30.06.2018 13:30","27931","27814","17771","410","518","402","7406","8511","5648"
"30.06.2018 13:30 - 30.06.2018 13:45","27787","27657","17690","413","527","414","7381","8477","5723"
"30.06.2018 13:45 - 30.06.2018 14:00","27580","27474","17436","418","532","432","7339","8443","5813"
"30.06.2018 14:00 - 30.06.2018 14:15","27278","27211","17389","423","493","463","7341","8294","5867"
"30.06.2018 14:15 - 30.06.2018 14:30","26902","26850","17150","431","513","472","7375","8305","5867"
"30.06.2018 14:30 - 30.06.2018 14:45","26454","26423","16919","440","527","490","7411","8323","5939"
"30.06.2018 14:45 - 30.06.2018 15:00","25972","25950","16625","452","541","522","7440","8339","5942"
"30.06.2018 15:00 - 30.06.2018 15:15","25377","25360","16408","463","563","547","7486","8410","5989"
"30.06.2018 15:15 - 30.06.2018 15:30","24669","24639","15952","487","582","559","7543","8466","6138"
"30.06.2018 15:30 - 30.06.2018 15:45","23897","23853","15636","512","606","587","7593","8515","6145"
"30.06.2018 15:45 - 30.06.2018 16:00","23082","23082","15090","537","630","610","7634","8554","6211"
"30.06.2018 16:00 - 30.06.2018 16:15","22192","22203","14645","567","651","636","7696","8605","6265"
"30.06.2018 16:15 - 30.06.2018 16:30","21202","21233","13971","612","674","675","7790","8657","6261"
"30.06.2018 16:30 - 30.06.2018 16:45","20143","20197","13303","658","700","714","7876","8701","6378"
"30.06.2018 16:45 - 30.06.2018 17:00","19026","19065","12518","706","725","738","7935","8721","6420"
"30.06.2018 17:00 - 30.06.2018 17:15","17766","17786","11682","763","762","777","7992","8734","6636"
"30.06.2018 17:15 - 30.06.2018 17:30","16365","16405","10832","839","806","885","8082","8756","6760"
"30.06.2018 17:30 - 30.06.2018 17:45","14912","14970","9912","919","853","955","8164","8773","6919"
"30.06.2018 17:45 - 30.06.2018 18:00","13460","13480","8992","1000","903","1036","8257","8801","7060"
"30.06.2018 18:00 - 30.06.2018 18:15","11944","11930","8039","1080","956","1108","8371","8852","7055"
"30.06.2018 18:15 - 30.06.2018 18:30","10394","10359","7074","1182","1026","1243","8526","8979","7112"
"30.06.2018 18:30 - 30.06.2018 18:45","8815","8771","6053","1280","1090","1288","8681","9106","7238"
"30.06.2018 18:45 - 30.06.2018 19:00","7250","7228","5080","1382","1155","1359","8793","9196","7262"
"30.06.2018 19:00 - 30.06.2018 19:15","5800","5796","4133","1482","1226","1415","8921","9289","7327"
"30.06.2018 19:15 - 30.06.2018 19:30","4531","4540","3267","1580","1307","1449","9038","9372","7457"
"30.06.2018 19:30 - 30.06.2018 19:45","3455","3472","2561","1680","1392","1567","9155","9453","7659"
"30.06.2018 19:45 - 30.06.2018 20:00","2585","2601","1996","1779","1476","1665","9254","9516","7684"
"30.06.2018 20:00 - 30.06.2018 20:15","1924","1933","1554","1870","1554","1723","9361","9601","7801"
"30.06.2018 20:15 - 30.06.2018 20:30","1376","1378","1130","1917","1598","1793","9513","9736","7960"
"30.06.2018 20:30 - 30.06.2018 20:45","928","929","733","1963","1644","1805","9661","9880","8114"
"30.06.2018 20:45 - 30.06.2018 21:00","539","541","424","2010","1694","1829","9882","10109","8204"
"30.06.2018 21:00 - 30.06.2018 21:15","269","273","212","2045","1733","1870","10110","10256","8211"
"30.06.2018 21:15 - 30.06.2018 21:30","109","113","82","2048","1757","1925","10490","10551","8192"
"30.06.2018 21:30 - 30.06.2018 21:45","34","37","22","2047","1780","2001","10874","10860","8221"
"30.06.2018 21:45 - 30.06.2018 22:00","6","6","1","2053","1803","2050","11240","11150","8436"
"30.06.2018 22:00 - 30.06.2018 22:15","0","0","0","2047","1818","2073","11536","11406","8823"
"30.06.2018 22:15 - 30.06.2018 22:30","0","0","0","2047","1811","2079","11753","11624","9198"
"30.06.2018 22:30 - 30.06.2018 22:45","0","0","0","2045","1812","2065","11975","11834","9419"
"30.06.2018 22:45 - 30.06.2018 23:00","0","0","0","2046","1810","2072","12184","12043","9465"
"30.06.2018 23:00 - 30.06.2018 23:15","0","0","0","2034","1798","2099","12343","12184","9650"
"30.06.2018 23:15 - 30.06.2018 23:30","0","0","0","2011","1778","2102","12235","12044","9739"
"30.06.2018 23:30 - 30.06.2018 23:45","0","0","0","1985","1752","2107","12128","11904","9875"
"30.06.2018 23:45 - 01.07.2018 00:00","0","0","0","1963","1733","2121","12007","11755","9876"
"01.07.2018 00:00 - 01.07.2018 00:15","0","0","0","1669","2176","2104","11671","14633","9738"
"01.07.2018 00:15 - 01.07.2018 00:30","0","0","0","1639","2168","2104","11559","14666","9886"
"01.07.2018 00:30 - 01.07.2018 00:45","0","0","0","1608","2208","2150","11447","14639","9939"
"01.07.2018 00:45 - 01.07.2018 01:00","0","0","0","1575","2144","2089","11337","14702","10076"
"01.07.2018 01:00 - 01.07.2018 01:15","0","0","0","1547","2101","2052","11237","14746","10117"
"01.07.2018 01:15 - 01.07.2018 01:30","0","0","0","1525","2068","2023","11150","14468","9921"
"01.07.2018 01:30 - 01.07.2018 01:45","0","0","0","1502","1997","1954","11069","14398","9854"
"01.07.2018 01:45 - 01.07.2018 02:00","0","0","0","1482","1948","1904","10985","14234","9762"
"01.07.2018 02:00 - 01.07.2018 02:15","0","0","0","1458","2001","1960","10909","14220","9783"
"01.07.2018 02:15 - 01.07.2018 02:30","0","0","0","1428","2071","2031","10749","13889","9581"
"01.07.2018 02:30 - 01.07.2018 02:45","0","0","0","1397","1993","1953","10593","13851","9574"
"01.07.2018 02:45 - 01.07.2018 03:00","0","0","0","1364","1879","1840","10436","13805","9506"
"01.07.2018 03:00 - 01.07.2018 03:15","0","0","0","1335","1828","1789","10145","13508","9318"
"01.07.2018 03:15 - 01.07.2018 03:30","0","0","0","1297","1735","1697","9993","13220","9150"
"01.07.2018 03:30 - 01.07.2018 03:45","0","0","0","1256","1659","1622","9859","12952","8999"
"01.07.2018 03:45 - 01.07.2018 04:00","0","0","0","1220","1555","1518","9723","12614","8778"
"01.07.2018 04:00 - 01.07.2018 04:15","0","0","0","1177","1461","1425","9572","12297","8571"
"01.07.2018 04:15 - 01.07.2018 04:30","0","0","0","1142","1397","1361","9392","12045","8453"
"01.07.2018 04:30 - 01.07.2018 04:45","0","0","0","1102","1306","1271","9218","11744","8283"
"01.07.2018 04:45 - 01.07.2018 05:00","6","1","1","1060","1229","1194","9040","11460","8125"
"01.07.2018 05:00 - 01.07.2018 05:15","69","42","6","1026","1177","1143","8850","11165","7957"
"01.07.2018 05:15 - 01.07.2018 05:30","186","148","48","1017","1167","1130","8571","10802","7711"
"01.07.2018 05:30 - 01.07.2018 05:45","363","328","154","1010","1137","1098","8295","10562","7590"
"01.07.2018 05:45 - 01.07.2018 06:00","603","603","325","1005","1132","1091","7974","10266","7413"
"01.07.2018 06:00 - 01.07.2018 06:15","947","990","535","996","1145","1101","7672","9968","7234"
"01.07.2018 06:15 - 01.07.2018 06:30","1434","1502","802","982","1240","1191","7316","9469","6939"
"01.07.2018 06:30 - 01.07.2018 06:45","2123","2202","1205","971","1211","1156","6959","9059","6725"
"01.07.2018 06:45 - 01.07.2018 07:00","3027","3090","1856","953","1208","1148","6546","8681","6594"
"01.07.2018 07:00 - 01.07.2018 07:15","4200","4347","2646","933","1165","1099","6170","8212","6356"
"01.07.2018 07:15 - 01.07.2018 07:30","5558","5722","3471","914","1114","1044","5834","7718","5948"
"01.07.2018 07:30 - 01.07.2018 07:45","7048","7247","4381","896","1080","1006","5520","7187","5578"
"01.07.2018 07:45 - 01.07.2018 08:00","8632","8845","5404","875","1050","977","5354","6921","5456"
"01.07.2018 08:00 - 01.07.2018 08:15","10307","10593","6370","852","1024","946","5228","6633","5019"
"01.07.2018 08:15 - 01.07.2018 08:30","12020","12362","7555","824","991","921","5450","6767","5144"
"01.07.2018 08:30 - 01.07.2018 08:45","13737","14084","8673","802","962","910","5664","6914","5121"
"01.07.2018 08:45 - 01.07.2018 09:00","15400","15789","9632","777","932","943","5956","7173","5160"
"01.07.2018 09:00 - 01.07.2018 09:15","16970","17410","10594","750","903","900","6230","7434","5266"
"01.07.2018 09:15 - 01.07.2018 09:30","18448","18925","11608","726","873","835","6495","7687","5518"
"01.07.2018 09:30 - 01.07.2018 09:45","19838","20356","12532","704","839","744","6775","7962","5838"
"01.07.2018 09:45 - 01.07.2018 10:00","21135","21682","13368","682","803","696","7015","8192","6043"
"01.07.2018 10:00 - 01.07.2018 10:15","22296","22893","14188","656","771","661","7269","8424","6368"
"01.07.2018 10:15 - 01.07.2018 10:30","23351","23949","14986","642","743","584","7520","8654","6662"
"01.07.2018 10:30 - 01.07.2018 10:45","24326","24907","15566","626","716","557","7778","8936","6829"
"01.07.2018 10:45 - 01.07.2018 11:00","25214","25814","16198","611","690","529","7982","9184","6919"
"01.07.2018 11:00 - 01.07.2018 11:15","25964","26575","16707","597","669","504","8192","9405","7023"
"01.07.2018 11:15 - 01.07.2018 11:30","26610","27200","17181","590","660","506","8310","9424","7017"
"01.07.2018 11:30 - 01.07.2018 11:45","27183","27738","17614","589","652","527","8421","9425","7041"
"01.07.2018 11:45 - 01.07.2018 12:00","27672","28173","17996","586","649","554","8522","9414","7189"
"01.07.2018 12:00 - 01.07.2018 12:15","28031","28470","18307","587","648","576","8605","9434","7313"
"01.07.2018 12:15 - 01.07.2018 12:30","28307","28717","18610","596","664","587","8650","9439","7405"
"01.07.2018 12:30 - 01.07.2018 12:45","28534","28917","18760","610","679","646","8692","9440","7540"
"01.07.2018 12:45 - 01.07.2018 13:00","28704","29072","18895","620","695","696","8730","9452","7506"
"01.07.2018 13:00 - 01.07.2018 13:15","28759","29112","18961","630","706","736","8762","9466","7683"
"01.07.2018 13:15 - 01.07.2018 13:30","28736","29077","19031","647","726","740","8772","9396","7707"
"01.07.2018 13:30 - 01.07.2018 13:45","28645","28976","18939","665","747","763","8776","9317","7719"
"01.07.2018 13:45 - 01.07.2018 14:00","28490","28852","18788","676","762","767","8782","9272","7741"
"01.07.2018 14:00 - 01.07.2018 14:15","28207","28606","18588","693","614","826","8782","9142","7981"
"01.07.2018 14:15 - 01.07.2018 14:30","27849","28281","18366","699","624","807","8769","9082","7945"
"01.07.2018 14:30 - 01.07.2018 14:45","27410","27881","18093","708","633","838","8760","9024","7879"
"01.07.2018 14:45 - 01.07.2018 15:00","26900","27379","17783","719","644","854","8741","8960","7859"
"01.07.2018 15:00 - 01.07.2018 15:15","26286","26765","17380","733","659","867","8704","8915","7609"
