timestamp,price,load_forecast,solar_forecast,wind_forecast,total_generation,net_import_export,load_forecast_ramp,solar_forecast_ramp,wind_forecast_ramp,total_generation_ramp,net_import_export_ramp,oil,natural_gas
2017-01-01 00:00:00,20.96,46292.0,0.0,16244.25,49532.0,9090.0,-2101.75,0.0,-159.0,-1369.0,329.0,53.6131,3.2088
2017-01-01 01:00:00,20.9,44190.25,0.0,16085.25,48163.0,9419.0,-2101.75,0.0,-159.0,-1369.0,329.0,53.6131,3.2088
2017-01-01 02:00:00,18.13,43176.0,0.0,15997.75,47322.0,9648.0,-1014.25,0.0,-87.5,-841.0,229.0,53.6131,3.2088
2017-01-01 03:00:00,16.03,42790.75,0.0,15894.5,46593.0,9782.0,-385.25,0.0,-103.25,-729.0,134.0,53.6131,3.2088
2017-01-01 04:00:00,16.43,42819.5,0.0,15819.5,45888.0,9633.0,28.75,0.0,-75.0,-705.0,-149.0,53.6131,3.2088
2017-01-01 05:00:00,13.75,42431.5,0.0,15954.0,45454.0,10053.0,-388.0,0.0,134.5,-434.0,420.0,53.6131,3.2088
2017-01-01 06:00:00,11.1,41047.75,0.0,16196.5,44598.0,10494.0,-1383.75,0.0,242.5,-856.0,441.0,53.6131,3.2088
2017-01-01 07:00:00,15.47,43326.0,8.75,16465.5,45434.0,11274.0,2278.25,8.75,269.0,836.0,780.0,53.6131,3.2088
2017-01-01 08:00:00,16.88,46735.75,433.75,16773.75,47392.0,11402.0,3409.75,425.0,308.25,1958.0,128.0,53.6131,3.2088
2017-01-01 09:00:00,21.81,50413.0,2620.0,16943.0,51732.0,11213.0,3677.25,2186.25,169.25,4340.0,-189.0,53.6131,3.2088
2017-01-01 10:00:00,26.24,53501.25,5347.75,16614.25,55255.0,10964.0,3088.25,2727.75,-328.75,3523.0,-249.0,53.6131,3.2088
2017-01-01 11:00:00,26.42,55878.0,7320.25,15719.5,58455.0,10880.0,2376.75,1972.5,-894.75,3200.0,-84.0,53.6131,3.2088
2017-01-01 12:00:00,27.66,55907.75,7982.5,14849.5,58555.0,10467.0,29.75,662.25,-870.0,100.0,-413.0,53.6131,3.2088
2017-01-01 13:00:00,28.7,54032.0,7101.5,14231.25,56260.0,9964.0,-1875.75,-881.0,-618.25,-2295.0,-503.0,53.6131,3.2088
2017-01-01 14:00:00,29.66,52934.25,4836.75,14091.25,52683.0,9379.0,-1097.75,-2264.75,-140.0,-3577.0,-585.0,53.6131,3.2088
2017-01-01 15:00:00,35.33,52975.5,1939.25,14302.0,50429.0,8179.0,41.25,-2897.5,210.75,-2254.0,-1200.0,53.6131,3.2088
2017-01-01 16:00:00,44.12,55237.25,160.0,14627.75,51272.0,5766.0,2261.75,-1779.25,325.75,843.0,-2413.0,53.6131,3.2088
2017-01-01 17:00:00,51.59,58887.75,9.75,14911.75,54519.0,6348.0,3650.5,-150.25,284.0,3247.0,582.0,53.6131,3.2088
2017-01-01 18:00:00,53.95,59256.0,8.0,15137.5,54597.0,6318.0,368.25,-1.75,225.75,78.0,-30.0,53.6131,3.2088
2017-01-01 19:00:00,50.97,58672.75,0.0,15163.0,54994.0,6885.0,-583.25,-8.0,25.5,397.0,567.0,53.6131,3.2088
2017-01-01 20:00:00,44.93,56554.5,0.0,14990.25,53339.0,7879.0,-2118.25,0.0,-172.75,-1655.0,994.0,53.6131,3.2088
2017-01-01 21:00:00,38.83,54972.0,0.0,14943.25,51811.0,8127.0,-1582.5,0.0,-47.0,-1528.0,248.0,53.6131,3.2088
2017-01-01 22:00:00,42.17,54853.5,0.0,14839.0,50866.0,7992.0,-118.5,0.0,-104.25,-945.0,-135.0,53.6131,3.2088
2017-01-01 23:00:00,33.06,51097.25,0.0,14598.75,49050.0,8382.0,-3756.25,0.0,-240.25,-1816.0,390.0,53.6131,3.2088
2017-01-02 00:00:00,30.54,48006.25,0.0,13478.75,45909.0,6258.0,-3091.0,0.0,-1120.0,-3141.0,-2124.0,53.6131,3.2088
2017-01-02 01:00:00,28.91,46781.5,0.0,13650.0,45172.0,6896.0,-1224.75,0.0,171.25,-737.0,638.0,53.6131,3.2088
2017-01-02 02:00:00,28.11,46132.25,0.0,13808.25,45587.0,7366.0,-649.25,0.0,158.25,415.0,470.0,53.6131,3.2088
2017-01-02 03:00:00,27.89,46266.75,0.0,13892.5,45946.0,7328.0,134.5,0.0,84.25,359.0,-38.0,53.6131,3.2088
2017-01-02 04:00:00,27.73,47673.0,0.0,13840.0,47312.0,7532.0,1406.25,0.0,-52.5,1366.0,204.0,53.6131,3.2088
2017-01-02 05:00:00,31.18,51062.5,0.0,13643.25,49491.0,7549.0,3389.5,0.0,-196.75,2179.0,17.0,53.6131,3.2088
2017-01-02 06:00:00,37.99,59064.75,0.0,13507.25,55546.0,6331.0,8002.25,0.0,-136.0,6055.0,-1218.0,53.6131,3.2088
2017-01-02 07:00:00,50.98,65955.25,8.25,13269.75,61645.0,5824.0,6890.5,8.25,-237.5,6099.0,-507.0,53.6131,3.2088
2017-01-02 08:00:00,53.88,69307.25,235.0,12838.0,65569.0,6020.0,3352.0,226.75,-431.75,3924.0,196.0,53.6131,3.2088
2017-01-02 09:00:00,53.94,71268.75,1286.0,12365.25,66930.0,6368.0,1961.5,1051.0,-472.75,1361.0,348.0,53.6131,3.2088
2017-01-02 10:00:00,53.54,73169.75,2733.25,11761.5,67703.0,5935.0,1901.0,1447.25,-603.75,773.0,-433.0,53.6131,3.2088
2017-01-02 11:00:00,54.91,74630.5,3762.25,11109.5,68335.0,5166.0,1460.75,1029.0,-652.0,632.0,-769.0,53.6131,3.2088
2017-01-02 12:00:00,54.08,74168.75,3925.25,10771.0,68582.0,5689.0,-461.75,163.0,-338.5,247.0,523.0,53.6131,3.2088
2017-01-02 13:00:00,55.67,73826.5,3154.75,10689.0,67955.0,4858.0,-342.25,-770.5,-82.0,-627.0,-831.0,53.6131,3.2088
2017-01-02 14:00:00,55.98,72837.5,1901.25,10849.0,66307.0,5226.0,-989.0,-1253.5,160.0,-1648.0,368.0,53.6131,3.2088
2017-01-02 15:00:00,56.0,72177.75,675.75,11460.75,65988.0,5491.0,-659.75,-1225.5,611.75,-319.0,265.0,53.6131,3.2088
2017-01-02 16:00:00,57.77,72082.0,57.5,12151.5,66822.0,5915.0,-95.75,-618.25,690.75,834.0,424.0,53.6131,3.2088
2017-01-02 17:00:00,67.66,74928.5,8.75,12625.25,68279.0,4733.0,2846.5,-48.75,473.75,1457.0,-1182.0,53.6131,3.2088
2017-01-02 18:00:00,55.1,73948.5,8.0,13120.0,68489.0,5386.0,-980.0,-0.75,494.75,210.0,653.0,53.6131,3.2088
2017-01-02 19:00:00,53.92,71829.5,0.0,13375.5,67918.0,6041.0,-2119.0,-8.0,255.5,-571.0,655.0,53.6131,3.2088
2017-01-02 20:00:00,49.07,68112.5,0.0,13445.75,64541.0,7201.0,-3717.0,0.0,70.25,-3377.0,1160.0,53.6131,3.2088
2017-01-02 21:00:00,40.25,65254.0,0.0,13703.75,61239.0,8137.0,-2858.5,0.0,258.0,-3302.0,936.0,53.6131,3.2088
2017-01-02 22:00:00,45.92,61611.0,0.0,13937.25,58651.0,8169.0,-3643.0,0.0,233.5,-2588.0,32.0,53.6131,3.2088
2017-01-02 23:00:00,38.88,55582.5,0.0,13978.5,53931.0,7736.0,-6028.5,0.0,41.25,-4720.0,-433.0,53.6131,3.2088
2017-01-03 00:00:00,36.02,54154.5,0.0,17547.75,51513.0,6892.0,-1428.0,0.0,3569.25,-2418.0,-844.0,53.6131,3.2088
2017-01-03 01:00:00,34.98,52001.5,0.0,18237.75,49999.0,7185.0,-2153.0,0.0,690.0,-1514.0,293.0,53.63155416666667,3.2056750000000003
2017-01-03 02:00:00,33.64,51193.5,0.0,18791.75,49276.0,7533.0,-808.0,0.0,554.0,-723.0,348.0,53.65000833333333,3.20255
2017-01-03 03:00:00,33.89,51195.5,0.0,19340.25,50461.0,8495.0,2.0,0.0,548.5,1185.0,962.0,53.668462500000004,3.199425
2017-01-03 04:00:00,33.5,52470.75,0.0,19874.75,50887.0,7865.0,1275.25,0.0,534.5,426.0,-630.0,53.68691666666667,3.1963
2017-01-03 05:00:00,33.91,55699.5,0.0,20088.5,52485.0,6955.0,3228.75,0.0,213.75,1598.0,-910.0,53.70537083333333,3.193175
2017-01-03 06:00:00,48.13,62431.0,0.0,20211.5,58813.0,6831.0,6731.5,0.0,123.0,6328.0,-124.0,53.723825000000005,3.19005
2017-01-03 07:00:00,54.61,68671.75,8.5,20311.0,64845.0,6153.0,6240.75,8.5,99.5,6032.0,-678.0,53.74227916666667,3.186925
2017-01-03 08:00:00,57.93,71242.75,170.25,20553.75,68421.0,6001.0,2571.0,161.75,242.75,3576.0,-152.0,53.760733333333334,3.1838
2017-01-03 09:00:00,57.18,71706.75,973.0,21187.5,69336.0,6539.0,464.0,802.75,633.75,915.0,538.0,53.7791875,3.180675
2017-01-03 10:00:00,52.27,72788.75,2232.0,22411.25,70087.0,6751.0,1082.0,1259.0,1223.75,751.0,212.0,53.797641666666664,3.17755
2017-01-03 11:00:00,49.94,73716.25,3259.75,24044.25,70566.0,6271.0,927.5,1027.75,1633.0,479.0,-480.0,53.816095833333335,3.174425
2017-01-03 12:00:00,46.3,73901.5,3663.75,25732.25,71736.0,6387.0,185.25,404.0,1688.0,1170.0,116.0,53.83455,3.1713
2017-01-03 13:00:00,41.51,73080.25,3293.0,27327.75,71061.0,6231.0,-821.25,-370.75,1595.5,-675.0,-156.0,53.853004166666665,3.168175
2017-01-03 14:00:00,37.08,71691.0,2264.5,28732.75,69821.0,6421.0,-1389.25,-1028.5,1405.0,-1240.0,190.0,53.87145833333334,3.16505
2017-01-03 15:00:00,37.03,71680.0,958.75,29876.5,69877.0,6362.0,-11.0,-1305.75,1143.75,56.0,-59.0,53.8899125,3.161925
2017-01-03 16:00:00,39.08,73250.25,114.25,30964.5,70173.0,5738.0,1570.25,-844.5,1088.0,296.0,-624.0,53.908366666666666,3.1588
2017-01-03 17:00:00,42.14,76334.5,9.25,32116.5,72828.0,5990.0,3084.25,-105.0,1152.0,2655.0,252.0,53.92682083333333,3.155675
2017-01-03 18:00:00,36.67,76030.25,8.0,33169.5,72841.0,6264.0,-304.25,-1.25,1053.0,13.0,274.0,53.945274999999995,3.1525499999999997
2017-01-03 19:00:00,36.03,73946.5,0.0,33974.0,72438.0,6726.0,-2083.75,-8.0,804.5,-403.0,462.0,53.96372916666667,3.149425
2017-01-03 20:00:00,33.55,69030.25,0.0,34675.5,69990.0,7397.0,-4916.25,0.0,701.5,-2448.0,671.0,53.98218333333333,3.1463
2017-01-03 21:00:00,24.56,65589.5,0.0,35126.25,67351.0,7944.0,-3440.75,0.0,450.75,-2639.0,547.0,54.000637499999996,3.143175
2017-01-03 22:00:00,17.77,63329.25,0.0,35510.5,65380.0,7889.0,-2260.25,0.0,384.25,-1971.0,-55.0,54.01909166666667,3.14005
2017-01-03 23:00:00,9.49,58405.5,0.0,35894.5,61945.0,7919.0,-4923.75,0.0,384.0,-3435.0,30.0,54.03754583333333,3.1369249999999997
2017-01-04 00:00:00,8.5,54952.25,0.0,37252.5,59354.0,7791.0,-3453.25,0.0,1358.0,-2591.0,-128.0,54.056,3.1338
2017-01-04 01:00:00,-0.05,52569.0,0.0,37210.0,57664.0,8092.0,-2383.25,0.0,-42.5,-1690.0,301.0,54.053475,3.1313791666666666
2017-01-04 02:00:00,-6.27,51447.75,0.0,36808.25,57953.0,8156.0,-1121.25,0.0,-401.75,289.0,64.0,54.05095,3.1289583333333333
2017-01-04 03:00:00,-5.09,51404.0,0.0,36700.25,58072.0,8437.0,-43.75,0.0,-108.0,119.0,281.0,54.048424999999995,3.1265375
2017-01-04 04:00:00,0.06,52859.25,0.0,36805.75,58416.0,8166.0,1455.25,0.0,105.5,344.0,-271.0,54.045899999999996,3.1241166666666667
2017-01-04 05:00:00,10.55,56226.75,0.0,37023.0,60689.0,7902.0,3367.5,0.0,217.25,2273.0,-264.0,54.043375,3.1216958333333333
2017-01-04 06:00:00,10.98,62764.75,0.0,37124.25,66405.0,7858.0,6538.0,0.0,101.25,5716.0,-44.0,54.04085,3.119275
2017-01-04 07:00:00,31.63,69380.5,8.25,37177.75,71021.0,7048.0,6615.75,8.25,53.5,4616.0,-810.0,54.038325,3.1168541666666667
2017-01-04 08:00:00,34.94,73008.25,85.0,37128.0,73278.0,7005.0,3627.75,76.75,-49.75,2257.0,-43.0,54.035799999999995,3.1144333333333334
2017-01-04 09:00:00,33.27,74195.0,642.5,36771.25,73695.0,6445.0,1186.75,557.5,-356.75,417.0,-560.0,54.033274999999996,3.1120125
2017-01-04 10:00:00,33.52,74849.0,1601.75,36455.75,74614.0,6339.0,654.0,959.25,-315.5,919.0,-106.0,54.03075,3.1095916666666668
2017-01-04 11:00:00,34.81,75880.5,2318.75,36131.25,75209.0,6208.0,1031.5,717.0,-324.5,595.0,-131.0,54.028225,3.1071708333333334
2017-01-04 12:00:00,35.08,75791.0,2544.75,35570.25,74759.0,5988.0,-89.5,226.0,-561.0,-450.0,-220.0,54.0257,3.1047499999999997
2017-01-04 13:00:00,35.88,75132.5,2237.25,34741.25,74219.0,5945.0,-658.5,-307.5,-829.0,-540.0,-43.0,54.023174999999995,3.1023291666666664
2017-01-04 14:00:00,36.03,73058.0,1491.5,33630.25,72562.0,6255.0,-2074.5,-745.75,-1111.0,-1657.0,310.0,54.020649999999996,3.099908333333333
2017-01-04 15:00:00,36.17,73304.75,600.75,32292.75,71156.0,6161.0,246.75,-890.75,-1337.5,-1406.0,-94.0,54.018125,3.0974874999999997
2017-01-04 16:00:00,36.58,74724.25,66.5,30730.0,70437.0,5848.0,1419.5,-534.25,-1562.75,-719.0,-313.0,54.0156,3.0950666666666664
2017-01-04 17:00:00,46.95,78054.0,8.0,29009.75,70940.0,5280.0,3329.75,-58.5,-1720.25,503.0,-568.0,54.01307499999999,3.092645833333333
2017-01-04 18:00:00,49.45,78370.25,8.0,27590.25,70647.0,5455.0,316.25,0.0,-1419.5,-293.0,175.0,54.010549999999995,3.0902249999999998
2017-01-04 19:00:00,48.37,76315.25,0.0,26324.5,69218.0,4855.0,-2055.0,-8.0,-1265.75,-1429.0,-600.0,54.008024999999996,3.0878041666666665
2017-01-04 20:00:00,38.02,70999.0,0.0,25139.25,65897.0,5807.0,-5316.25,0.0,-1185.25,-3321.0,952.0,54.0055,3.085383333333333
2017-01-04 21:00:00,34.55,67723.5,0.0,24099.25,62244.0,6317.0,-3275.5,0.0,-1040.0,-3653.0,510.0,54.002975,3.0829625
2017-01-04 22:00:00,33.33,65500.5,0.0,22948.5,59182.0,6365.0,-2223.0,0.0,-1150.75,-3062.0,48.0,54.000449999999994,3.0805416666666665
2017-01-04 23:00:00,32.05,60194.0,0.0,21480.5,56185.0,8153.0,-5306.5,0.0,-1468.0,-2997.0,1788.0,53.997924999999995,3.078120833333333
2017-01-05 00:00:00,36.07,57893.25,0.0,20027.5,56194.0,10095.0,-2300.75,0.0,-1453.0,9.0,1942.0,53.9954,3.0757
2017-01-05 01:00:00,36.32,55501.75,0.0,18369.0,53530.0,10486.0,-2391.5,0.0,-1658.5,-2664.0,391.0,53.98512083333333,3.0765666666666664
2017-01-05 02:00:00,30.99,54468.0,0.0,17005.5,50652.0,7404.0,-1033.75,0.0,-1363.5,-2878.0,-3082.0,53.97484166666666,3.077433333333333
2017-01-05 03:00:00,30.97,54349.75,0.0,15912.75,50264.0,7337.0,-118.25,0.0,-1092.75,-388.0,-67.0,53.9645625,3.0783
2017-01-05 04:00:00,35.64,55541.25,0.0,15157.5,52872.0,9810.0,1191.5,0.0,-755.25,2608.0,2473.0,53.95428333333333,3.0791666666666666
2017-01-05 05:00:00,35.73,58064.5,0.0,14621.5,55249.0,9998.0,2523.25,0.0,-536.0,2377.0,188.0,53.944004166666666,3.080033333333333
2017-01-05 06:00:00,39.03,64315.0,0.0,13981.25,62242.0,9742.0,6250.5,0.0,-640.25,6993.0,-256.0,53.933724999999995,3.0808999999999997
2017-01-05 07:00:00,51.7,71195.5,8.25,13371.25,67333.0,7741.0,6880.5,8.25,-610.0,5091.0,-2001.0,53.92344583333333,3.0817666666666663
2017-01-05 08:00:00,57.98,75004.0,170.5,12705.0,70297.0,7097.0,3808.5,162.25,-666.25,2964.0,-644.0,53.91316666666666,3.0826333333333333
2017-01-05 09:00:00,54.11,76264.0,1336.5,12102.5,70092.0,6944.0,1260.0,1166.0,-602.5,-205.0,-153.0,53.9028875,3.0835
2017-01-05 10:00:00,53.13,77427.25,3143.0,11731.75,70249.0,7192.0,1163.25,1806.5,-370.75,157.0,248.0,53.89260833333333,3.0843666666666665
2017-01-05 11:00:00,50.06,78805.0,4536.0,11696.5,71136.0,7269.0,1377.75,1393.0,-35.25,887.0,77.0,53.882329166666665,3.085233333333333
2017-01-05 12:00:00,49.97,78202.0,5064.75,11792.25,71829.0,7178.0,-603.0,528.75,95.75,693.0,-91.0,53.87205,3.0860999999999996
2017-01-05 13:00:00,48.84,77055.5,4667.5,11633.25,71303.0,6975.0,-1146.5,-397.25,-159.0,-526.0,-203.0,53.86177083333333,3.0869666666666666
2017-01-05 14:00:00,50.99,76031.0,3342.5,11023.5,69707.0,6663.0,-1024.5,-1325.0,-609.75,-1596.0,-312.0,53.85149166666667,3.087833333333333
2017-01-05 15:00:00,57.48,75362.75,1408.0,10169.25,69052.0,6033.0,-668.25,-1934.5,-854.25,-655.0,-630.0,53.8412125,3.0887
2017-01-05 16:00:00,69.7,76844.0,133.0,9599.25,69397.0,5359.0,1481.25,-1275.0,-570.0,345.0,-674.0,53.830933333333334,3.0895666666666664
2017-01-05 17:00:00,73.92,80941.75,8.75,9292.5,69846.0,4791.0,4097.75,-124.25,-306.75,449.0,-568.0,53.820654166666664,3.0904333333333334
2017-01-05 18:00:00,73.76,81225.0,8.0,9073.75,69691.0,5196.0,283.25,-0.75,-218.75,-155.0,405.0,53.810375,3.0913
2017-01-05 19:00:00,65.15,79450.0,0.0,8667.0,68900.0,5676.0,-1775.0,-8.0,-406.75,-791.0,480.0,53.80009583333333,3.0921666666666665
2017-01-05 20:00:00,64.24,74349.0,0.0,8002.25,66462.0,6784.0,-5101.0,0.0,-664.75,-2438.0,1108.0,53.78981666666667,3.093033333333333
2017-01-05 21:00:00,43.09,70342.75,0.0,7287.75,61980.0,6252.0,-4006.25,0.0,-714.5,-4482.0,-532.0,53.779537499999996,3.0938999999999997
2017-01-05 22:00:00,53.11,68613.25,0.0,6674.0,60966.0,7515.0,-1729.5,0.0,-613.75,-1014.0,1263.0,53.76925833333333,3.0947666666666667
2017-01-05 23:00:00,37.08,63957.5,0.0,6225.5,55560.0,5642.0,-4655.75,0.0,-448.5,-5406.0,-1873.0,53.75897916666666,3.0956333333333332
2017-01-06 00:00:00,40.84,58363.0,0.0,6007.25,53528.0,7278.0,-5594.5,0.0,-218.25,-2032.0,1636.0,53.7487,3.0965
2017-01-06 01:00:00,41.15,56226.75,0.0,5641.25,51582.0,7474.0,-2136.25,0.0,-366.0,-1946.0,196.0,53.73381111111111,3.094473611111111
2017-01-06 02:00:00,43.77,54894.25,0.0,5322.25,51074.0,7699.0,-1332.5,0.0,-319.0,-508.0,225.0,53.71892222222222,3.092447222222222
2017-01-06 03:00:00,39.97,54238.5,0.0,5047.75,49893.0,7192.0,-655.75,0.0,-274.5,-1181.0,-507.0,53.704033333333335,3.090420833333333
2017-01-06 04:00:00,40.81,54502.25,0.0,4909.25,50058.0,7547.0,263.75,0.0,-138.5,165.0,355.0,53.689144444444445,3.0883944444444444
2017-01-06 05:00:00,43.04,55767.75,0.0,4877.0,53401.0,8866.0,1265.5,0.0,-32.25,3343.0,1319.0,53.674255555555554,3.0863680555555555
2017-01-06 06:00:00,45.37,59314.0,0.0,4874.25,57842.0,9175.0,3546.25,0.0,-2.75,4441.0,309.0,53.65936666666666,3.0843416666666665
2017-01-06 07:00:00,49.49,65086.75,8.25,4853.75,61547.0,7596.0,5772.75,8.25,-20.5,3705.0,-1579.0,53.64447777777778,3.0823152777777776
2017-01-06 08:00:00,59.92,67560.0,310.0,4791.75,64120.0,6968.0,2473.25,301.75,-62.0,2573.0,-628.0,53.62958888888889,3.0802888888888886
2017-01-06 09:00:00,60.0,68635.75,2325.75,4772.25,66818.0,7334.0,1075.75,2015.75,-19.5,2698.0,366.0,53.6147,3.0782624999999997
2017-01-06 10:00:00,60.04,69984.0,4945.5,4776.5,68419.0,7839.0,1348.25,2619.75,4.25,1601.0,505.0,53.59981111111111,3.076236111111111
2017-01-06 11:00:00,57.7,70949.75,6641.0,4779.25,68741.0,8280.0,965.75,1695.5,2.75,322.0,441.0,53.58492222222222,3.074209722222222
2017-01-06 12:00:00,52.86,70531.75,7140.5,4852.0,69414.0,8742.0,-418.0,499.5,72.75,673.0,462.0,53.570033333333335,3.0721833333333333
2017-01-06 13:00:00,50.05,68926.5,6332.75,4967.75,68155.0,9421.0,-1605.25,-807.75,115.75,-1259.0,679.0,53.555144444444444,3.0701569444444443
2017-01-06 14:00:00,50.94,67704.75,4427.75,5080.0,65677.0,9524.0,-1221.75,-1905.0,112.25,-2478.0,103.0,53.540255555555554,3.0681305555555554
2017-01-06 15:00:00,54.04,67053.0,1897.5,5209.0,64401.0,8916.0,-651.75,-2530.25,129.0,-1276.0,-608.0,53.52536666666666,3.0661041666666664
2017-01-06 16:00:00,57.52,68240.75,184.0,5576.5,64940.0,8070.0,1187.75,-1713.5,367.5,539.0,-846.0,53.51047777777778,3.0640777777777775
2017-01-06 17:00:00,64.91,72303.0,8.25,6282.75,67936.0,7344.0,4062.25,-175.75,706.25,2996.0,-726.0,53.49558888888889,3.062051388888889
2017-01-06 18:00:00,59.92,73060.0,8.0,7101.0,67787.0,6729.0,757.0,-0.25,818.25,-149.0,-615.0,53.4807,3.060025
2017-01-06 19:00:00,57.99,71619.75,0.0,7889.75,67006.0,6938.0,-1440.25,-8.0,788.75,-781.0,209.0,53.46581111111111,3.057998611111111
2017-01-06 20:00:00,43.68,67731.25,0.0,8502.75,62998.0,6470.0,-3888.5,0.0,613.0,-4008.0,-468.0,53.45092222222222,3.055972222222222
2017-01-06 21:00:00,38.46,64394.5,0.0,9081.5,59623.0,6340.0,-3336.75,0.0,578.75,-3375.0,-130.0,53.436033333333334,3.053945833333333
2017-01-06 22:00:00,40.94,63865.5,0.0,9595.75,59125.0,6306.0,-529.0,0.0,514.25,-498.0,-34.0,53.421144444444444,3.051919444444444
2017-01-06 23:00:00,35.89,60056.75,0.0,10083.75,55702.0,6090.0,-3808.75,0.0,488.0,-3423.0,-216.0,53.40625555555555,3.0498930555555557
2017-01-07 00:00:00,36.83,55082.0,0.0,10495.75,55617.0,9038.0,-4974.75,0.0,412.0,-85.0,2948.0,53.39136666666666,3.0478666666666667
2017-01-07 01:00:00,34.37,52786.25,0.0,10940.0,53577.0,9276.0,-2295.75,0.0,444.25,-2040.0,238.0,53.37647777777778,3.0458402777777778
2017-01-07 02:00:00,33.84,51425.75,0.0,11406.25,53278.0,9727.0,-1360.5,0.0,466.25,-299.0,451.0,53.36158888888889,3.043813888888889
2017-01-07 03:00:00,33.83,50916.75,0.0,11927.25,53768.0,10653.0,-509.0,0.0,521.0,490.0,926.0,53.3467,3.0417875
2017-01-07 04:00:00,33.62,50789.0,0.0,12484.25,53223.0,10270.0,-127.75,0.0,557.0,-545.0,-383.0,53.33181111111111,3.039761111111111
2017-01-07 05:00:00,32.96,50894.5,0.0,12985.0,53314.0,10343.0,105.5,0.0,500.75,91.0,73.0,53.31692222222222,3.037734722222222
2017-01-07 06:00:00,30.07,51951.5,0.0,13487.0,53900.0,9780.0,1057.0,0.0,502.0,586.0,-563.0,53.302033333333334,3.0357083333333335
2017-01-07 07:00:00,33.58,55580.5,8.25,13831.5,59021.0,11407.0,3629.0,8.25,344.5,5121.0,1627.0,53.28714444444444,3.0336819444444445
2017-01-07 08:00:00,36.02,59608.75,163.0,13860.25,62565.0,11437.0,4028.25,154.75,28.75,3544.0,30.0,53.27225555555555,3.0316555555555555
2017-01-07 09:00:00,36.86,63359.75,881.0,13802.5,63902.0,10204.0,3751.0,718.0,-57.75,1337.0,-1233.0,53.25736666666666,3.0296291666666666
2017-01-07 10:00:00,36.43,65145.75,1782.0,13706.75,65269.0,9624.0,1786.0,901.0,-95.75,1367.0,-580.0,53.24247777777778,3.0276027777777776
2017-01-07 11:00:00,39.01,66277.5,2380.25,13397.0,66386.0,9687.0,1131.75,598.25,-309.75,1117.0,63.0,53.22758888888889,3.0255763888888887
2017-01-07 12:00:00,39.5,65918.25,2421.25,13108.75,66893.0,9662.0,-359.25,41.0,-288.25,507.0,-25.0,53.2127,3.0235499999999997
2017-01-07 13:00:00,39.02,64290.5,1968.25,12961.0,66213.0,9785.0,-1627.75,-453.0,-147.75,-680.0,123.0,53.19781111111111,3.0215236111111112
2017-01-07 14:00:00,38.6,62863.75,1251.0,12898.5,65283.0,11045.0,-1426.75,-717.25,-62.5,-930.0,1260.0,53.18292222222222,3.0194972222222223
2017-01-07 15:00:00,39.28,62446.0,519.5,12994.0,65059.0,11166.0,-417.75,-731.5,95.5,-224.0,121.0,53.168033333333334,3.0174708333333333
2017-01-07 16:00:00,46.95,63717.75,71.75,12958.25,66782.0,10553.0,1271.75,-447.75,-35.75,1723.0,-613.0,53.15314444444444,3.0154444444444444
2017-01-07 17:00:00,57.01,66767.5,8.75,12750.75,68812.0,8855.0,3049.75,-63.0,-207.5,2030.0,-1698.0,53.13825555555555,3.0134180555555554
2017-01-07 18:00:00,54.02,66028.0,8.0,12685.25,69944.0,8573.0,-739.5,-0.75,-65.5,1132.0,-282.0,53.12336666666666,3.0113916666666665
2017-01-07 19:00:00,46.92,64318.25,0.0,12562.5,69365.0,9110.0,-1709.75,-8.0,-122.75,-579.0,537.0,53.10847777777778,3.009365277777778
2017-01-07 20:00:00,38.12,60836.75,0.0,12290.0,65433.0,10346.0,-3481.5,0.0,-272.5,-3932.0,1236.0,53.09358888888889,3.007338888888889
2017-01-07 21:00:00,35.09,58887.75,0.0,11888.0,61477.0,10337.0,-1949.0,0.0,-402.0,-3956.0,-9.0,53.0787,3.0053125
2017-01-07 22:00:00,38.1,58105.25,0.0,11285.75,61167.0,10657.0,-782.5,0.0,-602.25,-310.0,320.0,53.06381111111111,3.003286111111111
2017-01-07 23:00:00,34.53,54131.0,0.0,10537.5,58632.0,10600.0,-3974.25,0.0,-748.25,-2535.0,-57.0,53.04892222222222,3.001259722222222
2017-01-08 00:00:00,33.86,55072.5,0.0,9146.0,56218.0,11256.0,941.5,0.0,-1391.5,-2414.0,656.0,53.03403333333333,2.999233333333333
2017-01-08 01:00:00,34.14,52754.5,0.0,8229.5,53316.0,12052.0,-2318.0,0.0,-916.5,-2902.0,796.0,53.01914444444444,2.9972069444444442
2017-01-08 02:00:00,33.96,51373.25,0.0,7160.75,51584.0,12004.0,-1381.25,0.0,-1068.75,-1732.0,-48.0,53.00425555555555,2.9951805555555557
2017-01-08 03:00:00,35.01,50640.5,0.0,6139.0,50988.0,12826.0,-732.75,0.0,-1021.75,-596.0,822.0,52.98936666666666,2.993154166666667
2017-01-08 04:00:00,36.07,50328.5,0.0,5188.25,49891.0,11947.0,-312.0,0.0,-950.75,-1097.0,-879.0,52.97447777777778,2.991127777777778
2017-01-08 05:00:00,36.07,50136.0,0.0,4357.75,49227.0,11608.0,-192.5,0.0,-830.5,-664.0,-339.0,52.95958888888889,2.989101388888889
2017-01-08 06:00:00,36.01,49690.75,0.0,3640.0,48957.0,12217.0,-445.25,0.0,-717.75,-270.0,609.0,52.9447,2.987075
