"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"04.10.2018 06:15 - 04.10.2018 06:30","N/A","58099"
"04.10.2018 06:30 - 04.10.2018 06:45","N/A","60112"
"04.10.2018 06:45 - 04.10.2018 07:00","N/A","61637"
"04.10.2018 07:00 - 04.10.2018 07:15","N/A","63474"
"04.10.2018 07:15 - 04.10.2018 07:30","N/A","64003"
"04.10.2018 07:30 - 04.10.2018 07:45","N/A","64304"
"04.10.2018 07:45 - 04.10.2018 08:00","N/A","65023"
"04.10.2018 08:00 - 04.10.2018 08:15","N/A","65717"
"04.10.2018 08:15 - 04.10.2018 08:30","N/A","66266"
"04.10.2018 08:30 - 04.10.2018 08:45","N/A","66287"
"04.10.2018 08:45 - 04.10.2018 09:00","N/A","66662"
"04.10.2018 09:00 - 04.10.2018 09:15","N/A","66471"
"04.10.2018 09:15 - 04.10.2018 09:30","N/A","66659"
"04.10.2018 09:30 - 04.10.2018 09:45","N/A","67111"
"04.10.2018 09:45 - 04.10.2018 10:00","N/A","67526"
"04.10.2018 10:00 - 04.10.2018 10:15","N/A","67339"
"04.10.2018 10:15 - 04.10.2018 10:30","N/A","67492"
"04.10.2018 10:30 - 04.10.2018 10:45","N/A","67953"
"04.10.2018 10:45 - 04.10.2018 11:00","N/A","68138"
"04.10.2018 11:00 - 04.10.2018 11:15","N/A","68166"
"04.10.2018 11:15 - 04.10.2018 11:30","N/A","68210"
"04.10.2018 11:30 - 04.10.2018 11:45","N/A","68694"
"04.10.2018 11:45 - 04.10.2018 12:00","N/A","68664"
"04.10.2018 12:00 - 04.10.2018 12:15","N/A","67933"
"04.10.2018 12:15 - 04.10.2018 12:30","N/A","67717"
"04.10.2018 12:30 - 04.10.2018 12:45","N/A","67694"
"04.10.2018 12:45 - 04.10.2018 13:00","N/A","67526"
"04.10.2018 13:00 - 04.10.2018 13:15","N/A","67741"
"04.10.2018 13:15 - 04.10.2018 13:30","N/A","67396"
"04.10.2018 13:30 - 04.10.2018 13:45","N/A","66922"
"04.10.2018 13:45 - 04.10.2018 14:00","N/A","66035"
"04.10.2018 14:00 - 04.10.2018 14:15","N/A","65707"
"04.10.2018 14:15 - 04.10.2018 14:30","N/A","65741"
"04.10.2018 14:30 - 04.10.2018 14:45","N/A","65363"
"04.10.2018 14:45 - 04.10.2018 15:00","N/A","64976"
"04.10.2018 15:00 - 04.10.2018 15:15","N/A","64822"
"04.10.2018 15:15 - 04.10.2018 15:30","N/A","64652"
"04.10.2018 15:30 - 04.10.2018 15:45","N/A","64304"
"04.10.2018 15:45 - 04.10.2018 16:00","N/A","63696"
"04.10.2018 16:00 - 04.10.2018 16:15","N/A","63858"
"04.10.2018 16:15 - 04.10.2018 16:30","N/A","63534"
"04.10.2018 16:30 - 04.10.2018 16:45","N/A","63235"
"04.10.2018 16:45 - 04.10.2018 17:00","N/A","62904"
"04.10.2018 17:00 - 04.10.2018 17:15","N/A","63168"
"04.10.2018 17:15 - 04.10.2018 17:30","N/A","63366"
"04.10.2018 17:30 - 04.10.2018 17:45","N/A","63746"
"04.10.2018 17:45 - 04.10.2018 18:00","N/A","63641"
"04.10.2018 18:00 - 04.10.2018 18:15","N/A","63992"
"04.10.2018 18:15 - 04.10.2018 18:30","N/A","64044"
"04.10.2018 18:30 - 04.10.2018 18:45","N/A","64410"
"04.10.2018 18:45 - 04.10.2018 19:00","N/A","65199"
"04.10.2018 19:00 - 04.10.2018 19:15","N/A","66281"
"04.10.2018 19:15 - 04.10.2018 19:30","N/A","67104"
"04.10.2018 19:30 - 04.10.2018 19:45","N/A","67338"
"04.10.2018 19:45 - 04.10.2018 20:00","N/A","66879"
"04.10.2018 20:00 - 04.10.2018 20:15","N/A","65842"
"04.10.2018 20:15 - 04.10.2018 20:30","N/A","64867"
"04.10.2018 20:30 - 04.10.2018 20:45","N/A","63770"
"04.10.2018 20:45 - 04.10.2018 21:00","N/A","62733"
"04.10.2018 21:00 - 04.10.2018 21:15","N/A","61762"
"04.10.2018 21:15 - 04.10.2018 21:30","N/A","60799"
"04.10.2018 21:30 - 04.10.2018 21:45","N/A","59645"
"04.10.2018 21:45 - 04.10.2018 22:00","N/A","58788"
"04.10.2018 22:00 - 04.10.2018 22:15","N/A","57280"
"04.10.2018 22:15 - 04.10.2018 22:30","N/A","56529"
"04.10.2018 22:30 - 04.10.2018 22:45","N/A","55697"
"04.10.2018 22:45 - 04.10.2018 23:00","N/A","54765"
"04.10.2018 23:00 - 04.10.2018 23:15","N/A","53628"
"04.10.2018 23:15 - 04.10.2018 23:30","N/A","52794"
"04.10.2018 23:30 - 04.10.2018 23:45","N/A","51769"
"04.10.2018 23:45 - 05.10.2018 00:00","N/A","50959"
"05.10.2018 00:00 - 05.10.2018 00:15","N/A","50130"
"05.10.2018 00:15 - 05.10.2018 00:30","N/A","49501"
"05.10.2018 00:30 - 05.10.2018 00:45","N/A","48888"
"05.10.2018 00:45 - 05.10.2018 01:00","N/A","47677"
"05.10.2018 01:00 - 05.10.2018 01:15","N/A","47688"
"05.10.2018 01:15 - 05.10.2018 01:30","N/A","47284"
"05.10.2018 01:30 - 05.10.2018 01:45","N/A","47207"
"05.10.2018 01:45 - 05.10.2018 02:00","N/A","46958"
"05.10.2018 02:00 - 05.10.2018 02:15","N/A","46889"
"05.10.2018 02:15 - 05.10.2018 02:30","N/A","46753"
"05.10.2018 02:30 - 05.10.2018 02:45","N/A","47016"
"05.10.2018 02:45 - 05.10.2018 03:00","N/A","46782"
"05.10.2018 03:00 - 05.10.2018 03:15","N/A","47009"
"05.10.2018 03:15 - 05.10.2018 03:30","N/A","47086"
"05.10.2018 03:30 - 05.10.2018 03:45","N/A","47262"
"05.10.2018 03:45 - 05.10.2018 04:00","N/A","47425"
"05.10.2018 04:00 - 05.10.2018 04:15","N/A","47956"
"05.10.2018 04:15 - 05.10.2018 04:30","N/A","48216"
"05.10.2018 04:30 - 05.10.2018 04:45","N/A","48900"
"05.10.2018 04:45 - 05.10.2018 05:00","N/A","49419"
"05.10.2018 05:00 - 05.10.2018 05:15","N/A","50686"
"05.10.2018 05:15 - 05.10.2018 05:30","N/A","51227"
"05.10.2018 05:30 - 05.10.2018 05:45","N/A","52466"
"05.10.2018 05:45 - 05.10.2018 06:00","N/A","53987"
"05.10.2018 06:00 - 05.10.2018 06:15","N/A","56765"
"05.10.2018 06:15 - 05.10.2018 06:30","N/A","58894"
"05.10.2018 06:30 - 05.10.2018 06:45","N/A","60920"
"05.10.2018 06:45 - 05.10.2018 07:00","N/A","62313"
"05.10.2018 07:00 - 05.10.2018 07:15","N/A","64118"
"05.10.2018 07:15 - 05.10.2018 07:30","N/A","64458"
"05.10.2018 07:30 - 05.10.2018 07:45","N/A","65163"
"05.10.2018 07:45 - 05.10.2018 08:00","N/A","65758"
"05.10.2018 08:00 - 05.10.2018 08:15","N/A","66479"
"05.10.2018 08:15 - 05.10.2018 08:30","N/A","66958"
"05.10.2018 08:30 - 05.10.2018 08:45","N/A","67281"
"05.10.2018 08:45 - 05.10.2018 09:00","N/A","67472"
"05.10.2018 09:00 - 05.10.2018 09:15","N/A","66890"
"05.10.2018 09:15 - 05.10.2018 09:30","N/A","66985"
"05.10.2018 09:30 - 05.10.2018 09:45","N/A","67450"
"05.10.2018 09:45 - 05.10.2018 10:00","N/A","67848"
"05.10.2018 10:00 - 05.10.2018 10:15","N/A","67631"
"05.10.2018 10:15 - 05.10.2018 10:30","N/A","67907"
"05.10.2018 10:30 - 05.10.2018 10:45","N/A","67982"
"05.10.2018 10:45 - 05.10.2018 11:00","N/A","68361"
"05.10.2018 11:00 - 05.10.2018 11:15","N/A","67994"
"05.10.2018 11:15 - 05.10.2018 11:30","N/A","68195"
"05.10.2018 11:30 - 05.10.2018 11:45","N/A","68606"
"05.10.2018 11:45 - 05.10.2018 12:00","N/A","68433"
"05.10.2018 12:00 - 05.10.2018 12:15","N/A","67675"
"05.10.2018 12:15 - 05.10.2018 12:30","N/A","67437"
"05.10.2018 12:30 - 05.10.2018 12:45","N/A","67054"
"05.10.2018 12:45 - 05.10.2018 13:00","N/A","66836"
"05.10.2018 13:00 - 05.10.2018 13:15","N/A","66795"
"05.10.2018 13:15 - 05.10.2018 13:30","N/A","66386"
"05.10.2018 13:30 - 05.10.2018 13:45","N/A","65780"
"05.10.2018 13:45 - 05.10.2018 14:00","N/A","65097"
"05.10.2018 14:00 - 05.10.2018 14:15","N/A","64409"
"05.10.2018 14:15 - 05.10.2018 14:30","N/A","64022"
"05.10.2018 14:30 - 05.10.2018 14:45","N/A","63687"
"05.10.2018 14:45 - 05.10.2018 15:00","N/A","63694"
"05.10.2018 15:00 - 05.10.2018 15:15","N/A","63854"
"05.10.2018 15:15 - 05.10.2018 15:30","N/A","63528"
"05.10.2018 15:30 - 05.10.2018 15:45","N/A","63059"
"05.10.2018 15:45 - 05.10.2018 16:00","N/A","62443"
"05.10.2018 16:00 - 05.10.2018 16:15","N/A","62671"
"05.10.2018 16:15 - 05.10.2018 16:30","N/A","62339"
"05.10.2018 16:30 - 05.10.2018 16:45","N/A","61667"
"05.10.2018 16:45 - 05.10.2018 17:00","N/A","61320"
"05.10.2018 17:00 - 05.10.2018 17:15","N/A","60886"
"05.10.2018 17:15 - 05.10.2018 17:30","N/A","60996"
"05.10.2018 17:30 - 05.10.2018 17:45","N/A","60950"
"05.10.2018 17:45 - 05.10.2018 18:00","N/A","61134"
"05.10.2018 18:00 - 05.10.2018 18:15","N/A","61399"
"05.10.2018 18:15 - 05.10.2018 18:30","N/A","61401"
"05.10.2018 18:30 - 05.10.2018 18:45","N/A","62034"
"05.10.2018 18:45 - 05.10.2018 19:00","N/A","62774"
"05.10.2018 19:00 - 05.10.2018 19:15","N/A","63893"
"05.10.2018 19:15 - 05.10.2018 19:30","N/A","64757"
"05.10.2018 19:30 - 05.10.2018 19:45","N/A","64860"
"05.10.2018 19:45 - 05.10.2018 20:00","N/A","64579"
"05.10.2018 20:00 - 05.10.2018 20:15","N/A","63563"
"05.10.2018 20:15 - 05.10.2018 20:30","N/A","62640"
"05.10.2018 20:30 - 05.10.2018 20:45","N/A","61632"
"05.10.2018 20:45 - 05.10.2018 21:00","N/A","60961"
"05.10.2018 21:00 - 05.10.2018 21:15","N/A","59915"
"05.10.2018 21:15 - 05.10.2018 21:30","N/A","59377"
"05.10.2018 21:30 - 05.10.2018 21:45","N/A","58479"
"05.10.2018 21:45 - 05.10.2018 22:00","N/A","57383"
"05.10.2018 22:00 - 05.10.2018 22:15","N/A","56598"
"05.10.2018 22:15 - 05.10.2018 22:30","N/A","55627"
"05.10.2018 22:30 - 05.10.2018 22:45","N/A","54505"
"05.10.2018 22:45 - 05.10.2018 23:00","N/A","53792"
"05.10.2018 23:00 - 05.10.2018 23:15","N/A","52559"
"05.10.2018 23:15 - 05.10.2018 23:30","N/A","51387"
"05.10.2018 23:30 - 05.10.2018 23:45","N/A","50492"
"05.10.2018 23:45 - 06.10.2018 00:00","N/A","49879"
"06.10.2018 00:00 - 06.10.2018 00:15","N/A","48998"
"06.10.2018 00:15 - 06.10.2018 00:30","N/A","48037"
"06.10.2018 00:30 - 06.10.2018 00:45","N/A","47137"
"06.10.2018 00:45 - 06.10.2018 01:00","N/A","46571"
"06.10.2018 01:00 - 06.10.2018 01:15","N/A","46088"
"06.10.2018 01:15 - 06.10.2018 01:30","N/A","45864"
"06.10.2018 01:30 - 06.10.2018 01:45","N/A","45381"
"06.10.2018 01:45 - 06.10.2018 02:00","N/A","44875"
"06.10.2018 02:00 - 06.10.2018 02:15","44518","44374"
"06.10.2018 02:15 - 06.10.2018 02:30","44036","44236"
"06.10.2018 02:30 - 06.10.2018 02:45","44355","44153"
"06.10.2018 02:45 - 06.10.2018 03:00","44314","43910"
"06.10.2018 03:00 - 06.10.2018 03:15","43993","43620"
"06.10.2018 03:15 - 06.10.2018 03:30","44052","43573"
"06.10.2018 03:30 - 06.10.2018 03:45","44066","43757"
"06.10.2018 03:45 - 06.10.2018 04:00","43935","43722"
"06.10.2018 04:00 - 06.10.2018 04:15","44477","43943"
"06.10.2018 04:15 - 06.10.2018 04:30","44037","43807"
"06.10.2018 04:30 - 06.10.2018 04:45","44359","43872"
"06.10.2018 04:45 - 06.10.2018 05:00","44390","43950"
"06.10.2018 05:00 - 06.10.2018 05:15","44632","44395"
"06.10.2018 05:15 - 06.10.2018 05:30","44521","44534"
"06.10.2018 05:30 - 06.10.2018 05:45","44672","44764"
"06.10.2018 05:45 - 06.10.2018 06:00","44967","45124"
"06.10.2018 06:00 - 06.10.2018 06:15","45187","46038"
"06.10.2018 06:15 - 06.10.2018 06:30","46110","46572"
"06.10.2018 06:30 - 06.10.2018 06:45","46762","47329"
"06.10.2018 06:45 - 06.10.2018 07:00","47553","48103"
"06.10.2018 07:00 - 06.10.2018 07:15","48049","48759"
"06.10.2018 07:15 - 06.10.2018 07:30","48740","49349"
"06.10.2018 07:30 - 06.10.2018 07:45","49802","50076"
"06.10.2018 07:45 - 06.10.2018 08:00","50891","50879"
"06.10.2018 08:00 - 06.10.2018 08:15","52291","52153"
"06.10.2018 08:15 - 06.10.2018 08:30","52560","52801"
"06.10.2018 08:30 - 06.10.2018 08:45","53581","53480"
"06.10.2018 08:45 - 06.10.2018 09:00","54194","54042"
"06.10.2018 09:00 - 06.10.2018 09:15","54848","54467"
"06.10.2018 09:15 - 06.10.2018 09:30","56356","54759"
"06.10.2018 09:30 - 06.10.2018 09:45","56168","55382"
"06.10.2018 09:45 - 06.10.2018 10:00","57215","55838"
"06.10.2018 10:00 - 06.10.2018 10:15","57119","55865"
"06.10.2018 10:15 - 06.10.2018 10:30","57151","56186"
"06.10.2018 10:30 - 06.10.2018 10:45","57261","56691"
"06.10.2018 10:45 - 06.10.2018 11:00","57361","56719"
"06.10.2018 11:00 - 06.10.2018 11:15","57957","57020"
"06.10.2018 11:15 - 06.10.2018 11:30","58203","57399"
"06.10.2018 11:30 - 06.10.2018 11:45","58253","57222"
"06.10.2018 11:45 - 06.10.2018 12:00","57652","57376"
"06.10.2018 12:00 - 06.10.2018 12:15","56984","57060"
"06.10.2018 12:15 - 06.10.2018 12:30","56867","56764"
"06.10.2018 12:30 - 06.10.2018 12:45","56329","56204"
"06.10.2018 12:45 - 06.10.2018 13:00","56221","56104"
"06.10.2018 13:00 - 06.10.2018 13:15","55227","55273"
"06.10.2018 13:15 - 06.10.2018 13:30","55119","54598"
"06.10.2018 13:30 - 06.10.2018 13:45","54710","54076"
"06.10.2018 13:45 - 06.10.2018 14:00","54499","53424"
"06.10.2018 14:00 - 06.10.2018 14:15","54089","52915"
"06.10.2018 14:15 - 06.10.2018 14:30","53465","52625"
"06.10.2018 14:30 - 06.10.2018 14:45","53094","52553"
"06.10.2018 14:45 - 06.10.2018 15:00","53725","52122"
"06.10.2018 15:00 - 06.10.2018 15:15","54244","52169"
"06.10.2018 15:15 - 06.10.2018 15:30","53244","51841"
"06.10.2018 15:30 - 06.10.2018 15:45","53135","51886"
"06.10.2018 15:45 - 06.10.2018 16:00","53082","51686"
"06.10.2018 16:00 - 06.10.2018 16:15","52802","51854"
"06.10.2018 16:15 - 06.10.2018 16:30","53350","51507"
"06.10.2018 16:30 - 06.10.2018 16:45","53465","51774"
"06.10.2018 16:45 - 06.10.2018 17:00","52725","52014"
"06.10.2018 17:00 - 06.10.2018 17:15","53149","52543"
"06.10.2018 17:15 - 06.10.2018 17:30","53082","52399"
"06.10.2018 17:30 - 06.10.2018 17:45","53182","52934"
"06.10.2018 17:45 - 06.10.2018 18:00","53719","53281"
"06.10.2018 18:00 - 06.10.2018 18:15","53900","53645"
"06.10.2018 18:15 - 06.10.2018 18:30","54304","53652"
"06.10.2018 18:30 - 06.10.2018 18:45","54846","54127"
"06.10.2018 18:45 - 06.10.2018 19:00","54575","54870"
"06.10.2018 19:00 - 06.10.2018 19:15","55566","56097"
"06.10.2018 19:15 - 06.10.2018 19:30","56151","56373"
"06.10.2018 19:30 - 06.10.2018 19:45","56399","56263"
"06.10.2018 19:45 - 06.10.2018 20:00","55021","55725"
"06.10.2018 20:00 - 06.10.2018 20:15","55123","54868"
"06.10.2018 20:15 - 06.10.2018 20:30","53984","53772"
"06.10.2018 20:30 - 06.10.2018 20:45","53138","52997"
"06.10.2018 20:45 - 06.10.2018 21:00","52756","52575"
"06.10.2018 21:00 - 06.10.2018 21:15","51670","51755"
"06.10.2018 21:15 - 06.10.2018 21:30","51321","51328"
"06.10.2018 21:30 - 06.10.2018 21:45","51485","50734"
"06.10.2018 21:45 - 06.10.2018 22:00","51036","50237"
"06.10.2018 22:00 - 06.10.2018 22:15","51138","49888"
"06.10.2018 22:15 - 06.10.2018 22:30","49059","49048"
"06.10.2018 22:30 - 06.10.2018 22:45","49262","48215"
"06.10.2018 22:45 - 06.10.2018 23:00","47854","47598"
"06.10.2018 23:00 - 06.10.2018 23:15","47771","46429"
"06.10.2018 23:15 - 06.10.2018 23:30","46783","45639"
"06.10.2018 23:30 - 06.10.2018 23:45","45291","44863"
"06.10.2018 23:45 - 07.10.2018 00:00","44713","44097"
"07.10.2018 00:00 - 07.10.2018 00:15","44687","42539"
"07.10.2018 00:15 - 07.10.2018 00:30","44169","41995"
"07.10.2018 00:30 - 07.10.2018 00:45","43776","41354"
"07.10.2018 00:45 - 07.10.2018 01:00","43440","41243"
"07.10.2018 01:00 - 07.10.2018 01:15","43082","40335"
"07.10.2018 01:15 - 07.10.2018 01:30","42017","40311"
"07.10.2018 01:30 - 07.10.2018 01:45","42212","39828"
"07.10.2018 01:45 - 07.10.2018 02:00","41855","39600"
"07.10.2018 02:00 - 07.10.2018 02:15","N/A","39280"
"07.10.2018 02:15 - 07.10.2018 02:30","N/A","38988"
"07.10.2018 02:30 - 07.10.2018 02:45","N/A","38882"
"07.10.2018 02:45 - 07.10.2018 03:00","N/A","38612"
"07.10.2018 03:00 - 07.10.2018 03:15","N/A","38645"
"07.10.2018 03:15 - 07.10.2018 03:30","N/A","38792"
"07.10.2018 03:30 - 07.10.2018 03:45","N/A","38919"
"07.10.2018 03:45 - 07.10.2018 04:00","N/A","39065"
"07.10.2018 04:00 - 07.10.2018 04:15","N/A","39086"
"07.10.2018 04:15 - 07.10.2018 04:30","N/A","39106"
"07.10.2018 04:30 - 07.10.2018 04:45","N/A","39418"
"07.10.2018 04:45 - 07.10.2018 05:00","N/A","39586"
"07.10.2018 05:00 - 07.10.2018 05:15","N/A","39887"
"07.10.2018 05:15 - 07.10.2018 05:30","N/A","40010"
"07.10.2018 05:30 - 07.10.2018 05:45","N/A","40009"
"07.10.2018 05:45 - 07.10.2018 06:00","N/A","40405"
"07.10.2018 06:00 - 07.10.2018 06:15","N/A","40664"
"07.10.2018 06:15 - 07.10.2018 06:30","N/A","40947"
"07.10.2018 06:30 - 07.10.2018 06:45","N/A","41339"
"07.10.2018 06:45 - 07.10.2018 07:00","N/A","41538"
"07.10.2018 07:00 - 07.10.2018 07:15","N/A","42761"
"07.10.2018 07:15 - 07.10.2018 07:30","N/A","42892"
"07.10.2018 07:30 - 07.10.2018 07:45","N/A","43419"
"07.10.2018 07:45 - 07.10.2018 08:00","N/A","44437"
"07.10.2018 08:00 - 07.10.2018 08:15","N/A","45480"
"07.10.2018 08:15 - 07.10.2018 08:30","N/A","46615"
"07.10.2018 08:30 - 07.10.2018 08:45","N/A","47170"
"07.10.2018 08:45 - 07.10.2018 09:00","N/A","47990"
"07.10.2018 09:00 - 07.10.2018 09:15","N/A","48486"
"07.10.2018 09:15 - 07.10.2018 09:30","N/A","49002"
"07.10.2018 09:30 - 07.10.2018 09:45","N/A","49427"
"07.10.2018 09:45 - 07.10.2018 10:00","N/A","50248"
"07.10.2018 10:00 - 07.10.2018 10:15","N/A","50219"
"07.10.2018 10:15 - 07.10.2018 10:30","N/A","50713"
"07.10.2018 10:30 - 07.10.2018 10:45","N/A","51163"
"07.10.2018 10:45 - 07.10.2018 11:00","N/A","51884"
"07.10.2018 11:00 - 07.10.2018 11:15","N/A","52434"
"07.10.2018 11:15 - 07.10.2018 11:30","N/A","52908"
"07.10.2018 11:30 - 07.10.2018 11:45","N/A","53435"
"07.10.2018 11:45 - 07.10.2018 12:00","N/A","53389"
"07.10.2018 12:00 - 07.10.2018 12:15","N/A","52799"
"07.10.2018 12:15 - 07.10.2018 12:30","N/A","52267"
"07.10.2018 12:30 - 07.10.2018 12:45","N/A","51957"
"07.10.2018 12:45 - 07.10.2018 13:00","N/A","51688"
"07.10.2018 13:00 - 07.10.2018 13:15","N/A","50735"
"07.10.2018 13:15 - 07.10.2018 13:30","N/A","50327"
"07.10.2018 13:30 - 07.10.2018 13:45","N/A","49682"
"07.10.2018 13:45 - 07.10.2018 14:00","N/A","49262"
"07.10.2018 14:00 - 07.10.2018 14:15","N/A","49112"
"07.10.2018 14:15 - 07.10.2018 14:30","N/A","48651"
"07.10.2018 14:30 - 07.10.2018 14:45","N/A","48389"
"07.10.2018 14:45 - 07.10.2018 15:00","N/A","48026"
"07.10.2018 15:00 - 07.10.2018 15:15","N/A","48087"
"07.10.2018 15:15 - 07.10.2018 15:30","N/A","47548"
"07.10.2018 15:30 - 07.10.2018 15:45","N/A","46980"
"07.10.2018 15:45 - 07.10.2018 16:00","N/A","46902"
"07.10.2018 16:00 - 07.10.2018 16:15","N/A","47495"
"07.10.2018 16:15 - 07.10.2018 16:30","N/A","47327"
"07.10.2018 16:30 - 07.10.2018 16:45","N/A","47181"
"07.10.2018 16:45 - 07.10.2018 17:00","N/A","47208"
"07.10.2018 17:00 - 07.10.2018 17:15","N/A","48338"
"07.10.2018 17:15 - 07.10.2018 17:30","N/A","48614"
"07.10.2018 17:30 - 07.10.2018 17:45","N/A","48926"
"07.10.2018 17:45 - 07.10.2018 18:00","N/A","49494"
"07.10.2018 18:00 - 07.10.2018 18:15","N/A","50398"
"07.10.2018 18:15 - 07.10.2018 18:30","N/A","50774"
"07.10.2018 18:30 - 07.10.2018 18:45","N/A","51364"
"07.10.2018 18:45 - 07.10.2018 19:00","N/A","52417"
"07.10.2018 19:00 - 07.10.2018 19:15","N/A","53575"
"07.10.2018 19:15 - 07.10.2018 19:30","N/A","53859"
"07.10.2018 19:30 - 07.10.2018 19:45","N/A","53719"
"07.10.2018 19:45 - 07.10.2018 20:00","N/A","53330"
"07.10.2018 20:00 - 07.10.2018 20:15","N/A","52870"
"07.10.2018 20:15 - 07.10.2018 20:30","N/A","51772"
"07.10.2018 20:30 - 07.10.2018 20:45","N/A","51011"
"07.10.2018 20:45 - 07.10.2018 21:00","N/A","50402"
"07.10.2018 21:00 - 07.10.2018 21:15","N/A","49925"
"07.10.2018 21:15 - 07.10.2018 21:30","N/A","49507"
"07.10.2018 21:30 - 07.10.2018 21:45","N/A","49054"
"07.10.2018 21:45 - 07.10.2018 22:00","N/A","49108"
"07.10.2018 22:00 - 07.10.2018 22:15","N/A","49095"
"07.10.2018 22:15 - 07.10.2018 22:30","N/A","48727"
"07.10.2018 22:30 - 07.10.2018 22:45","N/A","48166"
"07.10.2018 22:45 - 07.10.2018 23:00","N/A","47464"
"07.10.2018 23:00 - 07.10.2018 23:15","N/A","46668"
"07.10.2018 23:15 - 07.10.2018 23:30","N/A","45926"
"07.10.2018 23:30 - 07.10.2018 23:45","N/A","45093"
"07.10.2018 23:45 - 08.10.2018 00:00","N/A","44673"
"08.10.2018 00:00 - 08.10.2018 00:15","N/A","44421"
"08.10.2018 00:15 - 08.10.2018 00:30","N/A","44091"
"08.10.2018 00:30 - 08.10.2018 00:45","N/A","43535"
"08.10.2018 00:45 - 08.10.2018 01:00","N/A","43211"
"08.10.2018 01:00 - 08.10.2018 01:15","N/A","42640"
"08.10.2018 01:15 - 08.10.2018 01:30","N/A","42731"
"08.10.2018 01:30 - 08.10.2018 01:45","N/A","42399"
"08.10.2018 01:45 - 08.10.2018 02:00","N/A","42288"
"08.10.2018 02:00 - 08.10.2018 02:15","40722","42140"
"08.10.2018 02:15 - 08.10.2018 02:30","40522","42141"
"08.10.2018 02:30 - 08.10.2018 02:45","40721","42264"
"08.10.2018 02:45 - 08.10.2018 03:00","40813","42208"
"08.10.2018 03:00 - 08.10.2018 03:15","41018","42402"
"08.10.2018 03:15 - 08.10.2018 03:30","41067","42483"
"08.10.2018 03:30 - 08.10.2018 03:45","41190","42785"
"08.10.2018 03:45 - 08.10.2018 04:00","41371","43032"
"08.10.2018 04:00 - 08.10.2018 04:15","42154","43778"
"08.10.2018 04:15 - 08.10.2018 04:30","42504","44598"
"08.10.2018 04:30 - 08.10.2018 04:45","43116","45409"
"08.10.2018 04:45 - 08.10.2018 05:00","43791","46165"
"08.10.2018 05:00 - 08.10.2018 05:15","45265","47499"
"08.10.2018 05:15 - 08.10.2018 05:30","46140","48549"
"08.10.2018 05:30 - 08.10.2018 05:45","47432","50183"
"08.10.2018 05:45 - 08.10.2018 06:00","49326","51934"
"08.10.2018 06:00 - 08.10.2018 06:15","52765","55614"
"08.10.2018 06:15 - 08.10.2018 06:30","55235","57995"
"08.10.2018 06:30 - 08.10.2018 06:45","57095","60133"
"08.10.2018 06:45 - 08.10.2018 07:00","58771","62000"
"08.10.2018 07:00 - 08.10.2018 07:15","60498","63913"
"08.10.2018 07:15 - 08.10.2018 07:30","61188","64771"
"08.10.2018 07:30 - 08.10.2018 07:45","62086","65447"
"08.10.2018 07:45 - 08.10.2018 08:00","62936","66320"
"08.10.2018 08:00 - 08.10.2018 08:15","64028","67027"
"08.10.2018 08:15 - 08.10.2018 08:30","64517","67468"
"08.10.2018 08:30 - 08.10.2018 08:45","64886","67915"
"08.10.2018 08:45 - 08.10.2018 09:00","65044","68045"
"08.10.2018 09:00 - 08.10.2018 09:15","64759","67473"
"08.10.2018 09:15 - 08.10.2018 09:30","65354","67903"
"08.10.2018 09:30 - 08.10.2018 09:45","65674","68031"
"08.10.2018 09:45 - 08.10.2018 10:00","65831","68286"
"08.10.2018 10:00 - 08.10.2018 10:15","66046","68460"
"08.10.2018 10:15 - 08.10.2018 10:30","66095","68473"
"08.10.2018 10:30 - 08.10.2018 10:45","66351","68746"
"08.10.2018 10:45 - 08.10.2018 11:00","66714","68984"
"08.10.2018 11:00 - 08.10.2018 11:15","67240","68838"
"08.10.2018 11:15 - 08.10.2018 11:30","67580","69205"
"08.10.2018 11:30 - 08.10.2018 11:45","67754","69457"
"08.10.2018 11:45 - 08.10.2018 12:00","67990","69859"
"08.10.2018 12:00 - 08.10.2018 12:15","66378","68712"
"08.10.2018 12:15 - 08.10.2018 12:30","65783","68367"
"08.10.2018 12:30 - 08.10.2018 12:45","66252","68018"
"08.10.2018 12:45 - 08.10.2018 13:00","65403","67735"
"08.10.2018 13:00 - 08.10.2018 13:15","66226","67711"
"08.10.2018 13:15 - 08.10.2018 13:30","65704","67474"
"08.10.2018 13:30 - 08.10.2018 13:45","65272","66871"
"08.10.2018 13:45 - 08.10.2018 14:00","65303","66166"
"08.10.2018 14:00 - 08.10.2018 14:15","65210","66559"
"08.10.2018 14:15 - 08.10.2018 14:30","64664","66538"
"08.10.2018 14:30 - 08.10.2018 14:45","63836","66148"
"08.10.2018 14:45 - 08.10.2018 15:00","63947","65610"
"08.10.2018 15:00 - 08.10.2018 15:15","63693","65695"
"08.10.2018 15:15 - 08.10.2018 15:30","63818","65539"
"08.10.2018 15:30 - 08.10.2018 15:45","63346","64910"
"08.10.2018 15:45 - 08.10.2018 16:00","63011","64382"
"08.10.2018 16:00 - 08.10.2018 16:15","61513","64083"
"08.10.2018 16:15 - 08.10.2018 16:30","61176","63607"
"08.10.2018 16:30 - 08.10.2018 16:45","60554","63215"
"08.10.2018 16:45 - 08.10.2018 17:00","61540","62912"
