"MTU","Scheduled Generation [MW] (D) - Germany (DE)","Scheduled Consumption [MW] (D) - Germany (DE)"
"13.04.2018 13:00 - 13.04.2018 14:00 (CET/CEST)","70235",""
"13.04.2018 14:00 - 13.04.2018 15:00 (CET/CEST)","69086",""
"13.04.2018 15:00 - 13.04.2018 16:00 (CET/CEST)","66986",""
"13.04.2018 16:00 - 13.04.2018 17:00 (CET/CEST)","64440",""
"13.04.2018 17:00 - 13.04.2018 18:00 (CET/CEST)","63515",""
"13.04.2018 18:00 - 13.04.2018 19:00 (CET/CEST)","63336",""
"13.04.2018 19:00 - 13.04.2018 20:00 (CET/CEST)","63979",""
"13.04.2018 20:00 - 13.04.2018 21:00 (CET/CEST)","62715",""
"13.04.2018 21:00 - 13.04.2018 22:00 (CET/CEST)","60537",""
"13.04.2018 22:00 - 13.04.2018 23:00 (CET/CEST)","57084",""
"13.04.2018 23:00 - 14.04.2018 00:00 (CET/CEST)","53171",""
"14.04.2018 00:00 - 14.04.2018 01:00 (CET/CEST)","50984",""
"14.04.2018 01:00 - 14.04.2018 02:00 (CET/CEST)","48367",""
"14.04.2018 02:00 - 14.04.2018 03:00 (CET/CEST)","47254",""
"14.04.2018 03:00 - 14.04.2018 04:00 (CET/CEST)","47100",""
"14.04.2018 04:00 - 14.04.2018 05:00 (CET/CEST)","46650",""
"14.04.2018 05:00 - 14.04.2018 06:00 (CET/CEST)","47314",""
"14.04.2018 06:00 - 14.04.2018 07:00 (CET/CEST)","47889",""
"14.04.2018 07:00 - 14.04.2018 08:00 (CET/CEST)","50896",""
"14.04.2018 08:00 - 14.04.2018 09:00 (CET/CEST)","54953",""
"14.04.2018 09:00 - 14.04.2018 10:00 (CET/CEST)","58290",""
"14.04.2018 10:00 - 14.04.2018 11:00 (CET/CEST)","61197",""
"14.04.2018 11:00 - 14.04.2018 12:00 (CET/CEST)","63515",""
"14.04.2018 12:00 - 14.04.2018 13:00 (CET/CEST)","65079",""
"14.04.2018 13:00 - 14.04.2018 14:00 (CET/CEST)","64260",""
"14.04.2018 14:00 - 14.04.2018 15:00 (CET/CEST)","61301",""
"14.04.2018 15:00 - 14.04.2018 16:00 (CET/CEST)","58857",""
"14.04.2018 16:00 - 14.04.2018 17:00 (CET/CEST)","56396",""
"14.04.2018 17:00 - 14.04.2018 18:00 (CET/CEST)","52271",""
"14.04.2018 18:00 - 14.04.2018 19:00 (CET/CEST)","50134",""
"14.04.2018 19:00 - 14.04.2018 20:00 (CET/CEST)","50633",""
"14.04.2018 20:00 - 14.04.2018 21:00 (CET/CEST)","49002",""
"14.04.2018 21:00 - 14.04.2018 22:00 (CET/CEST)","46881",""
"14.04.2018 22:00 - 14.04.2018 23:00 (CET/CEST)","46158",""
"14.04.2018 23:00 - 15.04.2018 00:00 (CET/CEST)","43792",""
"15.04.2018 00:00 - 15.04.2018 01:00 (CET/CEST)","40884",""
"15.04.2018 01:00 - 15.04.2018 02:00 (CET/CEST)","39298",""
"15.04.2018 02:00 - 15.04.2018 03:00 (CET/CEST)","37780",""
"15.04.2018 03:00 - 15.04.2018 04:00 (CET/CEST)","36740",""
"15.04.2018 04:00 - 15.04.2018 05:00 (CET/CEST)","36780",""
"15.04.2018 05:00 - 15.04.2018 06:00 (CET/CEST)","36723",""
"15.04.2018 06:00 - 15.04.2018 07:00 (CET/CEST)","37203",""
"15.04.2018 07:00 - 15.04.2018 08:00 (CET/CEST)","39857",""
"15.04.2018 08:00 - 15.04.2018 09:00 (CET/CEST)","44176",""
"15.04.2018 09:00 - 15.04.2018 10:00 (CET/CEST)","48305",""
"15.04.2018 10:00 - 15.04.2018 11:00 (CET/CEST)","51243",""
"15.04.2018 11:00 - 15.04.2018 12:00 (CET/CEST)","54564",""
"15.04.2018 12:00 - 15.04.2018 13:00 (CET/CEST)","55179",""
"15.04.2018 13:00 - 15.04.2018 14:00 (CET/CEST)","52670",""
"15.04.2018 14:00 - 15.04.2018 15:00 (CET/CEST)","49611",""
"15.04.2018 15:00 - 15.04.2018 16:00 (CET/CEST)","48074",""
"15.04.2018 16:00 - 15.04.2018 17:00 (CET/CEST)","45989",""
"15.04.2018 17:00 - 15.04.2018 18:00 (CET/CEST)","46835",""
"15.04.2018 18:00 - 15.04.2018 19:00 (CET/CEST)","46258",""
"15.04.2018 19:00 - 15.04.2018 20:00 (CET/CEST)","45929",""
"15.04.2018 20:00 - 15.04.2018 21:00 (CET/CEST)","46065",""
"15.04.2018 21:00 - 15.04.2018 22:00 (CET/CEST)","45688",""
"15.04.2018 22:00 - 15.04.2018 23:00 (CET/CEST)","45487",""
"15.04.2018 23:00 - 16.04.2018 00:00 (CET/CEST)","43838",""
"16.04.2018 00:00 - 16.04.2018 01:00 (CET/CEST)","43776",""
"16.04.2018 01:00 - 16.04.2018 02:00 (CET/CEST)","41653",""
"16.04.2018 02:00 - 16.04.2018 03:00 (CET/CEST)","40801",""
"16.04.2018 03:00 - 16.04.2018 04:00 (CET/CEST)","41378",""
"16.04.2018 04:00 - 16.04.2018 05:00 (CET/CEST)","43210",""
"16.04.2018 05:00 - 16.04.2018 06:00 (CET/CEST)","46890",""
"16.04.2018 06:00 - 16.04.2018 07:00 (CET/CEST)","53501",""
"16.04.2018 07:00 - 16.04.2018 08:00 (CET/CEST)","59650",""
"16.04.2018 08:00 - 16.04.2018 09:00 (CET/CEST)","63413",""
"16.04.2018 09:00 - 16.04.2018 10:00 (CET/CEST)","65988",""
"16.04.2018 10:00 - 16.04.2018 11:00 (CET/CEST)","67377",""
"16.04.2018 11:00 - 16.04.2018 12:00 (CET/CEST)","69157",""
"16.04.2018 12:00 - 16.04.2018 13:00 (CET/CEST)","69432",""
"16.04.2018 13:00 - 16.04.2018 14:00 (CET/CEST)","69402",""
"16.04.2018 14:00 - 16.04.2018 15:00 (CET/CEST)","67997",""
"16.04.2018 15:00 - 16.04.2018 16:00 (CET/CEST)","65843",""
"16.04.2018 16:00 - 16.04.2018 17:00 (CET/CEST)","63339",""
"16.04.2018 17:00 - 16.04.2018 18:00 (CET/CEST)","61054",""
"16.04.2018 18:00 - 16.04.2018 19:00 (CET/CEST)","59819",""
"16.04.2018 19:00 - 16.04.2018 20:00 (CET/CEST)","59404",""
"16.04.2018 20:00 - 16.04.2018 21:00 (CET/CEST)","58586",""
"16.04.2018 21:00 - 16.04.2018 22:00 (CET/CEST)","58082",""
"16.04.2018 22:00 - 16.04.2018 23:00 (CET/CEST)","55907",""
"16.04.2018 23:00 - 17.04.2018 00:00 (CET/CEST)","52758",""
"17.04.2018 00:00 - 17.04.2018 01:00 (CET/CEST)","48121",""
"17.04.2018 01:00 - 17.04.2018 02:00 (CET/CEST)","46700",""
"17.04.2018 02:00 - 17.04.2018 03:00 (CET/CEST)","45577",""
"17.04.2018 03:00 - 17.04.2018 04:00 (CET/CEST)","45007",""
"17.04.2018 04:00 - 17.04.2018 05:00 (CET/CEST)","45408",""
"17.04.2018 05:00 - 17.04.2018 06:00 (CET/CEST)","48219",""
"17.04.2018 06:00 - 17.04.2018 07:00 (CET/CEST)","55194",""
"17.04.2018 07:00 - 17.04.2018 08:00 (CET/CEST)","61250",""
"17.04.2018 08:00 - 17.04.2018 09:00 (CET/CEST)","67075",""
"17.04.2018 09:00 - 17.04.2018 10:00 (CET/CEST)","70501",""
"17.04.2018 10:00 - 17.04.2018 11:00 (CET/CEST)","72538",""
"17.04.2018 11:00 - 17.04.2018 12:00 (CET/CEST)","74035",""
"17.04.2018 12:00 - 17.04.2018 13:00 (CET/CEST)","74323",""
"17.04.2018 13:00 - 17.04.2018 14:00 (CET/CEST)","72880",""
"17.04.2018 14:00 - 17.04.2018 15:00 (CET/CEST)","70869",""
"17.04.2018 15:00 - 17.04.2018 16:00 (CET/CEST)","68188",""
"17.04.2018 16:00 - 17.04.2018 17:00 (CET/CEST)","65080",""
"17.04.2018 17:00 - 17.04.2018 18:00 (CET/CEST)","62872",""
"17.04.2018 18:00 - 17.04.2018 19:00 (CET/CEST)","60118",""
"17.04.2018 19:00 - 17.04.2018 20:00 (CET/CEST)","59110",""
"17.04.2018 20:00 - 17.04.2018 21:00 (CET/CEST)","59148",""
"17.04.2018 21:00 - 17.04.2018 22:00 (CET/CEST)","57471",""
"17.04.2018 22:00 - 17.04.2018 23:00 (CET/CEST)","55423",""
"17.04.2018 23:00 - 18.04.2018 00:00 (CET/CEST)","52834",""
"18.04.2018 00:00 - 18.04.2018 01:00 (CET/CEST)","48290",""
"18.04.2018 01:00 - 18.04.2018 02:00 (CET/CEST)","46809",""
"18.04.2018 02:00 - 18.04.2018 03:00 (CET/CEST)","46037",""
"18.04.2018 03:00 - 18.04.2018 04:00 (CET/CEST)","46311",""
"18.04.2018 04:00 - 18.04.2018 05:00 (CET/CEST)","46671",""
"18.04.2018 05:00 - 18.04.2018 06:00 (CET/CEST)","50035",""
"18.04.2018 06:00 - 18.04.2018 07:00 (CET/CEST)","56313",""
"18.04.2018 07:00 - 18.04.2018 08:00 (CET/CEST)","63080",""
"18.04.2018 08:00 - 18.04.2018 09:00 (CET/CEST)","68682",""
"18.04.2018 09:00 - 18.04.2018 10:00 (CET/CEST)","71868",""
"18.04.2018 10:00 - 18.04.2018 11:00 (CET/CEST)","74270",""
"18.04.2018 11:00 - 18.04.2018 12:00 (CET/CEST)","76132",""
"18.04.2018 12:00 - 18.04.2018 13:00 (CET/CEST)","76035",""
"18.04.2018 13:00 - 18.04.2018 14:00 (CET/CEST)","74201",""
"18.04.2018 14:00 - 18.04.2018 15:00 (CET/CEST)","71289",""
"18.04.2018 15:00 - 18.04.2018 16:00 (CET/CEST)","69114",""
"18.04.2018 16:00 - 18.04.2018 17:00 (CET/CEST)","65971",""
"18.04.2018 17:00 - 18.04.2018 18:00 (CET/CEST)","62321",""
"18.04.2018 18:00 - 18.04.2018 19:00 (CET/CEST)","59713",""
"18.04.2018 19:00 - 18.04.2018 20:00 (CET/CEST)","58142",""
"18.04.2018 20:00 - 18.04.2018 21:00 (CET/CEST)","58450",""
"18.04.2018 21:00 - 18.04.2018 22:00 (CET/CEST)","58356",""
"18.04.2018 22:00 - 18.04.2018 23:00 (CET/CEST)","55690",""
"18.04.2018 23:00 - 19.04.2018 00:00 (CET/CEST)","52224",""
"19.04.2018 00:00 - 19.04.2018 01:00 (CET/CEST)","48004",""
"19.04.2018 01:00 - 19.04.2018 02:00 (CET/CEST)","46576",""
"19.04.2018 02:00 - 19.04.2018 03:00 (CET/CEST)","45601",""
"19.04.2018 03:00 - 19.04.2018 04:00 (CET/CEST)","45088",""
"19.04.2018 04:00 - 19.04.2018 05:00 (CET/CEST)","45891",""
"19.04.2018 05:00 - 19.04.2018 06:00 (CET/CEST)","49452",""
"19.04.2018 06:00 - 19.04.2018 07:00 (CET/CEST)","55648",""
"19.04.2018 07:00 - 19.04.2018 08:00 (CET/CEST)","63316",""
"19.04.2018 08:00 - 19.04.2018 09:00 (CET/CEST)","69630",""
"19.04.2018 09:00 - 19.04.2018 10:00 (CET/CEST)","71886",""
"19.04.2018 10:00 - 19.04.2018 11:00 (CET/CEST)","74986",""
"19.04.2018 11:00 - 19.04.2018 12:00 (CET/CEST)","76003",""
"19.04.2018 12:00 - 19.04.2018 13:00 (CET/CEST)","76947",""
"19.04.2018 13:00 - 19.04.2018 14:00 (CET/CEST)","75894",""
"19.04.2018 14:00 - 19.04.2018 15:00 (CET/CEST)","74360",""
"19.04.2018 15:00 - 19.04.2018 16:00 (CET/CEST)","71125",""
"19.04.2018 16:00 - 19.04.2018 17:00 (CET/CEST)","66863",""
"19.04.2018 17:00 - 19.04.2018 18:00 (CET/CEST)","63120",""
"19.04.2018 18:00 - 19.04.2018 19:00 (CET/CEST)","60505",""
"19.04.2018 19:00 - 19.04.2018 20:00 (CET/CEST)","59934",""
"19.04.2018 20:00 - 19.04.2018 21:00 (CET/CEST)","61554",""
"19.04.2018 21:00 - 19.04.2018 22:00 (CET/CEST)","60516",""
"19.04.2018 22:00 - 19.04.2018 23:00 (CET/CEST)","57517",""
"19.04.2018 23:00 - 20.04.2018 00:00 (CET/CEST)","54164",""
"20.04.2018 00:00 - 20.04.2018 01:00 (CET/CEST)","52240",""
"20.04.2018 01:00 - 20.04.2018 02:00 (CET/CEST)","50552",""
"20.04.2018 02:00 - 20.04.2018 03:00 (CET/CEST)","49295",""
"20.04.2018 03:00 - 20.04.2018 04:00 (CET/CEST)","47832",""
"20.04.2018 04:00 - 20.04.2018 05:00 (CET/CEST)","47282",""
"20.04.2018 05:00 - 20.04.2018 06:00 (CET/CEST)","49776",""
"20.04.2018 06:00 - 20.04.2018 07:00 (CET/CEST)","53237",""
"20.04.2018 07:00 - 20.04.2018 08:00 (CET/CEST)","60181",""
"20.04.2018 08:00 - 20.04.2018 09:00 (CET/CEST)","65612",""
"20.04.2018 09:00 - 20.04.2018 10:00 (CET/CEST)","68153",""
"20.04.2018 10:00 - 20.04.2018 11:00 (CET/CEST)","69894",""
"20.04.2018 11:00 - 20.04.2018 12:00 (CET/CEST)","72274",""
"20.04.2018 12:00 - 20.04.2018 13:00 (CET/CEST)","73530",""
"20.04.2018 13:00 - 20.04.2018 14:00 (CET/CEST)","72369",""
"20.04.2018 14:00 - 20.04.2018 15:00 (CET/CEST)","71080",""
"20.04.2018 15:00 - 20.04.2018 16:00 (CET/CEST)","68492",""
"20.04.2018 16:00 - 20.04.2018 17:00 (CET/CEST)","64286",""
"20.04.2018 17:00 - 20.04.2018 18:00 (CET/CEST)","59365",""
"20.04.2018 18:00 - 20.04.2018 19:00 (CET/CEST)","56496",""
"20.04.2018 19:00 - 20.04.2018 20:00 (CET/CEST)","54384",""
"20.04.2018 20:00 - 20.04.2018 21:00 (CET/CEST)","53656",""
"20.04.2018 21:00 - 20.04.2018 22:00 (CET/CEST)","52592",""
"20.04.2018 22:00 - 20.04.2018 23:00 (CET/CEST)","50490",""
"20.04.2018 23:00 - 21.04.2018 00:00 (CET/CEST)","46737",""
"21.04.2018 00:00 - 21.04.2018 01:00 (CET/CEST)","42431",""
"21.04.2018 01:00 - 21.04.2018 02:00 (CET/CEST)","40267",""
"21.04.2018 02:00 - 21.04.2018 03:00 (CET/CEST)","39196",""
"21.04.2018 03:00 - 21.04.2018 04:00 (CET/CEST)","37836",""
"21.04.2018 04:00 - 21.04.2018 05:00 (CET/CEST)","37488",""
"21.04.2018 05:00 - 21.04.2018 06:00 (CET/CEST)","37256",""
"21.04.2018 06:00 - 21.04.2018 07:00 (CET/CEST)","38111",""
"21.04.2018 07:00 - 21.04.2018 08:00 (CET/CEST)","41131",""
"21.04.2018 08:00 - 21.04.2018 09:00 (CET/CEST)","46647",""
"21.04.2018 09:00 - 21.04.2018 10:00 (CET/CEST)","51599",""
"21.04.2018 10:00 - 21.04.2018 11:00 (CET/CEST)","55633",""
"21.04.2018 11:00 - 21.04.2018 12:00 (CET/CEST)","58630",""
"21.04.2018 12:00 - 21.04.2018 13:00 (CET/CEST)","59166",""
"21.04.2018 13:00 - 21.04.2018 14:00 (CET/CEST)","58691",""
"21.04.2018 14:00 - 21.04.2018 15:00 (CET/CEST)","54811",""
"21.04.2018 15:00 - 21.04.2018 16:00 (CET/CEST)","53013",""
"21.04.2018 16:00 - 21.04.2018 17:00 (CET/CEST)","49529",""
"21.04.2018 17:00 - 21.04.2018 18:00 (CET/CEST)","45947",""
"21.04.2018 18:00 - 21.04.2018 19:00 (CET/CEST)","44268",""
"21.04.2018 19:00 - 21.04.2018 20:00 (CET/CEST)","44041",""
"21.04.2018 20:00 - 21.04.2018 21:00 (CET/CEST)","43547",""
"21.04.2018 21:00 - 21.04.2018 22:00 (CET/CEST)","41953",""
"21.04.2018 22:00 - 21.04.2018 23:00 (CET/CEST)","41027",""
"21.04.2018 23:00 - 22.04.2018 00:00 (CET/CEST)","38205",""
"22.04.2018 00:00 - 22.04.2018 01:00 (CET/CEST)","28245",""
"22.04.2018 01:00 - 22.04.2018 02:00 (CET/CEST)","25595",""
"22.04.2018 02:00 - 22.04.2018 03:00 (CET/CEST)","24529",""
"22.04.2018 03:00 - 22.04.2018 04:00 (CET/CEST)","23843",""
"22.04.2018 04:00 - 22.04.2018 05:00 (CET/CEST)","23835",""
"22.04.2018 05:00 - 22.04.2018 06:00 (CET/CEST)","24084",""
"22.04.2018 06:00 - 22.04.2018 07:00 (CET/CEST)","25746",""
"22.04.2018 07:00 - 22.04.2018 08:00 (CET/CEST)","29848",""
"22.04.2018 08:00 - 22.04.2018 09:00 (CET/CEST)","35382",""
"22.04.2018 09:00 - 22.04.2018 10:00 (CET/CEST)","40479",""
"22.04.2018 10:00 - 22.04.2018 11:00 (CET/CEST)","44275",""
"22.04.2018 11:00 - 22.04.2018 12:00 (CET/CEST)","48325",""
"22.04.2018 12:00 - 22.04.2018 13:00 (CET/CEST)","50806",""
"22.04.2018 13:00 - 22.04.2018 14:00 (CET/CEST)","49780",""
"22.04.2018 14:00 - 22.04.2018 15:00 (CET/CEST)","48074",""
"22.04.2018 15:00 - 22.04.2018 16:00 (CET/CEST)","45017",""
"22.04.2018 16:00 - 22.04.2018 17:00 (CET/CEST)","40736",""
"22.04.2018 17:00 - 22.04.2018 18:00 (CET/CEST)","38440",""
"22.04.2018 18:00 - 22.04.2018 19:00 (CET/CEST)","37369",""
"22.04.2018 19:00 - 22.04.2018 20:00 (CET/CEST)","37706",""
"22.04.2018 20:00 - 22.04.2018 21:00 (CET/CEST)","38441",""
"22.04.2018 21:00 - 22.04.2018 22:00 (CET/CEST)","38363",""
"22.04.2018 22:00 - 22.04.2018 23:00 (CET/CEST)","38623",""
"22.04.2018 23:00 - 23.04.2018 00:00 (CET/CEST)","37406",""
"23.04.2018 00:00 - 23.04.2018 01:00 (CET/CEST)","43561",""
"23.04.2018 01:00 - 23.04.2018 02:00 (CET/CEST)","41876",""
"23.04.2018 02:00 - 23.04.2018 03:00 (CET/CEST)","41436",""
"23.04.2018 03:00 - 23.04.2018 04:00 (CET/CEST)","41602",""
"23.04.2018 04:00 - 23.04.2018 05:00 (CET/CEST)","43281",""
"23.04.2018 05:00 - 23.04.2018 06:00 (CET/CEST)","48992",""
"23.04.2018 06:00 - 23.04.2018 07:00 (CET/CEST)","55099",""
"23.04.2018 07:00 - 23.04.2018 08:00 (CET/CEST)","61242",""
"23.04.2018 08:00 - 23.04.2018 09:00 (CET/CEST)","66565",""
"23.04.2018 09:00 - 23.04.2018 10:00 (CET/CEST)","68858",""
"23.04.2018 10:00 - 23.04.2018 11:00 (CET/CEST)","71348",""
"23.04.2018 11:00 - 23.04.2018 12:00 (CET/CEST)","74090",""
"23.04.2018 12:00 - 23.04.2018 13:00 (CET/CEST)","76307",""
"23.04.2018 13:00 - 23.04.2018 14:00 (CET/CEST)","76602",""
"23.04.2018 14:00 - 23.04.2018 15:00 (CET/CEST)","75174",""
"23.04.2018 15:00 - 23.04.2018 16:00 (CET/CEST)","73618",""
"23.04.2018 16:00 - 23.04.2018 17:00 (CET/CEST)","69878",""
"23.04.2018 17:00 - 23.04.2018 18:00 (CET/CEST)","66346",""
"23.04.2018 18:00 - 23.04.2018 19:00 (CET/CEST)","63535",""
"23.04.2018 19:00 - 23.04.2018 20:00 (CET/CEST)","61319",""
"23.04.2018 20:00 - 23.04.2018 21:00 (CET/CEST)","58517",""
"23.04.2018 21:00 - 23.04.2018 22:00 (CET/CEST)","55323",""
"23.04.2018 22:00 - 23.04.2018 23:00 (CET/CEST)","51023",""
"23.04.2018 23:00 - 24.04.2018 00:00 (CET/CEST)","47825",""
"24.04.2018 00:00 - 24.04.2018 01:00 (CET/CEST)","46087",""
"24.04.2018 01:00 - 24.04.2018 02:00 (CET/CEST)","45839",""
"24.04.2018 02:00 - 24.04.2018 03:00 (CET/CEST)","45523",""
"24.04.2018 03:00 - 24.04.2018 04:00 (CET/CEST)","45503",""
"24.04.2018 04:00 - 24.04.2018 05:00 (CET/CEST)","46624",""
"24.04.2018 05:00 - 24.04.2018 06:00 (CET/CEST)","50389",""
"24.04.2018 06:00 - 24.04.2018 07:00 (CET/CEST)","56157",""
"24.04.2018 07:00 - 24.04.2018 08:00 (CET/CEST)","62950",""
"24.04.2018 08:00 - 24.04.2018 09:00 (CET/CEST)","68470",""
"24.04.2018 09:00 - 24.04.2018 10:00 (CET/CEST)","71045",""
"24.04.2018 10:00 - 24.04.2018 11:00 (CET/CEST)","72761",""
"24.04.2018 11:00 - 24.04.2018 12:00 (CET/CEST)","75055",""
"24.04.2018 12:00 - 24.04.2018 13:00 (CET/CEST)","76313",""
"24.04.2018 13:00 - 24.04.2018 14:00 (CET/CEST)","74996",""
"24.04.2018 14:00 - 24.04.2018 15:00 (CET/CEST)","71675",""
"24.04.2018 15:00 - 24.04.2018 16:00 (CET/CEST)","68896",""
"24.04.2018 16:00 - 24.04.2018 17:00 (CET/CEST)","64967",""
"24.04.2018 17:00 - 24.04.2018 18:00 (CET/CEST)","60925",""
"24.04.2018 18:00 - 24.04.2018 19:00 (CET/CEST)","58889",""
"24.04.2018 19:00 - 24.04.2018 20:00 (CET/CEST)","57678",""
"24.04.2018 20:00 - 24.04.2018 21:00 (CET/CEST)","55789",""
"24.04.2018 21:00 - 24.04.2018 22:00 (CET/CEST)","53313",""
"24.04.2018 22:00 - 24.04.2018 23:00 (CET/CEST)","50363",""
"24.04.2018 23:00 - 25.04.2018 00:00 (CET/CEST)","46796",""
"25.04.2018 00:00 - 25.04.2018 01:00 (CET/CEST)","43491",""
"25.04.2018 01:00 - 25.04.2018 02:00 (CET/CEST)","42464",""
"25.04.2018 02:00 - 25.04.2018 03:00 (CET/CEST)","41802",""
"25.04.2018 03:00 - 25.04.2018 04:00 (CET/CEST)","42573",""
"25.04.2018 04:00 - 25.04.2018 05:00 (CET/CEST)","44128",""
"25.04.2018 05:00 - 25.04.2018 06:00 (CET/CEST)","48793",""
"25.04.2018 06:00 - 25.04.2018 07:00 (CET/CEST)","55518",""
"25.04.2018 07:00 - 25.04.2018 08:00 (CET/CEST)","62089",""
"25.04.2018 08:00 - 25.04.2018 09:00 (CET/CEST)","68811",""
"25.04.2018 09:00 - 25.04.2018 10:00 (CET/CEST)","68954",""
"25.04.2018 10:00 - 25.04.2018 11:00 (CET/CEST)","70871",""
"25.04.2018 11:00 - 25.04.2018 12:00 (CET/CEST)","72377",""
"25.04.2018 12:00 - 25.04.2018 13:00 (CET/CEST)","75008",""
"25.04.2018 13:00 - 25.04.2018 14:00 (CET/CEST)","74243",""
"25.04.2018 14:00 - 25.04.2018 15:00 (CET/CEST)","72931",""
"25.04.2018 15:00 - 25.04.2018 16:00 (CET/CEST)","70452",""
"25.04.2018 16:00 - 25.04.2018 17:00 (CET/CEST)","67358",""
"25.04.2018 17:00 - 25.04.2018 18:00 (CET/CEST)","62684",""
"25.04.2018 18:00 - 25.04.2018 19:00 (CET/CEST)","59574",""
"25.04.2018 19:00 - 25.04.2018 20:00 (CET/CEST)","58382",""
"25.04.2018 20:00 - 25.04.2018 21:00 (CET/CEST)","55252",""
"25.04.2018 21:00 - 25.04.2018 22:00 (CET/CEST)","53182",""
"25.04.2018 22:00 - 25.04.2018 23:00 (CET/CEST)","51128",""
"25.04.2018 23:00 - 26.04.2018 00:00 (CET/CEST)","48905",""
"26.04.2018 00:00 - 26.04.2018 01:00 (CET/CEST)","47636",""
"26.04.2018 01:00 - 26.04.2018 02:00 (CET/CEST)","47124",""
"26.04.2018 02:00 - 26.04.2018 03:00 (CET/CEST)","46651",""
"26.04.2018 03:00 - 26.04.2018 04:00 (CET/CEST)","46209",""
"26.04.2018 04:00 - 26.04.2018 05:00 (CET/CEST)","47559",""
"26.04.2018 05:00 - 26.04.2018 06:00 (CET/CEST)","51105",""
"26.04.2018 06:00 - 26.04.2018 07:00 (CET/CEST)","57342",""
"26.04.2018 07:00 - 26.04.2018 08:00 (CET/CEST)","64454",""
"26.04.2018 08:00 - 26.04.2018 09:00 (CET/CEST)","69730",""
"26.04.2018 09:00 - 26.04.2018 10:00 (CET/CEST)","72881",""
"26.04.2018 10:00 - 26.04.2018 11:00 (CET/CEST)","75068",""
"26.04.2018 11:00 - 26.04.2018 12:00 (CET/CEST)","77429",""
"26.04.2018 12:00 - 26.04.2018 13:00 (CET/CEST)","78130",""
"26.04.2018 13:00 - 26.04.2018 14:00 (CET/CEST)","78214",""
"26.04.2018 14:00 - 26.04.2018 15:00 (CET/CEST)","76656",""
"26.04.2018 15:00 - 26.04.2018 16:00 (CET/CEST)","74454",""
"26.04.2018 16:00 - 26.04.2018 17:00 (CET/CEST)","70529",""
"26.04.2018 17:00 - 26.04.2018 18:00 (CET/CEST)","67748",""
"26.04.2018 18:00 - 26.04.2018 19:00 (CET/CEST)","64276",""
"26.04.2018 19:00 - 26.04.2018 20:00 (CET/CEST)","61110",""
"26.04.2018 20:00 - 26.04.2018 21:00 (CET/CEST)","58330",""
"26.04.2018 21:00 - 26.04.2018 22:00 (CET/CEST)","55503",""
"26.04.2018 22:00 - 26.04.2018 23:00 (CET/CEST)","52628",""
"26.04.2018 23:00 - 27.04.2018 00:00 (CET/CEST)","50746",""
"27.04.2018 00:00 - 27.04.2018 01:00 (CET/CEST)","47979",""
"27.04.2018 01:00 - 27.04.2018 02:00 (CET/CEST)","46903",""
"27.04.2018 02:00 - 27.04.2018 03:00 (CET/CEST)","45945",""
"27.04.2018 03:00 - 27.04.2018 04:00 (CET/CEST)","44990",""
"27.04.2018 04:00 - 27.04.2018 05:00 (CET/CEST)","44528",""
"27.04.2018 05:00 - 27.04.2018 06:00 (CET/CEST)","46010",""
"27.04.2018 06:00 - 27.04.2018 07:00 (CET/CEST)","49913",""
"27.04.2018 07:00 - 27.04.2018 08:00 (CET/CEST)","56569",""
"27.04.2018 08:00 - 27.04.2018 09:00 (CET/CEST)","60556",""
"27.04.2018 09:00 - 27.04.2018 10:00 (CET/CEST)","64367",""
"27.04.2018 10:00 - 27.04.2018 11:00 (CET/CEST)","65158",""
"27.04.2018 11:00 - 27.04.2018 12:00 (CET/CEST)","67047",""
"27.04.2018 12:00 - 27.04.2018 13:00 (CET/CEST)","67492",""
"27.04.2018 13:00 - 27.04.2018 14:00 (CET/CEST)","66226",""
"27.04.2018 14:00 - 27.04.2018 15:00 (CET/CEST)","63563",""
"27.04.2018 15:00 - 27.04.2018 16:00 (CET/CEST)","60011",""
"27.04.2018 16:00 - 27.04.2018 17:00 (CET/CEST)","55496",""
"27.04.2018 17:00 - 27.04.2018 18:00 (CET/CEST)","52183",""
"27.04.2018 18:00 - 27.04.2018 19:00 (CET/CEST)","51462",""
"27.04.2018 19:00 - 27.04.2018 20:00 (CET/CEST)","49907",""
"27.04.2018 20:00 - 27.04.2018 21:00 (CET/CEST)","48480",""
"27.04.2018 21:00 - 27.04.2018 22:00 (CET/CEST)","47833",""
"27.04.2018 22:00 - 27.04.2018 23:00 (CET/CEST)","47119",""
"27.04.2018 23:00 - 28.04.2018 00:00 (CET/CEST)","45229",""
"28.04.2018 00:00 - 28.04.2018 01:00 (CET/CEST)","44464",""
"28.04.2018 01:00 - 28.04.2018 02:00 (CET/CEST)","43438",""
"28.04.2018 02:00 - 28.04.2018 03:00 (CET/CEST)","43513",""
"28.04.2018 03:00 - 28.04.2018 04:00 (CET/CEST)","42932",""
"28.04.2018 04:00 - 28.04.2018 05:00 (CET/CEST)","42850",""
"28.04.2018 05:00 - 28.04.2018 06:00 (CET/CEST)","42666",""
"28.04.2018 06:00 - 28.04.2018 07:00 (CET/CEST)","43513",""
"28.04.2018 07:00 - 28.04.2018 08:00 (CET/CEST)","45874",""
"28.04.2018 08:00 - 28.04.2018 09:00 (CET/CEST)","50971",""
"28.04.2018 09:00 - 28.04.2018 10:00 (CET/CEST)","55725",""
