"MTU","Scheduled Generation [MW] (D) - Germany (DE)","Scheduled Consumption [MW] (D) - Germany (DE)"
"31.03.2017 01:00 - 31.03.2017 02:00 (CET/CEST)","49705",""
"31.03.2017 02:00 - 31.03.2017 03:00 (CET/CEST)","48876",""
"31.03.2017 03:00 - 31.03.2017 04:00 (CET/CEST)","48554",""
"31.03.2017 04:00 - 31.03.2017 05:00 (CET/CEST)","48776",""
"31.03.2017 05:00 - 31.03.2017 06:00 (CET/CEST)","52851",""
"31.03.2017 06:00 - 31.03.2017 07:00 (CET/CEST)","57480",""
"31.03.2017 07:00 - 31.03.2017 08:00 (CET/CEST)","62208",""
"31.03.2017 08:00 - 31.03.2017 09:00 (CET/CEST)","67753",""
"31.03.2017 09:00 - 31.03.2017 10:00 (CET/CEST)","70501",""
"31.03.2017 10:00 - 31.03.2017 11:00 (CET/CEST)","73264",""
"31.03.2017 11:00 - 31.03.2017 12:00 (CET/CEST)","75209",""
"31.03.2017 12:00 - 31.03.2017 13:00 (CET/CEST)","76465",""
"31.03.2017 13:00 - 31.03.2017 14:00 (CET/CEST)","74705",""
"31.03.2017 14:00 - 31.03.2017 15:00 (CET/CEST)","72027",""
"31.03.2017 15:00 - 31.03.2017 16:00 (CET/CEST)","69355",""
"31.03.2017 16:00 - 31.03.2017 17:00 (CET/CEST)","66699",""
"31.03.2017 17:00 - 31.03.2017 18:00 (CET/CEST)","62278",""
"31.03.2017 18:00 - 31.03.2017 19:00 (CET/CEST)","59292",""
"31.03.2017 19:00 - 31.03.2017 20:00 (CET/CEST)","59144",""
"31.03.2017 20:00 - 31.03.2017 21:00 (CET/CEST)","57909",""
"31.03.2017 21:00 - 31.03.2017 22:00 (CET/CEST)","55361",""
"31.03.2017 22:00 - 31.03.2017 23:00 (CET/CEST)","53015",""
"31.03.2017 23:00 - 01.04.2017 00:00 (CET/CEST)","49079",""
"01.04.2017 00:00 - 01.04.2017 01:00 (CET/CEST)","47065",""
"01.04.2017 01:00 - 01.04.2017 02:00 (CET/CEST)","43983",""
"01.04.2017 02:00 - 01.04.2017 03:00 (CET/CEST)","41984",""
"01.04.2017 03:00 - 01.04.2017 04:00 (CET/CEST)","40941",""
"01.04.2017 04:00 - 01.04.2017 05:00 (CET/CEST)","40846",""
"01.04.2017 05:00 - 01.04.2017 06:00 (CET/CEST)","41469",""
"01.04.2017 06:00 - 01.04.2017 07:00 (CET/CEST)","41342",""
"01.04.2017 07:00 - 01.04.2017 08:00 (CET/CEST)","43494",""
"01.04.2017 08:00 - 01.04.2017 09:00 (CET/CEST)","48601",""
"01.04.2017 09:00 - 01.04.2017 10:00 (CET/CEST)","53428",""
"01.04.2017 10:00 - 01.04.2017 11:00 (CET/CEST)","57041",""
"01.04.2017 11:00 - 01.04.2017 12:00 (CET/CEST)","58964",""
"01.04.2017 12:00 - 01.04.2017 13:00 (CET/CEST)","60166",""
"01.04.2017 13:00 - 01.04.2017 14:00 (CET/CEST)","58412",""
"01.04.2017 14:00 - 01.04.2017 15:00 (CET/CEST)","55441",""
"01.04.2017 15:00 - 01.04.2017 16:00 (CET/CEST)","51807",""
"01.04.2017 16:00 - 01.04.2017 17:00 (CET/CEST)","49264",""
"01.04.2017 17:00 - 01.04.2017 18:00 (CET/CEST)","47601",""
"01.04.2017 18:00 - 01.04.2017 19:00 (CET/CEST)","45806",""
"01.04.2017 19:00 - 01.04.2017 20:00 (CET/CEST)","47111",""
"01.04.2017 20:00 - 01.04.2017 21:00 (CET/CEST)","47408",""
"01.04.2017 21:00 - 01.04.2017 22:00 (CET/CEST)","46483",""
"01.04.2017 22:00 - 01.04.2017 23:00 (CET/CEST)","45752",""
"01.04.2017 23:00 - 02.04.2017 00:00 (CET/CEST)","43951",""
"02.04.2017 00:00 - 02.04.2017 01:00 (CET/CEST)","42656",""
"02.04.2017 01:00 - 02.04.2017 02:00 (CET/CEST)","41251",""
"02.04.2017 02:00 - 02.04.2017 03:00 (CET/CEST)","40530",""
"02.04.2017 03:00 - 02.04.2017 04:00 (CET/CEST)","39840",""
"02.04.2017 04:00 - 02.04.2017 05:00 (CET/CEST)","39511",""
"02.04.2017 05:00 - 02.04.2017 06:00 (CET/CEST)","39369",""
"02.04.2017 06:00 - 02.04.2017 07:00 (CET/CEST)","40200",""
"02.04.2017 07:00 - 02.04.2017 08:00 (CET/CEST)","41980",""
"02.04.2017 08:00 - 02.04.2017 09:00 (CET/CEST)","46041",""
"02.04.2017 09:00 - 02.04.2017 10:00 (CET/CEST)","50621",""
"02.04.2017 10:00 - 02.04.2017 11:00 (CET/CEST)","53962",""
"02.04.2017 11:00 - 02.04.2017 12:00 (CET/CEST)","57888",""
"02.04.2017 12:00 - 02.04.2017 13:00 (CET/CEST)","58435",""
"02.04.2017 13:00 - 02.04.2017 14:00 (CET/CEST)","55170",""
"02.04.2017 14:00 - 02.04.2017 15:00 (CET/CEST)","52810",""
"02.04.2017 15:00 - 02.04.2017 16:00 (CET/CEST)","50598",""
"02.04.2017 16:00 - 02.04.2017 17:00 (CET/CEST)","48934",""
"02.04.2017 17:00 - 02.04.2017 18:00 (CET/CEST)","48591",""
"02.04.2017 18:00 - 02.04.2017 19:00 (CET/CEST)","48851",""
"02.04.2017 19:00 - 02.04.2017 20:00 (CET/CEST)","49292",""
"02.04.2017 20:00 - 02.04.2017 21:00 (CET/CEST)","50541",""
"02.04.2017 21:00 - 02.04.2017 22:00 (CET/CEST)","50404",""
"02.04.2017 22:00 - 02.04.2017 23:00 (CET/CEST)","49883",""
"02.04.2017 23:00 - 03.04.2017 00:00 (CET/CEST)","48037",""
"03.04.2017 00:00 - 03.04.2017 01:00 (CET/CEST)","44772",""
"03.04.2017 01:00 - 03.04.2017 02:00 (CET/CEST)","43134",""
"03.04.2017 02:00 - 03.04.2017 03:00 (CET/CEST)","42410",""
"03.04.2017 03:00 - 03.04.2017 04:00 (CET/CEST)","42490",""
"03.04.2017 04:00 - 03.04.2017 05:00 (CET/CEST)","44074",""
"03.04.2017 05:00 - 03.04.2017 06:00 (CET/CEST)","48276",""
"03.04.2017 06:00 - 03.04.2017 07:00 (CET/CEST)","55187",""
"03.04.2017 07:00 - 03.04.2017 08:00 (CET/CEST)","62093",""
"03.04.2017 08:00 - 03.04.2017 09:00 (CET/CEST)","65702",""
"03.04.2017 09:00 - 03.04.2017 10:00 (CET/CEST)","68496",""
"03.04.2017 10:00 - 03.04.2017 11:00 (CET/CEST)","68251",""
"03.04.2017 11:00 - 03.04.2017 12:00 (CET/CEST)","69487",""
"03.04.2017 12:00 - 03.04.2017 13:00 (CET/CEST)","70265",""
"03.04.2017 13:00 - 03.04.2017 14:00 (CET/CEST)","70698",""
"03.04.2017 14:00 - 03.04.2017 15:00 (CET/CEST)","68316",""
"03.04.2017 15:00 - 03.04.2017 16:00 (CET/CEST)","65634",""
"03.04.2017 16:00 - 03.04.2017 17:00 (CET/CEST)","63200",""
"03.04.2017 17:00 - 03.04.2017 18:00 (CET/CEST)","60553",""
"03.04.2017 18:00 - 03.04.2017 19:00 (CET/CEST)","59518",""
"03.04.2017 19:00 - 03.04.2017 20:00 (CET/CEST)","59319",""
"03.04.2017 20:00 - 03.04.2017 21:00 (CET/CEST)","59338",""
"03.04.2017 21:00 - 03.04.2017 22:00 (CET/CEST)","57268",""
"03.04.2017 22:00 - 03.04.2017 23:00 (CET/CEST)","55362",""
"03.04.2017 23:00 - 04.04.2017 00:00 (CET/CEST)","52219",""
"04.04.2017 00:00 - 04.04.2017 01:00 (CET/CEST)","48793",""
"04.04.2017 01:00 - 04.04.2017 02:00 (CET/CEST)","46721",""
"04.04.2017 02:00 - 04.04.2017 03:00 (CET/CEST)","44913",""
"04.04.2017 03:00 - 04.04.2017 04:00 (CET/CEST)","44828",""
"04.04.2017 04:00 - 04.04.2017 05:00 (CET/CEST)","45198",""
"04.04.2017 05:00 - 04.04.2017 06:00 (CET/CEST)","48801",""
"04.04.2017 06:00 - 04.04.2017 07:00 (CET/CEST)","55261",""
"04.04.2017 07:00 - 04.04.2017 08:00 (CET/CEST)","61578",""
"04.04.2017 08:00 - 04.04.2017 09:00 (CET/CEST)","66510",""
"04.04.2017 09:00 - 04.04.2017 10:00 (CET/CEST)","69321",""
"04.04.2017 10:00 - 04.04.2017 11:00 (CET/CEST)","71044",""
"04.04.2017 11:00 - 04.04.2017 12:00 (CET/CEST)","72264",""
"04.04.2017 12:00 - 04.04.2017 13:00 (CET/CEST)","73186",""
"04.04.2017 13:00 - 04.04.2017 14:00 (CET/CEST)","71572",""
"04.04.2017 14:00 - 04.04.2017 15:00 (CET/CEST)","68358",""
"04.04.2017 15:00 - 04.04.2017 16:00 (CET/CEST)","66729",""
"04.04.2017 16:00 - 04.04.2017 17:00 (CET/CEST)","63849",""
"04.04.2017 17:00 - 04.04.2017 18:00 (CET/CEST)","61058",""
"04.04.2017 18:00 - 04.04.2017 19:00 (CET/CEST)","59182",""
"04.04.2017 19:00 - 04.04.2017 20:00 (CET/CEST)","58787",""
"04.04.2017 20:00 - 04.04.2017 21:00 (CET/CEST)","58444",""
"04.04.2017 21:00 - 04.04.2017 22:00 (CET/CEST)","57055",""
"04.04.2017 22:00 - 04.04.2017 23:00 (CET/CEST)","55198",""
"04.04.2017 23:00 - 05.04.2017 00:00 (CET/CEST)","52472",""
"05.04.2017 00:00 - 05.04.2017 01:00 (CET/CEST)","47388",""
"05.04.2017 01:00 - 05.04.2017 02:00 (CET/CEST)","44938",""
"05.04.2017 02:00 - 05.04.2017 03:00 (CET/CEST)","44117",""
"05.04.2017 03:00 - 05.04.2017 04:00 (CET/CEST)","43385",""
"05.04.2017 04:00 - 05.04.2017 05:00 (CET/CEST)","44342",""
"05.04.2017 05:00 - 05.04.2017 06:00 (CET/CEST)","48675",""
"05.04.2017 06:00 - 05.04.2017 07:00 (CET/CEST)","54737",""
"05.04.2017 07:00 - 05.04.2017 08:00 (CET/CEST)","61635",""
"05.04.2017 08:00 - 05.04.2017 09:00 (CET/CEST)","67396",""
"05.04.2017 09:00 - 05.04.2017 10:00 (CET/CEST)","70379",""
"05.04.2017 10:00 - 05.04.2017 11:00 (CET/CEST)","72076",""
"05.04.2017 11:00 - 05.04.2017 12:00 (CET/CEST)","73204",""
"05.04.2017 12:00 - 05.04.2017 13:00 (CET/CEST)","73041",""
"05.04.2017 13:00 - 05.04.2017 14:00 (CET/CEST)","72577",""
"05.04.2017 14:00 - 05.04.2017 15:00 (CET/CEST)","70191",""
"05.04.2017 15:00 - 05.04.2017 16:00 (CET/CEST)","68918",""
"05.04.2017 16:00 - 05.04.2017 17:00 (CET/CEST)","66839",""
"05.04.2017 17:00 - 05.04.2017 18:00 (CET/CEST)","67127",""
"05.04.2017 18:00 - 05.04.2017 19:00 (CET/CEST)","67727",""
"05.04.2017 19:00 - 05.04.2017 20:00 (CET/CEST)","68338",""
"05.04.2017 20:00 - 05.04.2017 21:00 (CET/CEST)","67111",""
"05.04.2017 21:00 - 05.04.2017 22:00 (CET/CEST)","64427",""
"05.04.2017 22:00 - 05.04.2017 23:00 (CET/CEST)","60626",""
"05.04.2017 23:00 - 06.04.2017 00:00 (CET/CEST)","57806",""
"06.04.2017 00:00 - 06.04.2017 01:00 (CET/CEST)","54481",""
"06.04.2017 01:00 - 06.04.2017 02:00 (CET/CEST)","52050",""
"06.04.2017 02:00 - 06.04.2017 03:00 (CET/CEST)","50807",""
"06.04.2017 03:00 - 06.04.2017 04:00 (CET/CEST)","50825",""
"06.04.2017 04:00 - 06.04.2017 05:00 (CET/CEST)","51545",""
"06.04.2017 05:00 - 06.04.2017 06:00 (CET/CEST)","53154",""
"06.04.2017 06:00 - 06.04.2017 07:00 (CET/CEST)","58379",""
"06.04.2017 07:00 - 06.04.2017 08:00 (CET/CEST)","62491",""
"06.04.2017 08:00 - 06.04.2017 09:00 (CET/CEST)","66726",""
"06.04.2017 09:00 - 06.04.2017 10:00 (CET/CEST)","68635",""
"06.04.2017 10:00 - 06.04.2017 11:00 (CET/CEST)","70121",""
"06.04.2017 11:00 - 06.04.2017 12:00 (CET/CEST)","71386",""
"06.04.2017 12:00 - 06.04.2017 13:00 (CET/CEST)","71181",""
"06.04.2017 13:00 - 06.04.2017 14:00 (CET/CEST)","70324",""
"06.04.2017 14:00 - 06.04.2017 15:00 (CET/CEST)","68038",""
"06.04.2017 15:00 - 06.04.2017 16:00 (CET/CEST)","67472",""
"06.04.2017 16:00 - 06.04.2017 17:00 (CET/CEST)","65094",""
"06.04.2017 17:00 - 06.04.2017 18:00 (CET/CEST)","62972",""
"06.04.2017 18:00 - 06.04.2017 19:00 (CET/CEST)","61765",""
"06.04.2017 19:00 - 06.04.2017 20:00 (CET/CEST)","62276",""
"06.04.2017 20:00 - 06.04.2017 21:00 (CET/CEST)","61895",""
"06.04.2017 21:00 - 06.04.2017 22:00 (CET/CEST)","60020",""
"06.04.2017 22:00 - 06.04.2017 23:00 (CET/CEST)","58288",""
"06.04.2017 23:00 - 07.04.2017 00:00 (CET/CEST)","55455",""
"07.04.2017 00:00 - 07.04.2017 01:00 (CET/CEST)","51270",""
"07.04.2017 01:00 - 07.04.2017 02:00 (CET/CEST)","49845",""
"07.04.2017 02:00 - 07.04.2017 03:00 (CET/CEST)","50217",""
"07.04.2017 03:00 - 07.04.2017 04:00 (CET/CEST)","50945",""
"07.04.2017 04:00 - 07.04.2017 05:00 (CET/CEST)","51648",""
"07.04.2017 05:00 - 07.04.2017 06:00 (CET/CEST)","53479",""
"07.04.2017 06:00 - 07.04.2017 07:00 (CET/CEST)","59512",""
"07.04.2017 07:00 - 07.04.2017 08:00 (CET/CEST)","64982",""
"07.04.2017 08:00 - 07.04.2017 09:00 (CET/CEST)","69024",""
"07.04.2017 09:00 - 07.04.2017 10:00 (CET/CEST)","70046",""
"07.04.2017 10:00 - 07.04.2017 11:00 (CET/CEST)","70989",""
"07.04.2017 11:00 - 07.04.2017 12:00 (CET/CEST)","70770",""
"07.04.2017 12:00 - 07.04.2017 13:00 (CET/CEST)","71168",""
"07.04.2017 13:00 - 07.04.2017 14:00 (CET/CEST)","69618",""
"07.04.2017 14:00 - 07.04.2017 15:00 (CET/CEST)","67182",""
"07.04.2017 15:00 - 07.04.2017 16:00 (CET/CEST)","65289",""
"07.04.2017 16:00 - 07.04.2017 17:00 (CET/CEST)","62785",""
"07.04.2017 17:00 - 07.04.2017 18:00 (CET/CEST)","61961",""
"07.04.2017 18:00 - 07.04.2017 19:00 (CET/CEST)","60875",""
"07.04.2017 19:00 - 07.04.2017 20:00 (CET/CEST)","60631",""
"07.04.2017 20:00 - 07.04.2017 21:00 (CET/CEST)","58675",""
"07.04.2017 21:00 - 07.04.2017 22:00 (CET/CEST)","56958",""
"07.04.2017 22:00 - 07.04.2017 23:00 (CET/CEST)","53597",""
"07.04.2017 23:00 - 08.04.2017 00:00 (CET/CEST)","49560",""
"08.04.2017 00:00 - 08.04.2017 01:00 (CET/CEST)","47604",""
"08.04.2017 01:00 - 08.04.2017 02:00 (CET/CEST)","45370",""
"08.04.2017 02:00 - 08.04.2017 03:00 (CET/CEST)","43759",""
"08.04.2017 03:00 - 08.04.2017 04:00 (CET/CEST)","43116",""
"08.04.2017 04:00 - 08.04.2017 05:00 (CET/CEST)","42857",""
"08.04.2017 05:00 - 08.04.2017 06:00 (CET/CEST)","42703",""
"08.04.2017 06:00 - 08.04.2017 07:00 (CET/CEST)","43350",""
"08.04.2017 07:00 - 08.04.2017 08:00 (CET/CEST)","44745",""
"08.04.2017 08:00 - 08.04.2017 09:00 (CET/CEST)","48378",""
"08.04.2017 09:00 - 08.04.2017 10:00 (CET/CEST)","51740",""
"08.04.2017 10:00 - 08.04.2017 11:00 (CET/CEST)","54088",""
"08.04.2017 11:00 - 08.04.2017 12:00 (CET/CEST)","55980",""
"08.04.2017 12:00 - 08.04.2017 13:00 (CET/CEST)","56794",""
"08.04.2017 13:00 - 08.04.2017 14:00 (CET/CEST)","56014",""
"08.04.2017 14:00 - 08.04.2017 15:00 (CET/CEST)","53831",""
"08.04.2017 15:00 - 08.04.2017 16:00 (CET/CEST)","51788",""
"08.04.2017 16:00 - 08.04.2017 17:00 (CET/CEST)","49699",""
"08.04.2017 17:00 - 08.04.2017 18:00 (CET/CEST)","48308",""
"08.04.2017 18:00 - 08.04.2017 19:00 (CET/CEST)","47593",""
"08.04.2017 19:00 - 08.04.2017 20:00 (CET/CEST)","47408",""
"08.04.2017 20:00 - 08.04.2017 21:00 (CET/CEST)","46568",""
"08.04.2017 21:00 - 08.04.2017 22:00 (CET/CEST)","45125",""
"08.04.2017 22:00 - 08.04.2017 23:00 (CET/CEST)","44200",""
"08.04.2017 23:00 - 09.04.2017 00:00 (CET/CEST)","43135",""
"09.04.2017 00:00 - 09.04.2017 01:00 (CET/CEST)","39059",""
"09.04.2017 01:00 - 09.04.2017 02:00 (CET/CEST)","36853",""
"09.04.2017 02:00 - 09.04.2017 03:00 (CET/CEST)","36027",""
"09.04.2017 03:00 - 09.04.2017 04:00 (CET/CEST)","35131",""
"09.04.2017 04:00 - 09.04.2017 05:00 (CET/CEST)","35134",""
"09.04.2017 05:00 - 09.04.2017 06:00 (CET/CEST)","34733",""
"09.04.2017 06:00 - 09.04.2017 07:00 (CET/CEST)","34993",""
"09.04.2017 07:00 - 09.04.2017 08:00 (CET/CEST)","37165",""
"09.04.2017 08:00 - 09.04.2017 09:00 (CET/CEST)","41893",""
"09.04.2017 09:00 - 09.04.2017 10:00 (CET/CEST)","47987",""
"09.04.2017 10:00 - 09.04.2017 11:00 (CET/CEST)","52461",""
"09.04.2017 11:00 - 09.04.2017 12:00 (CET/CEST)","57566",""
"09.04.2017 12:00 - 09.04.2017 13:00 (CET/CEST)","58959",""
"09.04.2017 13:00 - 09.04.2017 14:00 (CET/CEST)","56275",""
"09.04.2017 14:00 - 09.04.2017 15:00 (CET/CEST)","53360",""
"09.04.2017 15:00 - 09.04.2017 16:00 (CET/CEST)","51393",""
"09.04.2017 16:00 - 09.04.2017 17:00 (CET/CEST)","48312",""
"09.04.2017 17:00 - 09.04.2017 18:00 (CET/CEST)","46540",""
"09.04.2017 18:00 - 09.04.2017 19:00 (CET/CEST)","45146",""
"09.04.2017 19:00 - 09.04.2017 20:00 (CET/CEST)","46159",""
"09.04.2017 20:00 - 09.04.2017 21:00 (CET/CEST)","48698",""
"09.04.2017 21:00 - 09.04.2017 22:00 (CET/CEST)","50168",""
"09.04.2017 22:00 - 09.04.2017 23:00 (CET/CEST)","50481",""
"09.04.2017 23:00 - 10.04.2017 00:00 (CET/CEST)","49187",""
"10.04.2017 00:00 - 10.04.2017 01:00 (CET/CEST)","47120",""
"10.04.2017 01:00 - 10.04.2017 02:00 (CET/CEST)","47468",""
"10.04.2017 02:00 - 10.04.2017 03:00 (CET/CEST)","48365",""
"10.04.2017 03:00 - 10.04.2017 04:00 (CET/CEST)","48311",""
"10.04.2017 04:00 - 10.04.2017 05:00 (CET/CEST)","49257",""
"10.04.2017 05:00 - 10.04.2017 06:00 (CET/CEST)","51203",""
"10.04.2017 06:00 - 10.04.2017 07:00 (CET/CEST)","57689",""
"10.04.2017 07:00 - 10.04.2017 08:00 (CET/CEST)","61723",""
"10.04.2017 08:00 - 10.04.2017 09:00 (CET/CEST)","67166",""
"10.04.2017 09:00 - 10.04.2017 10:00 (CET/CEST)","69587",""
"10.04.2017 10:00 - 10.04.2017 11:00 (CET/CEST)","71174",""
"10.04.2017 11:00 - 10.04.2017 12:00 (CET/CEST)","72807",""
"10.04.2017 12:00 - 10.04.2017 13:00 (CET/CEST)","74074",""
"10.04.2017 13:00 - 10.04.2017 14:00 (CET/CEST)","74055",""
"10.04.2017 14:00 - 10.04.2017 15:00 (CET/CEST)","72173",""
"10.04.2017 15:00 - 10.04.2017 16:00 (CET/CEST)","70635",""
"10.04.2017 16:00 - 10.04.2017 17:00 (CET/CEST)","68707",""
"10.04.2017 17:00 - 10.04.2017 18:00 (CET/CEST)","66992",""
"10.04.2017 18:00 - 10.04.2017 19:00 (CET/CEST)","65620",""
"10.04.2017 19:00 - 10.04.2017 20:00 (CET/CEST)","64691",""
"10.04.2017 20:00 - 10.04.2017 21:00 (CET/CEST)","63197",""
"10.04.2017 21:00 - 10.04.2017 22:00 (CET/CEST)","60764",""
"10.04.2017 22:00 - 10.04.2017 23:00 (CET/CEST)","58385",""
"10.04.2017 23:00 - 11.04.2017 00:00 (CET/CEST)","55045",""
"11.04.2017 00:00 - 11.04.2017 01:00 (CET/CEST)","51462",""
"11.04.2017 01:00 - 11.04.2017 02:00 (CET/CEST)","49911",""
"11.04.2017 02:00 - 11.04.2017 03:00 (CET/CEST)","49554",""
"11.04.2017 03:00 - 11.04.2017 04:00 (CET/CEST)","49661",""
"11.04.2017 04:00 - 11.04.2017 05:00 (CET/CEST)","50156",""
"11.04.2017 05:00 - 11.04.2017 06:00 (CET/CEST)","52399",""
"11.04.2017 06:00 - 11.04.2017 07:00 (CET/CEST)","57740",""
"11.04.2017 07:00 - 11.04.2017 08:00 (CET/CEST)","62663",""
"11.04.2017 08:00 - 11.04.2017 09:00 (CET/CEST)","66745",""
"11.04.2017 09:00 - 11.04.2017 10:00 (CET/CEST)","69164",""
"11.04.2017 10:00 - 11.04.2017 11:00 (CET/CEST)","70499",""
"11.04.2017 11:00 - 11.04.2017 12:00 (CET/CEST)","72899",""
"11.04.2017 12:00 - 11.04.2017 13:00 (CET/CEST)","73685",""
"11.04.2017 13:00 - 11.04.2017 14:00 (CET/CEST)","72395",""
"11.04.2017 14:00 - 11.04.2017 15:00 (CET/CEST)","70762",""
"11.04.2017 15:00 - 11.04.2017 16:00 (CET/CEST)","68591",""
"11.04.2017 16:00 - 11.04.2017 17:00 (CET/CEST)","65840",""
"11.04.2017 17:00 - 11.04.2017 18:00 (CET/CEST)","62874",""
"11.04.2017 18:00 - 11.04.2017 19:00 (CET/CEST)","59816",""
"11.04.2017 19:00 - 11.04.2017 20:00 (CET/CEST)","59857",""
"11.04.2017 20:00 - 11.04.2017 21:00 (CET/CEST)","58587",""
"11.04.2017 21:00 - 11.04.2017 22:00 (CET/CEST)","57447",""
"11.04.2017 22:00 - 11.04.2017 23:00 (CET/CEST)","55899",""
"11.04.2017 23:00 - 12.04.2017 00:00 (CET/CEST)","53989",""
"12.04.2017 00:00 - 12.04.2017 01:00 (CET/CEST)","51967",""
"12.04.2017 01:00 - 12.04.2017 02:00 (CET/CEST)","51040",""
"12.04.2017 02:00 - 12.04.2017 03:00 (CET/CEST)","51335",""
"12.04.2017 03:00 - 12.04.2017 04:00 (CET/CEST)","51875",""
"12.04.2017 04:00 - 12.04.2017 05:00 (CET/CEST)","52636",""
"12.04.2017 05:00 - 12.04.2017 06:00 (CET/CEST)","56048",""
"12.04.2017 06:00 - 12.04.2017 07:00 (CET/CEST)","60302",""
"12.04.2017 07:00 - 12.04.2017 08:00 (CET/CEST)","65337",""
"12.04.2017 08:00 - 12.04.2017 09:00 (CET/CEST)","70027",""
"12.04.2017 09:00 - 12.04.2017 10:00 (CET/CEST)","71879",""
"12.04.2017 10:00 - 12.04.2017 11:00 (CET/CEST)","73893",""
"12.04.2017 11:00 - 12.04.2017 12:00 (CET/CEST)","75810",""
"12.04.2017 12:00 - 12.04.2017 13:00 (CET/CEST)","75358",""
"12.04.2017 13:00 - 12.04.2017 14:00 (CET/CEST)","74129",""
"12.04.2017 14:00 - 12.04.2017 15:00 (CET/CEST)","72063",""
"12.04.2017 15:00 - 12.04.2017 16:00 (CET/CEST)","71016",""
"12.04.2017 16:00 - 12.04.2017 17:00 (CET/CEST)","69005",""
"12.04.2017 17:00 - 12.04.2017 18:00 (CET/CEST)","67171",""
"12.04.2017 18:00 - 12.04.2017 19:00 (CET/CEST)","66113",""
"12.04.2017 19:00 - 12.04.2017 20:00 (CET/CEST)","65179",""
"12.04.2017 20:00 - 12.04.2017 21:00 (CET/CEST)","64818",""
"12.04.2017 21:00 - 12.04.2017 22:00 (CET/CEST)","61748",""
"12.04.2017 22:00 - 12.04.2017 23:00 (CET/CEST)","59887",""
"12.04.2017 23:00 - 13.04.2017 00:00 (CET/CEST)","57347",""
"13.04.2017 00:00 - 13.04.2017 01:00 (CET/CEST)","55217",""
"13.04.2017 01:00 - 13.04.2017 02:00 (CET/CEST)","53753",""
"13.04.2017 02:00 - 13.04.2017 03:00 (CET/CEST)","52998",""
"13.04.2017 03:00 - 13.04.2017 04:00 (CET/CEST)","52477",""
"13.04.2017 04:00 - 13.04.2017 05:00 (CET/CEST)","53084",""
"13.04.2017 05:00 - 13.04.2017 06:00 (CET/CEST)","55862",""
"13.04.2017 06:00 - 13.04.2017 07:00 (CET/CEST)","60483",""
"13.04.2017 07:00 - 13.04.2017 08:00 (CET/CEST)","64309",""
"13.04.2017 08:00 - 13.04.2017 09:00 (CET/CEST)","68207",""
"13.04.2017 09:00 - 13.04.2017 10:00 (CET/CEST)","70731",""
"13.04.2017 10:00 - 13.04.2017 11:00 (CET/CEST)","72891",""
"13.04.2017 11:00 - 13.04.2017 12:00 (CET/CEST)","74566",""
"13.04.2017 12:00 - 13.04.2017 13:00 (CET/CEST)","76021",""
"13.04.2017 13:00 - 13.04.2017 14:00 (CET/CEST)","74866",""
"13.04.2017 14:00 - 13.04.2017 15:00 (CET/CEST)","73353",""
"13.04.2017 15:00 - 13.04.2017 16:00 (CET/CEST)","71538",""
"13.04.2017 16:00 - 13.04.2017 17:00 (CET/CEST)","68380",""
"13.04.2017 17:00 - 13.04.2017 18:00 (CET/CEST)","65751",""
"13.04.2017 18:00 - 13.04.2017 19:00 (CET/CEST)","63034",""
"13.04.2017 19:00 - 13.04.2017 20:00 (CET/CEST)","61265",""
"13.04.2017 20:00 - 13.04.2017 21:00 (CET/CEST)","59806",""
"13.04.2017 21:00 - 13.04.2017 22:00 (CET/CEST)","56947",""
"13.04.2017 22:00 - 13.04.2017 23:00 (CET/CEST)","54881",""
"13.04.2017 23:00 - 14.04.2017 00:00 (CET/CEST)","51450",""
"14.04.2017 00:00 - 14.04.2017 01:00 (CET/CEST)","47725",""
"14.04.2017 01:00 - 14.04.2017 02:00 (CET/CEST)","46966",""
"14.04.2017 02:00 - 14.04.2017 03:00 (CET/CEST)","45608",""
"14.04.2017 03:00 - 14.04.2017 04:00 (CET/CEST)","44707",""
"14.04.2017 04:00 - 14.04.2017 05:00 (CET/CEST)","44997",""
"14.04.2017 05:00 - 14.04.2017 06:00 (CET/CEST)","45421",""
"14.04.2017 06:00 - 14.04.2017 07:00 (CET/CEST)","46784",""
"14.04.2017 07:00 - 14.04.2017 08:00 (CET/CEST)","48525",""
"14.04.2017 08:00 - 14.04.2017 09:00 (CET/CEST)","51677",""
"14.04.2017 09:00 - 14.04.2017 10:00 (CET/CEST)","55057",""
"14.04.2017 10:00 - 14.04.2017 11:00 (CET/CEST)","57986",""
"14.04.2017 11:00 - 14.04.2017 12:00 (CET/CEST)","60182",""
"14.04.2017 12:00 - 14.04.2017 13:00 (CET/CEST)","60612",""
"14.04.2017 13:00 - 14.04.2017 14:00 (CET/CEST)","58385",""
"14.04.2017 14:00 - 14.04.2017 15:00 (CET/CEST)","55989",""
"14.04.2017 15:00 - 14.04.2017 16:00 (CET/CEST)","54664",""
"14.04.2017 16:00 - 14.04.2017 17:00 (CET/CEST)","52937",""
"14.04.2017 17:00 - 14.04.2017 18:00 (CET/CEST)","51093",""
"14.04.2017 18:00 - 14.04.2017 19:00 (CET/CEST)","49701",""
"14.04.2017 19:00 - 14.04.2017 20:00 (CET/CEST)","47773",""
"14.04.2017 20:00 - 14.04.2017 21:00 (CET/CEST)","47050",""
"14.04.2017 21:00 - 14.04.2017 22:00 (CET/CEST)","47505",""
