Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2024-12-30;70,6415;70,9571;70,2737;70,8335;;
2024-12-27;69,8361;70,8415;69,7721;70,3494;;
2024-12-23;70,4904;70,5861;69,263;70,1363;;
2024-12-20;69,8671;70,5214;69,3014;70,2278;;
2024-12-19;70,3628;71,0572;69,7955;69,8027;;
2024-12-18;69,8469;70,68;69,3667;69,3906;;
2024-12-17;70,53;70,6591;69,0626;69,8142;;
2024-12-16;70,6964;70,8051;70,2094;70,299;;
2024-12-13;69,9025;70,9096;69,743;70,701;;
2024-12-12;70,2455;70,5101;69,0508;70,07;;
2024-12-11;69,2659;70,1825;68,812;70,018;;
2024-12-10;68,2425;69,0741;67,9551;68,3721;;
2024-12-09;67,6977;68,7405;67,5391;68,0587;;
2024-12-06;67,961;68,1856;66,9741;67,156;;
2024-12-05;68,7874;69,1653;68,1548;68,5199;;
2024-12-04;70,4349;70,7694;68,8857;69,1579;;
2024-12-03;68,5875;70,2938;68,5762;70,063;;
2024-12-02;69,152;69,3628;68,0832;68,3404;;
2024-11-29;68,9341;69,4303;68,2046;68,2864;;
2024-11-28;68,5811;69,2093;68,1617;69,0057;;
2024-11-27;68,8088;69,1566;68,0977;68,6945;;
2024-11-26;69,0271;70,0873;68,0986;68,5937;;
2024-11-25;70,6888;71,0927;68,9243;69,1757;;
2024-11-22;70,9057;71,8757;70,1037;71,5695;;
2024-11-21;69,7114;70,6529;69,6118;70,6443;;
2024-11-20;69,5079;69,9831;68,8411;69,221;;
2024-11-19;69,3564;69,8175;68,6812;69,3915;;
2024-11-18;67,5937;69,6123;67,138;69,4747;;
2024-11-15;67,6903;68,4871;66,9511;67,1632;;
2024-11-14;68,2857;69,508;68,1807;68,7583;;
2024-11-13;67,851;68,3265;66,5861;67,6901;;
2024-11-12;67,7506;68,5931;67,4243;67,6177;;
2024-11-11;69,4815;69,5667;67,2285;67,5755;;
2024-11-08;69,7952;69,9052;68,1885;68,6452;;
2024-11-07;69,6703;70,5198;68,6981;69,8745;;
2024-11-06;69,6293;71,0282;68,5936;70,2885;;
2024-11-05;68,9505;69,9588;68,821;69,3533;;
2024-11-04;68,2306;69,1338;68,088;69,0514;;
2024-11-01;68,1624;68,8452;66,9673;66,984;;
2024-10-31;66,66;68,2548;66,0052;68,0262;;
2024-10-30;65,9994;67,2523;65,7234;67,2056;;
2024-10-29;65,8267;66,9205;65,2484;65,9367;;
2024-10-28;67,0342;67,19;65,4971;66,2124;;
2024-10-25;68,9262;70,3298;68,5253;70,1708;;
2024-10-24;70,19;70,8596;68,5218;69,2245;;
2024-10-23;70,5884;70,5906;69,1512;69,8515;;
2024-10-22;68,4111;70,5214;67,9963;70,0416;;
2024-10-21;67,6031;68,7011;67,5079;68,2337;;
2024-10-18;68,9525;69,1002;66,8524;67,5667;;
2024-10-17;68,4742;68,718;67,4265;68,5664;;
2024-10-16;68,3629;68,7421;67,4086;68,2347;;
2024-10-15;68,4473;68,6021;67,2707;68,4336;;
2024-10-14;71,6537;71,6537;70,4623;71,0726;;
2024-10-11;72,2806;72,6603;71,3516;72,2433;;
2024-10-10;70,5808;72,9125;70,2388;72,662;;
2024-10-09;71,1263;71,1845;68,6236;70,0744;;
2024-10-08;72,5554;72,7164;69,5654;70,6138;;
2024-10-07;70,9084;73,9016;70,7479;73,8259;;
2024-10-04;70,2405;71,8784;70,1738;70,8261;;
2024-10-03;67,7081;70,6416;67,3409;70,3914;;
2024-10-02;67,6223;68,7508;66,5055;67,4589;;
2024-10-01;64,7515;68,028;63,0791;66,7544;;
2024-09-30;64,8046;64,9733;63,4466;64,1118;;
2024-09-27;63,45;64,4776;63,1567;64,4471;;
2024-09-26;63,9472;64,4965;63,0275;63,4196;;
2024-09-25;66,7656;67,2192;65,2906;65,6997;;
2024-09-24;67,1902;68,1441;67,0244;67,4919;;
2024-09-23;67,5524;67,5908;65,7571;66,597;;
2024-09-20;66,9061;67,1533;66,2835;66,912;;
2024-09-19;66,2877;67,3802;66,1869;67,0354;;
2024-09-18;65,8752;66,5634;65,0043;65,4524;;
2024-09-17;65,7367;66,669;64,7935;66,287;;
2024-09-16;64,4641;65,9486;64,4029;65,558;;
2024-09-13;65,3991;66,0754;64,5135;65,0051;;
2024-09-12;64,8643;66,1433;64,5064;65,5827;;
2024-09-11;63,3249;64,3557;62,5076;63,7512;;
2024-09-10;65,0403;65,1345;62,2735;63,0854;;
2024-09-09;64,8615;65,3869;63,9847;64,9232;;
2024-09-06;65,6529;66,2164;63,635;64,4185;;
2024-09-05;65,8394;66,8354;65,2232;65,4845;;
2024-09-04;66,5571;67,6969;65,478;65,5164;;
2024-09-03;70,1559;70,2708;66,6327;66,8436;;
2024-09-02;69,153;70,1726;68,9628;70,0081;;
2024-08-30;71,4512;71,709;69,1901;69,419;;
2024-08-29;70,2336;71,7413;69,4581;71,1934;;
2024-08-28;70,8843;70,9882;69,4025;69,9334;;
2024-08-27;71,9577;72,0788;70,3856;70,602;;
2024-08-26;70,5171;72,1345;70,3998;71,7635;;
2024-08-23;68,8537;70,455;68,7925;70,2762;;
2024-08-22;67,7872;69,156;67,5974;68,6296;;
2024-08-21;68,7952;69,7137;67,5638;67,9573;;
2024-08-20;69,4554;70,656;69,0669;69,8695;;
2024-08-19;71,9366;72,2075;70,1974;70,4227;;
2024-08-16;73,5423;73,665;71,5197;72,5849;;
2024-08-15;72,6142;73,9475;72,5143;73,4644;;
2024-08-14;73,7483;73,8958;72,2524;72,5123;;
2024-08-13;74,81;75,2854;73,6976;73,9278;;
2024-08-12;73,219;75,4061;73,102;74,9815;;
2024-08-09;72,539;73,1108;72,1614;73,0352;;
2024-08-08;71,6472;72,6168;71,0375;72,3338;;
2024-08-07;70,352;72,2035;69,8639;71,8206;;
2024-08-06;70,5979;70,7071;69,2711;69,9154;;
2024-08-05;69,32;70,343;68,448;70,3195;;
2024-08-02;74,0284;74,248;70,5428;71,2856;;
2024-08-01;75,6761;75,7948;73,6644;74,2954;;
2024-07-31;73,3613;75,2383;73,1906;75,1336;;
2024-07-30;72,7671;73,1742;72,0293;72,4358;;
2024-07-29;74,7741;74,7741;72,7231;73,0651;;
2024-07-26;75,9822;76,0771;73,9703;74,4049;;
2024-07-25;74,7766;76,0525;73,8121;75,8269;;
2024-07-24;74,931;75,7745;74,6185;75,1991;;
2024-07-23;75,9054;76,2199;74,1463;74,9632;;
2024-07-22;76,4059;76,4059;74,9478;75,6194;;
2024-07-19;77,8211;78,3709;75,8275;76,0659;;
2024-07-18;78,2844;78,508;77,0754;77,361;;
2024-07-17;76,5573;77,8864;76,3166;77,7848;;
2024-07-16;77,547;77,5475;76,44;76,8708;;
2024-07-15;78,0921;78,1738;77,4078;77,8186;;
2024-07-12;78,7645;79,288;78,0117;78,0998;;
2024-07-11;79,0293;79,0497;77,9915;79,0082;;
2024-07-10;77,7079;79,1167;77,602;78,865;;
2024-07-09;79,4684;79,4684;78,1833;78,4077;;
2024-07-08;79,6692;79,7555;78,9697;79,0529;;
2024-07-05;80,5482;81,2496;79,9132;80,0531;;
2024-07-04;80,4911;81,0895;80,1061;80,9476;;
2024-07-03;80,6511;81,223;79,848;81,0496;;
2024-07-02;81,0452;81,4943;80,3251;80,5707;;
2024-07-01;79,4651;80,8416;79,2902;80,7413;;
2024-06-28;80,2046;80,4998;78,9737;79,351;;
