Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2023-12-29;70,1744;70,5523;69,9052;70,2336;;
2023-12-28;71,7865;71,8154;69,3664;69,588;;
2023-12-27;73,1978;73,2204;71,6804;71,6804;;
2023-12-22;72,784;72,9104;71,5748;71,8408;;
2023-12-21;72,6399;72,9578;70,9514;72,3329;;
2023-12-20;72,641;73,6339;72,3135;72,3264;;
2023-12-19;71,2012;72,6194;70,671;72,5855;;
2023-12-18;70,8425;72,8189;69,4065;71,5828;;
2023-12-15;70,3377;70,5508;68,825;70,1643;;
2023-12-14;68,4644;70,8251;68,3966;70,2661;;
2023-12-13;67,4584;69,1572;67,0593;69,1503;;
2023-12-12;70,9153;70,9451;67,4664;67,8879;;
2023-12-11;71,1628;71,1628;69,7453;70,7809;;
2023-12-08;70,2555;70,845;69,6889;70,3621;;
2023-12-07;69,3587;70,0493;68,345;69,1108;;
2023-12-06;71,9108;72,0248;68,774;68,9038;;
2023-12-05;72,3028;73,0943;71,2805;71,3778;;
2023-12-04;72,0501;73,1599;71,3515;71,9955;;
2023-12-01;74,1972;74,9497;72,426;72,6372;;
2023-11-30;76,1968;77,3379;73,226;73,3135;;
2023-11-29;74,2956;75,5355;73,4926;75,2791;;
2023-11-28;73,0501;74,8517;72,8017;74,3072;;
2023-11-27;73,1244;74,0032;72,2209;73,0134;;
2023-11-24;74,731;75,2844;74,1574;74,2811;;
2023-11-23;74,3761;74,8554;73,5806;74,8554;;
2023-11-22;75,5395;75,7211;71,8703;74,86;;
2023-11-21;74,6751;75,3399;74,3304;75,3209;;
2023-11-20;74,3535;75,8847;73,9244;75,118;;
2023-11-17;71,1749;74,3149;71,1584;74,0418;;
2023-11-16;74,6166;74,8036;70,6192;71,3604;;
2023-11-15;76,1962;76,1962;74,346;74,5294;;
2023-11-14;77,2771;78,303;76,5342;76,8971;;
2023-11-13;75,7902;77,5955;75,3691;77,5541;;
2023-11-10;75,2448;76,808;75,0823;76,3268;;
2023-11-09;74,8797;76,1469;74,5899;74,6816;;
2023-11-08;76,5378;76,7169;74,2361;74,7644;;
2023-11-07;78,7456;79,0066;76,2814;76,4708;;
2023-11-06;79,6085;80,4826;79,241;79,3126;;
2023-11-03;81,391;82,0281;79,0388;79,5779;;
2023-11-02;80,0826;81,6477;79,4186;81,4646;;
2023-11-01;81,2919;82,7643;80,2885;80,6917;;
2023-10-31;81,8833;82,289;79,8345;80,4139;;
2023-10-30;83,2463;83,3656;80,9533;81,6594;;
2023-10-27;84,937;86,0795;83,3422;85,4564;;
2023-10-26;84,9255;85,7646;83,074;83,6847;;
2023-10-25;82,9741;85,4223;82,0894;85,0741;;
2023-10-24;84,7864;85,2746;82,1744;82,7219;;
2023-10-23;86,2834;87,2282;84,5951;85,2616;;
2023-10-20;88,3445;88,5309;86,6015;87,1064;;
2023-10-19;86,336;88,4195;84,8405;88,3628;;
2023-10-18;86,7276;88,008;85,7902;86,4313;;
2023-10-17;85,0927;85,6034;84,1145;85,4744;;
2023-10-16;86,0232;86,6996;84,9542;85,4235;;
2023-10-13;82,354;86,4399;82,2663;86,3501;;
2023-10-12;80,4532;82,516;80,3124;81,3874;;
2023-10-11;82,9144;83,2089;80,3859;81,3983;;
2023-10-10;83,0434;83,6072;82,1336;82,6975;;
2023-10-09;83,3378;83,8805;82,0736;83,6846;;
2023-10-06;79,7389;80,3927;79,0572;79,948;;
2023-10-05;82,0259;82,1762;79,72;79,9587;;
2023-10-04;86,5471;86,565;81,7055;82,1572;;
2023-10-03;85,5686;87,4414;85,5686;87,0699;;
2023-10-02;87,6569;88,6272;85,8121;85,9783;;
2023-09-29;87,8657;88,829;86,815;87,0735;;
2023-09-28;90,2026;90,2309;88,0772;88,3843;;
2023-09-27;88,5256;89,9431;88,0535;89,4543;;
2023-09-26;87,6095;88,8161;86,5778;88,6793;;
2023-09-25;88,2028;88,6293;87,0553;87,8293;;
2023-09-22;88,0781;88,866;87,1711;87,8981;;
2023-09-21;87,4511;88,9427;86,6992;87,6631;;
2023-09-20;87,2631;88,4919;86,6813;87,0474;;
2023-09-19;88,7812;89,5472;87,9257;88,3479;;
2023-09-18;88,8084;89,0304;87,9625;88,6901;;
2023-09-15;88,4187;88,603;86,9624;88,3455;;
2023-09-14;86,1302;87,5482;86,0272;87,4968;;
2023-09-13;86,0129;86,4944;85,3719;85,8329;;
2023-09-12;84,8236;86,2454;84,6661;86,0258;;
