Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-12-30;59,9293;60,3571;59,7299;60,1293;;
2019-12-27;60,103;60,1235;59,5304;59,9167;;
2019-12-23;58,6931;59,2658;58,5935;59,2461;;
2019-12-20;59,9868;60,0883;59,2972;59,4628;;
2019-12-19;59,5596;60,028;59,4018;59,7939;;
2019-12-18;59,1459;59,7177;58,9996;59,5366;;
2019-12-17;58,5467;59,33;58,348;59,255;;
2019-12-16;58,408;58,8943;58,356;58,6211;;
2019-12-13;57,8493;58,7085;57,7605;58,0918;;
2019-12-12;57,466;58,1621;57,3742;57,7609;;
2019-12-11;57,7325;58,0157;56,9168;57,6243;;
2019-12-10;57,9622;58,2911;57,5946;58,1196;;
2019-12-09;58,0128;58,2153;57,4487;57,9359;;
2019-12-06;57,061;58,3468;56,6576;57,9141;;
2019-12-05;56,6595;57,5779;56,6506;57,109;;
2019-12-04;55,2905;57,2707;55,1319;56,9036;;
2019-12-03;55,1833;55,4364;54,4885;55,108;;
2019-12-02;55,4798;56,3145;55,1371;55,2072;;
2019-11-29;57,486;57,5383;55,0053;55,3414;;
2019-11-28;57,0547;57,5583;56,8146;57,5054;;
2019-11-27;57,3476;57,7096;56,7481;57,2567;;
2019-11-26;56,7459;57,3994;56,6566;57,3578;;
2019-11-25;56,8573;56,9819;56,2502;56,8793;;
2019-11-22;56,5826;57,1116;56,0185;56,6041;;
2019-11-21;55,2932;56,7953;55,0371;56,5496;;
2019-11-20;54,1805;55,9214;53,7751;55,5789;;
2019-11-19;56,2913;56,4667;54,8133;54,9943;;
2019-11-18;57,153;57,4149;56,0444;56,1957;;
2019-11-15;56,5248;57,6506;55,9223;57,4074;;
2019-11-14;57,0624;57,4471;56,5638;56,7502;;
2019-11-13;56,107;56,9714;55,6427;56,7879;;
2019-11-12;56,713;57,0525;56,142;56,3466;;
2019-11-11;55,9932;56,8365;55,789;56,3526;;
2019-11-08;56,0575;56,8079;55,0436;56,7628;;
2019-11-07;55,747;56,6959;55,7285;56,127;;
2019-11-06;56,4488;56,9982;55,571;55,773;;
2019-11-05;56,0502;56,8616;55,867;56,6454;;
2019-11-04;54,9966;56,2459;54,9935;55,7072;;
2019-11-01;53,4907;55,4731;53,3497;55,362;;
2019-10-31;54,1577;54,4997;53,0983;53,3349;;
2019-10-30;54,994;55,3707;54,0565;54,1681;;
2019-10-29;55,0231;55,531;54,4056;55,1659;;
2019-10-28;55,4938;55,9779;54,9944;55,2173;;
2019-10-25;55,0113;55,6162;54,6579;55,6055;;
2019-10-24;54,4651;55,3458;54,2926;55,138;;
