Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2017-12-29;55,514;55,5789;55,2243;55,2262;;
2017-12-28;55,4404;55,5583;55,1163;55,2999;;
2017-12-27;55,6445;55,778;55,0597;55,4287;;
2017-12-22;54,2414;54,6269;53,9378;54,572;;
2017-12-21;54,0573;54,2825;53,784;54,2825;;
2017-12-20;53,6024;54,0276;53,4475;54,0234;;
2017-12-19;53,3304;53,6023;53,2538;53,5339;;
2017-12-18;53,977;54,1778;53,4238;53,5153;;
2017-12-15;53,7386;53,9302;53,4688;53,5954;;
2017-12-14;53,0034;53,3158;52,3701;53,1351;;
2017-12-13;54,5014;54,7937;53,1567;53,3662;;
2017-12-12;55,4677;55,9351;53,8116;53,8116;;
2017-12-11;53,7155;54,9386;53,4189;54,938;;
2017-12-08;53,0355;54,1637;53,0187;53,9927;;
2017-12-07;51,9754;52,7949;51,9631;52,7171;;
2017-12-06;53,0572;53,2395;51,9508;52,1438;;
2017-12-05;52,6439;53,2833;52,4627;53,1391;;
2017-12-04;53,632;53,632;52,7386;52,8241;;
2017-12-01;53,0417;54,1046;52,9488;53,5522;;
2017-11-30;52,9474;53,4574;52,4867;52,6648;;
2017-11-29;53,2648;53,7427;52,451;52,6637;;
2017-11-28;53,192;53,3604;52,7646;53,2011;;
2017-11-27;52,9988;53,0649;52,4751;53,0588;;
2017-11-24;53,2494;53,5022;52,9934;53,3568;;
2017-11-23;53,0505;53,3969;52,813;53,38;;
2017-11-22;53,5313;53,6849;53,0681;53,5224;;
2017-11-21;53,0699;53,4344;52,8441;53,0796;;
2017-11-20;53,1183;53,2021;52,183;52,5626;;
2017-11-17;52,0064;53,3351;51,9561;53,1658;;
2017-11-16;52,7215;52,755;52,1586;52,2419;;
2017-11-15;52,0114;52,4572;51,8249;52,4103;;
2017-11-14;53,5309;53,7612;52,2608;52,8186;;
2017-11-13;54,5429;54,6311;53,7363;54,2088;;
2017-11-10;54,6981;55,1263;54,3813;54,588;;
2017-11-09;54,7143;55,1965;54,4018;55,0646;;
2017-11-08;54,6854;55,7473;54,3287;55,0015;;
2017-11-07;55,614;55,8859;55,0304;55,051;;
2017-11-06;53,8821;55,364;53,6912;55,2737;;
2017-11-03;52,0705;53,3757;52,0382;53,3482;;
2017-11-02;52,0345;52,1453;51,564;52,0709;;
2017-11-01;52,7437;53,1319;51,7181;51,9837;;
2017-10-30;51,9101;52,2304;51,635;52,131;;
2017-10-27;50,9221;51,8597;50,499;51,7674;;
2017-10-26;49,4802;50,1294;49,2327;50,1294;;
2017-10-25;49,3203;49,625;48,9564;49,223;;
2017-10-24;48,6726;49,4055;48,4178;49,4053;;
2017-10-23;49,2978;49,3797;48,818;48,9665;;
2017-10-20;48,5493;48,8607;47,9144;48,6894;;
2017-10-19;49,1499;49,1753;48,2414;48,3742;;
2017-10-18;49,483;49,8036;49,183;49,3662;;
2017-10-17;49,0867;49,5559;48,633;49,0916;;
2017-10-16;48,9305;49,5087;48,7545;48,897;;
2017-10-13;47,9184;48,741;47,8955;48,0909;;
2017-10-12;47,7563;47,9199;47,1391;47,4786;;
2017-10-11;48,0033;48,2332;47,4727;48,0341;;
2017-10-10;47,3381;48,2335;47,3373;48,0658;;
2017-10-09;47,437;47,6217;46,9229;47,595;;
2017-10-06;48,6212;48,8918;47,1133;47,6177;;
