Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2017-07-24;2,5003;2,5189;2,4608;2,4703;;
2017-07-21;2,5844;2,5954;2,5171;2,5189;;
2017-07-20;2,6597;2,6861;2,6148;2,619;;
2017-07-19;2,6472;2,6698;2,637;2,6463;;
2017-07-18;2,6076;2,6624;2,5994;2,6506;;
2017-07-17;2,5978;2,6442;2,5865;2,62;;
2017-07-14;2,5859;2,6117;2,5609;2,5922;;
2017-07-13;2,6239;2,6289;2,5667;2,5785;;
2017-07-12;2,635;2,642;2,5768;2,6027;;
2017-07-11;2,558;2,6656;2,5512;2,6544;;
2017-07-10;2,5271;2,5715;2,5065;2,5543;;
2017-07-07;2,5328;2,5671;2,4838;2,4908;;
2017-07-06;2,5061;2,5293;2,4996;2,5213;;
2017-07-05;2,6267;2,6525;2,4852;2,4985;;
2017-07-04;2,586;2,6238;2,5844;2,6187;;
2017-07-03;2,5901;2,6696;2,5725;2,5809;;
2017-06-30;2,646;2,6535;2,5955;2,6535;;
2017-06-29;2,6978;2,7166;2,6474;2,6569;;
2017-06-28;2,6746;2,7237;2,6647;2,6935;;
2017-06-27;2,7201;2,722;2,6827;2,7102;;
2017-06-26;2,6715;2,7203;2,6591;2,7159;;
2017-06-23;2,5986;2,6306;2,589;2,611;;
2017-06-22;2,5854;2,6363;2,5751;2,5866;;
2017-06-21;2,5849;2,6403;2,5757;2,5883;;
2017-06-20;2,5824;2,6071;2,5763;2,5876;;
2017-06-19;2,6262;2,6403;2,5641;2,5755;;
2017-06-16;2,7285;2,7496;2,70;2,7014;;
2017-06-15;2,6325;2,7324;2,6139;2,7182;;
2017-06-14;2,6371;2,6533;2,5931;2,6161;;
2017-06-13;2,6691;2,7238;2,6211;2,6326;;
2017-06-12;2,6814;2,7446;2,6671;2,6994;;
2017-06-09;2,7136;2,7407;2,6985;2,6985;;
2017-06-08;2,6745;2,7269;2,6564;2,6876;;
2017-06-07;2,722;2,7518;2,6727;2,6738;;
2017-06-06;2,6461;2,709;2,6378;2,6921;;
2017-06-02;2,6943;2,7107;2,6569;2,6569;;
2017-06-01;2,7387;2,7823;2,6622;2,6705;;
2017-05-31;2,7943;2,8193;2,7194;2,7252;;
2017-05-30;2,8629;2,888;2,8028;2,82;;
2017-05-29;2,8883;2,9012;2,8584;2,8642;;
2017-05-26;2,9353;2,9664;2,8992;2,9495;;
2017-05-25;2,9383;2,9834;2,8833;2,9275;;
2017-05-24;2,8839;2,968;2,8523;2,8528;;
2017-05-23;3,0035;3,0259;2,8555;2,8611;;
2017-05-22;2,9589;3,0137;2,938;2,9531;;
2017-05-19;2,8639;2,9921;2,8639;2,9111;;
2017-05-18;2,877;2,9552;2,8481;2,8565;;
2017-05-17;2,8924;2,9527;2,8534;2,8701;;
2017-05-16;3,029;3,0438;2,902;2,9052;;
2017-05-15;3,0969;3,1031;3,0379;3,05;;
2017-05-12;3,0828;3,151;3,0716;3,1421;;
2017-05-11;3,0147;3,112;3,0025;3,0854;;
2017-05-10;2,943;3,0519;2,9313;3,0164;;
2017-05-09;2,9138;2,9729;2,9043;2,9512;;
2017-05-08;2,9499;2,9595;2,8633;2,8924;;
2017-05-05;2,8947;2,9817;2,8944;2,9717;;
2017-05-04;2,9551;2,9652;2,8859;2,9175;;
2017-05-03;2,9051;2,955;2,8913;2,9468;;
2017-05-02;2,9521;2,9876;2,8996;2,9256;;
2017-04-28;2,9631;3,0085;2,9465;2,9957;;
2017-04-27;2,9845;2,9907;2,9394;2,9714;;
2017-04-26;2,9059;3,0004;2,9022;2,9987;;
